Protein ID,Protein Description,Peptides,PSMs,n113,n114,n115,n116,n117,n118,n119,n121,GOannotation,Training
sp|Q9CQ22|LTOR1_MOUSE,Ragulator complex protein LAMTOR1,1,1,0.140368032,0.221520062,0.04570871,0.363210525,0.152057472,0.054447586,0.022687612,0,PLM-LYS,
sp|P56542|DNS2A_MOUSE,Deoxyribonuclease-2-alpha,1,1,0.081050852,0.141144033,0.167515376,0.280144056,0.178004347,0.07833546,0.042537517,0.031268359,#N/A,
sp|P61255|RL26_MOUSE,60S ribosomal protein L26,1,1,0.023049899,0.083710178,0.008193247,0.12876679,0.120895348,0.125788503,0.418566859,0.091029175,RIB,
sp|O70252|HMOX2_MOUSE,Heme oxygenase 2,1,1,0.069468626,0.169161148,0.026939098,0.226424606,0.16805171,0.160984732,0.107158506,0.071811574,ERT,
sp|P14115|RL27A_MOUSE,60S ribosomal protein L27a,1,1,0.016412372,0.072184325,0.013190102,0.118732066,0.1471595,0.145805958,0.400875508,0.085640168,RIB,
sp|P15920|VPP2_MOUSE,V-type proton ATPase 116 kDa subunit a isoform 2 (multiple isoforms),1,1,0.043053115,0.311001674,0.038041589,0.37457812,0.155748992,0.058622557,0.018953953,0,PLM-END,
sp|O88512|AP1G2_MOUSE,AP-1 complex subunit gamma-like 2,1,1,0.029167494,0.21553364,0.067957621,0.405713372,0.131106974,0.051400011,0.067236076,0.031884811,PLM-GOL-END-VES,
sp|Q9WTX6|CUL1_MOUSE,Cullin-1,1,1,0.048153852,0.090776866,0.041754062,0.111421415,0.093317164,0.167193371,0.20843412,0.238949151,null,
sp|Q9Z266|SNAPN_MOUSE,SNARE-associated protein Snapin (multiple isoforms),1,1,0.098103491,0.187857742,0.15056994,0.282057096,0.133988949,0.064615529,0.039554618,0.043252635,#N/A,
sp|P54227|STMN1_MOUSE,Stathmin,1,1,0.051564216,0.051711956,0.012940145,0.019322592,0.011353429,0,0,0.853107662,CYT-SKE,
sp|Q8VDT9|RM50_MOUSE,"39S ribosomal protein L50, mitochondrial",1,1,0.025903005,0.042395871,0.011777474,0.098738282,0.41077731,0.303915594,0.09756188,0.008930584,MIT-RIB,
sp|Q9QZH6|ECSIT_MOUSE,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",1,1,0.060732296,0.101681481,0.019939874,0.167251474,0.300841129,0.24213802,0.07234348,0.035072246,MIT,
sp|Q8C1B7|SEP11_MOUSE,Septin-11 (multiple isoforms),1,1,0.040109726,0.068780869,0.016989586,0.128055705,0.130925745,0.155487427,0.376519191,0.083131751,null,
sp|Q8CCS6|PABP2_MOUSE,Polyadenylate-binding protein 2 (multiple isoforms),1,1,0.034727228,0.027948666,0,0.04378866,0.043307405,0.091389488,0.323138577,0.435699976,NUC,
sp|Q3TW96|UAP1L_MOUSE,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 (multiple isoforms),1,1,0.049264318,0.101451082,0.023284859,0.057512826,0.052811465,0.05782693,0.058403479,0.59944504,#N/A,
sp|Q9Z204|HNRPC_MOUSE,Heterogeneous nuclear ribonucleoproteins C1/C2 (multiple isoforms),1,1,0.026024247,0.055857375,0.004569655,0.05535736,0.056458596,0.167212219,0.532754789,0.101765759,NUC,
sp|Q5SW19|K0664_MOUSE,Protein KIAA0664 (multiple isoforms),1,1,0.034475264,0.045129325,0,0.083359895,0.082158468,0.12498279,0.455023907,0.17487035,#N/A,
sp|Q9Z1M8|RED_MOUSE,Protein Red,1,1,0.049423882,0.059081346,0.005990638,0.067273348,0.077081773,0.243532643,0.32469514,0.17292123,#N/A,
sp|Q08943|SSRP1_MOUSE,FACT complex subunit SSRP1 (multiple isoforms),1,1,0.02566282,0.052239787,0.012842232,0.106416252,0.096397007,0.362899359,0.141921353,0.20162119,NUC,
sp|P47758|SRPRB_MOUSE,Signal recognition particle receptor subunit beta,1,1,0.192410104,0.174162908,0.078992106,0.182914123,0.121781058,0.084893439,0,0.164846261,#N/A,
sp|Q6NZJ6|IF4G1_MOUSE,Eukaryotic translation initiation factor 4 gamma 1 (multiple isoforms),1,1,0.021658096,0.053229891,0,0.105907657,0.10493651,0.159402661,0.363302758,0.191562427,null,
sp|Q64674|SPEE_MOUSE,Spermidine synthase,1,1,0.061197354,0.078079538,0.024810185,0.064370836,0.037897685,0.066915726,0,0.666728674,null,
sp|Q6J1H4|UTF1_MOUSE,Undifferentiated embryonic cell transcription factor 1 (multiple isoforms),1,1,0.081276458,0.138888287,0.032710883,0.156812004,0.092999884,0.342084643,0.120404743,0.034823099,null,
sp|O08756|HCD2_MOUSE,3-hydroxyacyl-CoA dehydrogenase type-2,1,1,0.037470099,0.046338046,0.031290036,0.114899623,0.377783362,0.279676304,0.100776339,0.011766191,ERT-MIT,
sp|Q8CFA2|GCST_MOUSE,"Aminomethyltransferase, mitochondrial",1,1,0.023752135,0.045928535,0.007999781,0.10133579,0.414296114,0.309077055,0.094594511,0.00301608,MIT,
sp|Q8CHT0|AL4A1_MOUSE,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",1,1,0.040951254,0.051563413,0,0.098710692,0.413761688,0.301524537,0.093488416,0,MIT,
sp|Q91VT4|CBR4_MOUSE,Carbonyl reductase family member 4,1,1,0.024003677,0.056427349,0,0.119150961,0.389205688,0.309537714,0.101674612,0,MIT,
sp|Q8BI84|MIA3_MOUSE,Melanoma inhibitory activity protein 3 (multiple isoforms),1,1,0.049187824,0.120301904,0.068022103,0.305836674,0.248170898,0.165637075,0.042843522,0,ERT,
sp|P35282|RAB21_MOUSE,Ras-related protein Rab-21,1,1,0.053751014,0.214723744,0.018143799,0.279807097,0.18865078,0.183470026,0.026100783,0.035352758,ERT-GOL-END-VES,
sp|Q9CZX8|RS19_MOUSE,40S ribosomal protein S19,1,1,0.038413343,0.043207726,0.058011777,0.097370549,0.077666612,0.123174597,0.462485362,0.099670034,NUC-RIB,
sp|Q9CPQ1|COX6C_MOUSE,Cytochrome c oxidase subunit 6C,1,1,0.033262661,0.032197337,0.035866383,0.083313273,0.394214143,0.299753665,0.104921754,0.016470785,MIT,
sp|Q9R1C8|5HT6R_MOUSE,5-hydroxytryptamine receptor 6,1,1,0.06041192,0.058109304,0.015609041,0.096623433,0.112289491,0.119833501,0.399638234,0.137485077,PLM,
sp|Q9CYD3|CRTAP_MOUSE,Cartilage-associated protein,1,1,0.055984452,0.164104001,0.02387963,0.249827994,0.237691886,0.202683033,0.052951911,0.012877095,ECM,
sp|P58742|AAAS_MOUSE,Aladin,1,1,0.062054451,0.087415824,0.062648076,0.168240626,0.160640648,0.17381581,0.13343918,0.151745386,null,
sp|Q3TJZ6|FA98A_MOUSE,Protein FAM98A,1,1,0.032318956,0.057660405,0,0.107085363,0.126035881,0.155629894,0.442898382,0.07837112,null,
sp|Q8K4F5|ABHDB_MOUSE,Abhydrolase domain-containing protein 11,1,1,0.012721627,0.035529722,0,0.089364999,0.440332339,0.324389229,0.090459326,0.007202758,MIT,
sp|P24270|CATA_MOUSE,Catalase,1,1,0.119735967,0.09186431,0.032877294,0.110226457,0.106856992,0.177136424,0.214980227,0.146322328,#N/A,
sp|Q99JW2|ACY1_MOUSE,Aminoacylase-1,1,1,0.044553683,0.072284643,0,0.051007362,0.030485925,0.023099601,0.027100792,0.751467994,null,
tr|Q3TDH6|Q3TDH6_MOUSE,Putative uncharacterized protein,1,1,0,0.022627187,0.008059582,0.107666001,0.487270043,0.332818799,0.041558388,0,MIT,
sp|Q9D1R9|RL34_MOUSE,60S ribosomal protein L34,1,1,0.050554927,0.066598253,0.018712279,0.110599518,0.138354607,0.142593484,0.382858638,0.089728293,RIB,
sp|Q8VEE4|RFA1_MOUSE,Replication protein A 70 kDa DNA-binding subunit,1,1,0.029969969,0.061179337,0.006337321,0.063113366,0.065299314,0.185485536,0.047431914,0.541183243,#N/A,
sp|Q3TTY5|K22E_MOUSE,"Keratin, type II cytoskeletal 2 epidermal",1,1,0.318714277,0.113548027,0.021507545,0.082373621,0.20263233,0.094680863,0.067611739,0.098931599,null,
sp|Q80UM7|MOGS_MOUSE,Mannosyl-oligosaccharide glucosidase,1,1,0.038646377,0.094008683,0.09510255,0.217309431,0.230962546,0.190130276,0.077277394,0.056562744,ERT,
sp|Q9D9Z5|DDA1_MOUSE,DET1- and DDB1-associated protein 1,1,1,0.08841571,0.111371257,0.066545415,0.135963911,0.124661728,0.087272907,0.071254214,0.314514858,null,
sp|Q62418|DBNL_MOUSE,Drebrin-like protein (multiple isoforms),1,1,0.148968239,0.15462163,0.017459811,0.142189991,0.048711116,0.015690876,0.017989533,0.454368803,null,
sp|Q6KAR6|EXOC3_MOUSE,Exocyst complex component 3,1,1,0.10480815,0.095887385,0.019335966,0.106894056,0.364001132,0.238300031,0.07077328,0,#N/A,
sp|Q60668|HNRPD_MOUSE,Heterogeneous nuclear ribonucleoprotein D0 (multiple isoforms),1,1,0.054401613,0.052296095,0.024965501,0.088198719,0.099513496,0.166094641,0.343663222,0.170866712,NUC,
sp|Q8C2E7|STRUM_MOUSE,WASH complex subunit strumpellin (multiple isoforms),1,1,0.070759564,0.229626542,0.123841839,0.199313334,0.121559191,0.096251756,0.108723473,0.0499243,#N/A,
sp|O35465|FKBP8_MOUSE,Peptidyl-prolyl cis-trans isomerase FKBP8 (multiple isoforms),1,1,0.057072107,0.163549055,0,0.253412411,0.240414575,0.223759092,0.06179276,0,ERT-MIT,
tr|Q05CJ5|Q05CJ5_MOUSE,Atp2b1 protein (Fragment),1,1,0.112575668,0.158912699,0.118180274,0.235937664,0.184201784,0.126301731,0.040970269,0.022919909,PLM,
sp|Q05186|RCN1_MOUSE,Reticulocalbin-1,1,1,0.046616423,0.128884204,0.040840375,0.244530655,0.193066799,0.176783334,0.072308651,0.09696956,ERT,
sp|P15535|B4GT1_MOUSE,"Beta-1,4-galactosyltransferase 1 (multiple isoforms)",1,1,0.032314829,0.165403453,0.078052603,0.343538194,0.240396976,0.116029588,0.024264357,0,GOL-ECM,
sp|P19324|SERPH_MOUSE,Serpin H1,1,1,0.088325173,0.133224346,0.033017723,0.239630616,0.238931517,0.207064052,0.055090062,0.00471651,ERT,
sp|P52624|UPP1_MOUSE,Uridine phosphorylase 1,1,1,0.037353809,0.061400402,0.006310136,0.032509305,0.01238334,0.012899443,0.011438878,0.825704688,null,CYT
sp|O70194|EIF3D_MOUSE,Eukaryotic translation initiation factor 3 subunit D,1,1,0.039579079,0.052804116,0.021564754,0.087271499,0.082628332,0.105848406,0.317335527,0.292968286,COM,
sp|Q99JY9|ARP3_MOUSE,Actin-related protein 3,1,1,0.145909388,0.119342453,0.053065919,0.158695846,0.090790636,0.105675678,0.212431582,0.114088498,null,
sp|Q60864|STIP1_MOUSE,Stress-induced-phosphoprotein 1,1,1,0.017367805,0.025464636,0.008372377,0.031399644,0,0.012447026,0.009519555,0.895428958,NUC-CYT,
sp|Q60520|SIN3A_MOUSE,Paired amphipathic helix protein Sin3a (multiple isoforms),1,1,0.012578849,0.030356278,0.021089506,0.056296615,0.062320006,0.438272291,0.301832514,0.07725394,NUC,
sp|P35601|RFC1_MOUSE,Replication factor C subunit 1 (multiple isoforms),1,1,0.052371914,0.056095766,0.016544303,0.09357849,0.0749069,0.439840926,0.194327871,0.07233383,NUC,
sp|Q8R081|HNRPL_MOUSE,Heterogeneous nuclear ribonucleoprotein L,1,1,0.016343458,0.01971407,0.007686492,0.029913358,0.037637933,0.133248985,0.612427967,0.143027737,#N/A,
sp|Q9JMH9|MY18A_MOUSE,Myosin-XVIIIa (multiple isoforms),1,1,0.061939752,0.073025576,0.012154926,0.129812369,0.214590577,0.384705602,0.103031791,0.020739408,ERG,
sp|Q00PI9|HNRL2_MOUSE,Heterogeneous nuclear ribonucleoprotein U-like protein 2,1,1,0.022741445,0.03330004,0,0.058983452,0.08317897,0.176713898,0.370246956,0.254835239,NUC,
sp|Q9WTP2|SPY4_MOUSE,Protein sprouty homolog 4,1,1,0.216890237,0.215262645,0.145353061,0.220962443,0.114077144,0.068751887,0.018702582,0,null,
sp|Q9R0U0|SRS10_MOUSE,Serine/arginine-rich splicing factor 10 (multiple isoforms),1,1,0,0.045011699,0,0.065295405,0.090048778,0.197577833,0.462821137,0.139245147,NUC,
sp|P50396|GDIA_MOUSE,Rab GDP dissociation inhibitor alpha,1,1,0.081789686,0.105616952,0.046490674,0.075593683,0.038832178,0.022206888,0.01700675,0.612463189,null,
sp|Q9Z0F8|ADA17_MOUSE,Disintegrin and metalloproteinase domain-containing protein 17 (multiple isoforms),1,1,0.265537725,0.178155176,0.092522233,0.140886096,0.121892572,0.11374738,0.051669249,0.03558957,ECM,
sp|P62071|RRAS2_MOUSE,Ras-related protein R-Ras2,1,1,0.291882286,0.212723544,0.057784032,0.162050208,0.088660511,0.078649264,0.075624869,0.032625286,PLM,
sp|P53996|CNBP_MOUSE,Cellular nucleic acid-binding protein (multiple isoforms),1,1,0.08984476,0.062156761,0.035837177,0.096154239,0.087169736,0.154996794,0.242716348,0.231124186,ERT-NUC-CYT,
sp|Q8BWY3|ERF1_MOUSE,Eukaryotic peptide chain release factor subunit 1,1,1,0.080328039,0.098364228,0.046937619,0.136085585,0.14734386,0.172654357,0.261872316,0.056413996,null,
sp|Q8R361|RFIP5_MOUSE,Rab11 family-interacting protein 5,1,1,0.204834705,0.203024274,0.094210351,0.171616126,0.104540486,0.11156153,0.073633056,0.036579472,#N/A,
sp|Q3UMB9|WAHS7_MOUSE,WASH complex subunit 7,1,1,0.053303241,0.197578338,0.057842942,0.371250985,0.145239118,0.082387417,0.06678201,0.025615949,null,
sp|Q9R0K7|AT2B2_MOUSE,Plasma membrane calcium-transporting ATPase 2,1,1,0.344826558,0.218213013,0.024525347,0.157757116,0.143153699,0.091606808,0.019917459,0,PLM-ERT,
sp|P57784|RU2A_MOUSE,U2 small nuclear ribonucleoprotein A',1,1,0.03560684,0.045349941,0.028423544,0.06417515,0.108608253,0.142844062,0.36388462,0.21110759,NUC,
sp|P58022|LOXL2_MOUSE,Lysyl oxidase homolog 2 (multiple isoforms),1,1,0.081816509,0.149996376,0.037824529,0.314087894,0.236319348,0.179955345,0,0,#N/A,
tr|A2ANY6|A2ANY6_MOUSE,Midasin,1,1,0,0.054339612,0,0.084484149,0.077200199,0.16809187,0.394552367,0.221331803,#N/A,
sp|Q64433|CH10_MOUSE,"10 kDa heat shock protein, mitochondrial",1,1,0.023151173,0.032740269,0.027083304,0.095371147,0.405118359,0.288061602,0.096801622,0.031672524,MIT,
sp|Q60737|CSK21_MOUSE,Casein kinase II subunit alpha,1,1,0.100513946,0.124350482,0.035250313,0.10653408,0.066284462,0.110798622,0.135375456,0.320892639,#N/A,
sp|Q9DBH5|LMAN2_MOUSE,Vesicular integral-membrane protein VIP36,1,1,0.023370763,0.112582561,0.021335786,0.275479544,0.229777395,0.194908387,0.058362666,0.084182898,GOL,
sp|P07214|SPRC_MOUSE,SPARC,1,1,0.106840525,0.186241093,0.073467091,0.269083252,0.186286919,0.126279128,0.051801993,0,ECM,
tr|Q8BVF6|Q8BVF6_MOUSE,Putative uncharacterized protein,1,1,0.375753476,0.175426501,0.031636533,0.177372363,0.111115589,0.060658693,0.043283356,0.024753489,null,
sp|Q3UFK8|FRMD8_MOUSE,FERM domain-containing protein 8,1,1,0.388935838,0.292049653,0.024998379,0.164148045,0.072266056,0.03372339,0,0.023878638,#N/A,
sp|Q3UA06|TRP13_MOUSE,Thyroid receptor-interacting protein 13,1,1,0.020257254,0.104636641,0,0.088098114,0.023866904,0.049119033,0.028543385,0.685478668,NUC,
sp|Q80U70|SUZ12_MOUSE,Polycomb protein Suz12,1,1,0.035411676,0.050121223,0.025403452,0.058227881,0.085161685,0.591780767,0.052861942,0.101031374,null,
sp|P21956|MFGM_MOUSE,Lactadherin (multiple isoforms),1,1,0.132039325,0.257543875,0.046134762,0.267483286,0.133484405,0.091431003,0.047938559,0.023944786,PLM-ECM,
sp|Q9CWZ7|SNAG_MOUSE,Gamma-soluble NSF attachment protein,1,1,0.149805653,0.239974763,0.038303297,0.273420628,0.127514466,0.088253702,0.049069985,0.033657505,null,
sp|Q91YJ2|SNX4_MOUSE,Sorting nexin-4,1,1,0.07900129,0.212072251,0.1104839,0.347920519,0.104372153,0.047642009,0.04048996,0.058017917,END-SKE,
sp|Q64012|RALY_MOUSE,RNA-binding protein Raly (multiple isoforms),1,1,0.054220909,0.070539453,0.028927563,0.120176224,0.132044502,0.183786826,0.322460839,0.087843684,#N/A,
sp|P62317|SMD2_MOUSE,Small nuclear ribonucleoprotein Sm D2,1,1,0.062343395,0.090541699,0,0.066723764,0.048988769,0.120782556,0.364572156,0.246047662,NUC,
sp|P97807|FUMH_MOUSE,"Fumarate hydratase, mitochondrial (multiple isoforms)",1,1,0.023250373,0.046988029,0.009847452,0.096686939,0.378608518,0.287354511,0.122751022,0.034513156,MIT-COM,
sp|Q3U9G9|LBR_MOUSE,Lamin-B receptor,1,1,0.021959974,0.071716313,0.03165212,0.136533601,0.116288275,0.433573989,0.156788346,0.031487381,NUC,
sp|O08547|SC22B_MOUSE,Vesicle-trafficking protein SEC22b,1,1,0.082602336,0.131815594,0.021785845,0.267554499,0.226263533,0.22448319,0.040503181,0.004991821,ERT-GOL-ERG-MEL,
sp|Q9JMH6|TRXR1_MOUSE,"Thioredoxin reductase 1, cytoplasmic (multiple isoforms)",1,1,0.035126663,0.05489005,0.004894124,0.041557721,0.016751935,0.015791346,0.013561888,0.817426274,MIT-NUC-CYT,
sp|Q8BFZ3|ACTBL_MOUSE,Beta-actin-like protein 2,1,1,0.05503955,0.17666162,0.061870868,0.205393914,0.093978594,0.125123825,0.054510664,0.227420966,SKE,
sp|O70503|DHB12_MOUSE,Estradiol 17-beta-dehydrogenase 12 (multiple isoforms),1,1,0.10091309,0.158616202,0.0623117,0.274651551,0.200532293,0.161278807,0.041696357,0,ERT,
sp|Q9JM76|ARPC3_MOUSE,Actin-related protein 2/3 complex subunit 3,1,1,0.079506476,0.12555169,0.016864799,0.139353101,0.116345015,0.1394633,0.251463417,0.131452202,null,
sp|Q9CQV1|TIM16_MOUSE,Mitochondrial import inner membrane translocase subunit TIM16,1,1,0.07845555,0.07842363,0.025500146,0.11240323,0.269957209,0.231655336,0.138476095,0.065128804,MIT,
sp|Q9EQQ2|YIPF5_MOUSE,Protein YIPF5,1,1,0.04302604,0.09341705,0,0.15569031,0.182397363,0.271883971,0.141035904,0.11254936,ERT-GOL-VES,
sp|P52825|CPT2_MOUSE,"Carnitine O-palmitoyltransferase 2, mitochondrial",1,1,0.04135742,0.067841092,0.026412243,0.113404207,0.407297113,0.215045411,0.093759314,0.034883199,MIT,
sp|Q921S7|RM37_MOUSE,"39S ribosomal protein L37, mitochondrial",1,1,0.037281593,0.047132431,0.018550348,0.090012879,0.402550882,0.276912762,0.1139618,0.013597306,MIT-RIB,
sp|Q8BGD9|IF4B_MOUSE,Eukaryotic translation initiation factor 4B,1,1,0.056522145,0.041320802,0.012838174,0.057711605,0.069263973,0.096689579,0.220869874,0.444783847,null,
sp|Q8VC65|NRM_MOUSE,Nurim,1,1,0.044909573,0.117930658,0,0.157476445,0.149818189,0.448801111,0.081064024,0,#N/A,
tr|Q1MWP8|Q1MWP8_MOUSE,EH-domain containing 4-KJR (Fragment),1,1,0.113450203,0.278977061,0.058949683,0.209261592,0.092629662,0.124813497,0.096174806,0.025743495,null,
sp|Q64133|AOFA_MOUSE,Amine oxidase [flavin-containing] A,1,1,0.016683203,0.041896591,0.034933803,0.101235704,0.331104335,0.293786057,0.150667455,0.029692852,MIT,
sp|Q99P31|HPBP1_MOUSE,Hsp70-binding protein 1,1,1,0.062934995,0.064202596,0.024708107,0.065203872,0.050561323,0.057511676,0.118956317,0.555921117,#N/A,
sp|O35114|SCRB2_MOUSE,Lysosome membrane protein 2,1,1,0.089489147,0.291549691,0.014499891,0.338896844,0.162546821,0.065817381,0.025922736,0.011277488,LYS,
sp|Q8BYU6|TOIP2_MOUSE,Torsin-1A-interacting protein 2,1,1,0.108527703,0.187573932,0.050959884,0.282438499,0.176054762,0.132244243,0.047483377,0.014717601,ERT,
sp|Q9D620|RFIP1_MOUSE,Rab11 family-interacting protein 1,1,1,0.234013534,0.271383202,0.113838374,0.164385594,0.104974233,0.069876512,0.041528551,0,#N/A,
sp|Q9DBX3|SUSD2_MOUSE,Sushi domain-containing protein 2 (multiple isoforms),1,1,0.162824065,0.252670714,0.025329481,0.231628395,0.136074588,0.071081447,0.045206083,0.075185227,null,
sp|Q9QYM8|CENPH_MOUSE,Centromere protein H,1,1,0.050460294,0.266299291,0.086598701,0.382155847,0.135635331,0.053184178,0.020617401,0.005048956,NUC,
sp|Q91YU8|SSF1_MOUSE,Suppressor of SWI4 1 homolog,1,1,0.059933892,0.113177572,0.051978191,0.104338199,0.146076285,0.17721548,0.171006008,0.176274373,NUC,
sp|Q9CQ56|USE1_MOUSE,Vesicle transport protein USE1 (multiple isoforms),1,1,0.035573929,0.127973517,0.07114844,0.287428822,0.213405948,0.182112861,0.060587455,0.021769028,ERT,
sp|Q91YH5|ATLA3_MOUSE,Atlastin-3 (multiple isoforms),1,1,0.017495032,0.112573124,0.036892717,0.294514721,0.266040049,0.213908483,0.058575876,0,ERT,
sp|Q99MR6|SRRT_MOUSE,Serrate RNA effector molecule homolog (multiple isoforms),1,1,0.025092853,0.045018816,0.009302706,0.042581224,0.05243305,0.207217876,0.145254321,0.473099154,NUC,
sp|Q99JB2|STML2_MOUSE,Stomatin-like protein 2,1,1,0.030176301,0.042908856,0,0.102008936,0.435523144,0.294091019,0.095291744,0,MIT-SKE,
sp|P56399|UBP5_MOUSE,Ubiquitin carboxyl-terminal hydrolase 5,1,1,0.047322398,0.083563285,0,0.075595123,0.029851745,0.031501966,0.022361287,0.709804196,null,
tr|E9QK83|E9QK83_MOUSE,Uncharacterized protein,1,1,0.024541933,0.056104686,0.008729441,0.070894931,0.075629916,0.187103124,0.445696871,0.131299098,#N/A,
sp|A2A432|CUL4B_MOUSE,Cullin-4B (multiple isoforms),1,1,0.007585477,0.032098772,0.013061495,0.060411611,0.06441043,0.247979642,0.23559672,0.338855853,NUC,
sp|P32067|LA_MOUSE,Lupus La protein homolog,1,1,0.078001228,0.072507642,0.026778611,0.075427493,0.066645746,0.065224865,0.206956541,0.408457875,NUC,
sp|Q9CYL5|GAPR1_MOUSE,Golgi-associated plant pathogenesis-related protein 1,1,1,0.387451723,0.210000222,0.100116257,0.159381574,0.082552949,0.040242161,0.014679017,0.005576097,GOL-ECM,
sp|Q60930|VDAC2_MOUSE,Voltage-dependent anion-selective channel protein 2,1,1,0.02087514,0.06156926,0.00458268,0.120750101,0.358857631,0.334288179,0.094846728,0.004230281,MIT,
sp|Q8QZS1|HIBCH_MOUSE,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",1,1,0.032513554,0.052140698,0,0.09714599,0.390678375,0.333651067,0.052735303,0.041135013,MIT,
sp|O09005|DEGS1_MOUSE,Sphingolipid delta(4)-desaturase DES1,1,1,0.097235567,0.142752362,0.069440322,0.219106735,0.189615634,0.170523466,0.090679254,0.02064666,ERT,
sp|Q8BH43|WASF2_MOUSE,Wiskott-Aldrich syndrome protein family member 2,1,1,0.245671697,0.221327707,0.083432715,0.167196562,0.069774187,0.049187194,0.11214856,0.051261378,END-SKE,
sp|P40142|TKT_MOUSE,Transketolase,1,1,0.017905092,0.030483916,0,0.041440581,0.039212522,0.068600625,0.129507998,0.672849265,null,
sp|Q61937|NPM_MOUSE,Nucleophosmin,1,1,0.055866963,0.057334962,0.032310542,0.107443967,0.094703085,0.09436714,0.20028643,0.35768691,NUC-CYT-SKE-RIB,
sp|P48962|ADT1_MOUSE,ADP/ATP translocase 1,1,1,0,0.025932133,0.009636005,0.088396575,0.448734773,0.324366243,0.102934271,0,MIT,
sp|P09242|PPBT_MOUSE,"Alkaline phosphatase, tissue-nonspecific isozyme",1,1,0.323048318,0.303963567,0.055181785,0.188823713,0.079471317,0.03402049,0.012947147,0.002543663,PLM,
sp|Q91VE0|S27A4_MOUSE,Long-chain fatty acid transport protein 4,1,1,0.095718492,0.186791856,0.02717431,0.246789757,0.182599907,0.193660488,0.047090102,0.020175088,ERT,
sp|P60122|RUVB1_MOUSE,RuvB-like 1,1,1,0.04022616,0.057970993,0.01314399,0.074276015,0.071429492,0.225046135,0.175100652,0.342806563,null,
sp|P61027|RAB10_MOUSE,Ras-related protein Rab-10,1,1,0.164796411,0.201613424,0.081577641,0.230272097,0.143849958,0.119439745,0.028999719,0.029451004,PLM-GOL,
sp|Q9D0D4|DIMT1_MOUSE,Probable dimethyladenosine transferase,1,1,0.026201603,0.053711096,0.021725064,0.078899877,0.090953468,0.135755806,0.480431883,0.112321204,#N/A,
sp|P62259|1433E_MOUSE,14-3-3 protein epsilon,1,1,0.130493929,0.140180565,0.081111921,0.125186683,0.1222158,0.071701226,0.086845015,0.242264861,MIT-MEL,
sp|Q9WTM5|RUVB2_MOUSE,RuvB-like 2,1,1,0.063780906,0.062816444,0.042140892,0.094033491,0.09968321,0.224448905,0.194350235,0.218745917,null,
sp|P48771|CX7A2_MOUSE,"Cytochrome c oxidase subunit 7A2, mitochondrial",1,1,0.042367472,0.071279921,0.053169409,0.13630971,0.27714185,0.230160398,0.118286384,0.071284857,MIT,
sp|P27612|PLAP_MOUSE,Phospholipase A-2-activating protein,1,1,0.042613708,0.040425338,0.012891661,0.044170004,0.029563009,0.034819612,0.035420847,0.76009582,null,
sp|Q91VR2|ATPG_MOUSE,"ATP synthase subunit gamma, mitochondrial",1,1,0.02274823,0.04274544,0.009197265,0.106675502,0.422001009,0.310057034,0.082531431,0.004044089,COM,
sp|Q8R5J9|PRAF3_MOUSE,PRA1 family protein 3,1,1,0.016330474,0.106418747,0.166765232,0.27321773,0.210940286,0.186973086,0.039354444,0,ERT-SKE,
sp|P63276|RS17_MOUSE,40S ribosomal protein S17,1,1,0.060767279,0.058031079,0.019354517,0.106645976,0.10286666,0.11031655,0.375181706,0.166836232,RIB,
sp|O88544|CSN4_MOUSE,COP9 signalosome complex subunit 4,1,1,0.039382221,0.070857634,0.038682964,0.059856865,0,0.050902192,0.101324919,0.638993205,#N/A,
sp|Q9Z108|STAU1_MOUSE,Double-stranded RNA-binding protein Staufen homolog 1,1,1,0.072976747,0.04479232,0.037244977,0.11080086,0.108183276,0.136534124,0.406273219,0.083194477,ERT,
sp|Q9R1P4|PSA1_MOUSE,Proteasome subunit alpha type-1,1,1,0.050927831,0.043661354,0.007400494,0.036739264,0.023764508,0.026145847,0.060864171,0.750496529,NUC-PSO,
sp|Q78IK2|USMG5_MOUSE,Up-regulated during skeletal muscle growth protein 5,1,1,0.021778289,0.042572106,0.009901035,0.147073257,0.410605526,0.307883956,0.060185831,0,#N/A,
sp|Q8BGD5|CPT1C_MOUSE,"Carnitine O-palmitoyltransferase 1, brain isoform",1,1,0.074754048,0.150938484,0.038398178,0.170306502,0.156763594,0.192670466,0.131635835,0.084532892,MIT,
sp|Q9CR62|M2OM_MOUSE,Mitochondrial 2-oxoglutarate/malate carrier protein,1,1,0.016217527,0.033624637,0.007607624,0.10854258,0.438268228,0.305275224,0.090464179,0,MIT,
sp|P09803|CADH1_MOUSE,Cadherin-1,1,1,0.274430785,0.263748876,0.024701972,0.224684869,0.119992936,0.054240836,0.021947454,0.016252272,PLM,
sp|Q9D4H1|EXOC2_MOUSE,Exocyst complex component 2,1,1,0.092581449,0.202287059,0.029897142,0.21493184,0.185742374,0.14344037,0.10762345,0.023496316,null,
sp|O08784|TCOF_MOUSE,Treacle protein,1,1,0.044643808,0.076425707,0.014917474,0.067962736,0.090619469,0.209444229,0.313544471,0.182442106,NUC,
