IPI,UniProt,Name,Log[Intensity],NumPeptides,Mito,ER,Golgi,ERGDV,EE,RE/TGN,PM,PS,Cyto,Notes
IPI00130489,Q6PHN9,"RIKEN cDNA 9530019H02 ",4.18941935969922,2,,Probably,,,,Probably,Probably,,,"Membrane traffic"
IPI00130530,Q91Z53,"Glyoxylate reductase/hydroxypyruvate reductase ",4.61581794420861,5,,,,,,,,,Probably,"No annotated location"
IPI00130535,P53395,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor ",3.759332028,4,Yes,,,,,,,,,
IPI00130589,P08228,"superoxide dismutase 1, soluble ",5.04076951298614,5,,,,,,,,Probably,Yes,
IPI00130640,P52760,"Ribonuclease UK114 ",5.77942023824403,5,,,,,,,,,Probably,"No annotation location"
IPI00130670,Q9Z1Z2,"Serine-threonine kinase receptor-associated protein ",3.46500714314483,2,,,,,,,Yes,,,"Interacts with PM receptors"
IPI00130714,Q8CGK0,"RIKEN cDNA A230046K03 gene ",3.4040602605685,3,,,,Probably,,Probably,,,,"No annotated location"
IPI00130758,O89051,"Integral membrane protein 2B ",3.48942953579318,2,,,,,,,Yes,,,
IPI00130804,O35459,"Delta3,5-delta2,4-dienoyl-CoA isomerase, mitochondrial precursor ",3.906240154,1,Yes,,,,,,,,,
IPI00130833,O35465,"38 kDa FK-506 binding protein homolog ",3.54693078553411,3,,Yes,,,,,,,,
IPI00130840,O89079,"Coatomer epsilon subunit ",3.99162890954322,5,,,,Yes,Yes,Yes,No,,,
IPI00130924,O35488,"Very-long-chain acyl-CoA synthetase ",5.20397474955427,5,,Probably,,,,Probably,Probably,,,"Membrane protein"
IPI00130950,O35490,"Betaine--homocysteine S-methyltransferase ",5.82848780179362,5,,,,,,Probably,,,,
IPI00130985,O88451,"Short-chain dehydrogenase CRAD2 ",5.04014722912468,5,,Yes,,Yes,,Probably,Probably,,,"Secretory pathway. Bulk endocytosis?"
IPI00131091,P01029,"Complement C4 precursor ",3.88051491540081,5,,Yes,,,,,Yes,,,
IPI00131176,P00405,"Cytochrome c oxidase polypeptide II ",4.92358583570587,4,Yes,,,,,No,,,,
IPI00131177,Q8CGJ3,"Leucine zipper-EF-hand containing transmembrane protein 1 ",3.780688593,2,Yes,,,,,,,,,
IPI00131183,Q9Z2I9,"Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor ",5.036092001,5,Yes,,,,,,,,,
IPI00131357,P62267,"40S ribosomal protein S23 ",4.72324130632504,4,,,,,,Co-migrating,Co-migrating,,,
IPI00131366,Q9Z331,"Keratin 6 beta ",4.43856570625674,5,Probably,,,,,,Probably,,,Cytoskeleton
IPI00131368,Q9Z332,"Keratin 6 alpha ",4.38029674586828,5,Probably,,,Probably,,,Probably,,,Cytoskeleton
IPI00131406,Q9Z2U0,"Proteasome subunit alpha type 7 ",4.551077201786,5,,,,,,,,Yes,,
IPI00131407,Q9Z2U1,"Proteasome subunit alpha type 5 ",4.43924711535047,5,,,,,,,,Yes,Yes,
IPI00131424,P52825,"Carnitine O-palmitoyltransferase II, mitochondrial precursor ",3.749212925,3,Yes,,,,,,,,,
IPI00131438,Q9Z2V4,"Phosphoenolpyruvate carboxykinase, cytosolic ",4.8991776256302,5,,,,,,,,,Yes,
IPI00131459,P15532,"Nucleoside diphosphate kinase A ",4.99895587989287,5,,,,,,,,Probably,Yes,
IPI00131464,P15535,"Beta-1,4-galactosyltransferase 1 ",3.30448297532218,3,,,Yes,Yes,,,,,,
IPI00131478,P52840,"Aryl sulfotransferase ",4.09893961569068,5,,,,,,,,Probably,Yes,
IPI00131508,Q9Z2X1,"RIKEN cDNA 4833420I20 ",3.93162177113772,3,,,Probably,,,Probably,Probably,,Yes,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-62"
IPI00131548,Q9Z2Y8,"Proline synthetase co-transcribed bacterial homolog protein ",4.15043492891849,1,,,,,,,,,Probably,"No annotated location"
IPI00131695,P07724,"Serum albumin precursor ",6.24551610632104,5,,,Yes,Yes,,Yes,Yes,,No,"Secretory pathway. Bulk endocytosis"
IPI00131771,Q9CPQ1,"cytochrome c oxidase, subunit VIc ",3.310768426,1,Yes,,,,,,,,,
IPI00131803,,"Ensembl_locations(Chr-bp):10-29920645 ",4.71858822061705,5,,,,,,,,,Probably,
IPI00131814,O88533,"Aromatic-L-amino-acid decarboxylase ",3.85382687836579,5,,,,,,,,,Yes,
IPI00131845,Q9QUM9,"Proteasome subunit alpha type 6 ",4.75727144873299,5,,,,,,,,Yes,,
IPI00131871,O88544,"COP9 complex subunit 4 ",3.35668048539079,3,,,,,,,,,Yes,
IPI00131974,O88560,"Fatty acid transport protein 2 ",5.20397474955427,5,,Yes,,,,Probably,Probably,,,"Secretory pathway. Associated with plasma membrane? Endocytosed?"
IPI00132039,Q9D060,"mitochondrial carrier homolog 2, full insert sequence ",3.687593181,2,Yes,,,,,,,,,
IPI00132042,Q9D051,"Pyruvate dehydrogenase E1 component beta subunit, mitochondrial precursor ",4.033452407,5,Yes,,,,,,,,,
IPI00132050,Q9CQ54,"NADH-ubiquinone oxidoreductase subunit B14.5b ",3.26864814,1,Yes,,,,,,,,,
IPI00132089,Q9QUR6,"Prolyl endopeptidase ",3.91406568527146,3,,,,,,,,,Yes,
IPI00132096,Q9CQ65,"S-methyl-5-thioadenosine phosphorylase ",3.66403284489535,2,,,,,,,,,Yes,
IPI00132194,P31230,"Multisynthetase complex auxiliary component p43 ",4.13414423608208,3,,,,,,,,,Yes,
IPI00132208,P54102,"DnaJ homolog subfamily A member 1 ",4.19189815417802,5,,Yes,,Yes,,,,,,
IPI00132217,Q9CQ92,"Tetratricopeptide repeat protein 11 ",3.47666434856817,1,Yes,No,,No,,,,,,
IPI00132250,P60229,"Eukaryotic translation initiation factor 3 subunit 6 ",4.80778373160244,5,,,,,,,,,Yes,"Associating with membranes?"
IPI00132314,Q02819,"Nucleobindin 1 precursor ",3.97554643189368,5,,,,Yes,,,,,,
IPI00132347,Q9D855,"UBIQUINOL-CYTOCHROME C REDUCTASE BINDING PROTEIN homolog ",4.240399324,3,Yes,,,,,,,,,
IPI00132388,Q9CVI6,"unknown EST, full insert sequence ",3.50643820840427,3,,,,,,,Probably,,,"No annotated location"
IPI00132444,Q9CQE1,"NipSnap3B protein ",3.48672706,1,Yes,,,,,,,,,
IPI00132456,Q9CQE8,"Protein C14orf166 homolog ",4.02090133957722,5,,Probably,,Probably,,Yes,,,,Perinuclear
IPI00132475,Q9D0F3,"ERGIC-53 protein precursor ",4.3665655265947,5,,Yes,,Yes,No,,,,,
IPI00132490,Q9CQF9,"CHLORIDE ION PUMP-ASSOCIATED 55 kDa PROTEIN homolog ",3.79380708353687,5,,No,,,,Yes,,,,Lysosomal
IPI00132493,P45700,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA ",3.91386166700764,5,,,Yes,Yes,,,,,,
IPI00132531,Q9CQH3,"NADH-ubiquinone oxidoreductase SGDH subunit, mitochondrial precursor ",4.09596433955835,1,Yes,,,,,,,,No,
IPI00132539,Q9CQH7,"RIKEN cDNA 5730434I03 gene ",3.64960186003406,3,,Probably,,,,Probably,,,,"No annotated location"
IPI00132604,O35609,"Secretory carrier-associated membrane protein 3 ",4.28634994456963,5,,,,,Yes,Yes,,Probably,Yes,
IPI00132623,Q9CQJ8,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9 ",2.398136436,5,Yes,,,,,,,,,
IPI00132655,Q9D0K4,"DIHYDROPTERIDINE REDUCTASE ",4.94813739630301,5,,,,,,,,,Probably,"No annotated localization"
IPI00132685,O35623,"BET1 homolog ",3.52654255084368,1,,,,Yes,,,,,,
IPI00132728,Q9D0M3,"Cytochrome c1, heme protein, mitochondrial precursor ",4.173142202,4,Yes,,,,,,,,,
IPI00132762,Q9CQN1,"Heat shock protein 75 kDa, mitochondrial precursor ",4.020453911,4,Yes,,,,,,,,,
IPI00132874,O35678,"Monoglyceride lipase ",6.10985994968762,1,,,,,,,,,Probably,"No annotated location"
IPI00132950,Q9CQR2,"40S ribosomal protein S21 ",4.41140620509178,5,,,,,,,Co-migrating,,,
IPI00132966,Q9CR16,"peptidylprolyl isomerase D ",3.61392746262582,5,,,,,,,,,Yes,
IPI00133006,Q9CR21,"Acyl carrier protein, mitochondrial precursor ",4.072091458,1,Yes,,,,,,,,,
IPI00133025,Q9CR27,"PROTEIN AD-016 ",3.66247327516727,2,,,Probably,Probably,Probably,Probably,,,,"No annotated location"
IPI00133030,Q9CQS8,"Sec61 beta subunit ",3.83342761172418,2,,Yes,,,,,,,,
IPI00133034,Q9D0S9,"HIT-17kDa ",4.327159753,3,Yes,,,,,,,,,
IPI00133066,Q9CQT4,"proteasome ",4.58788881900298,5,,,,,,,,,Yes,
IPI00133122,Q9CR44,"MITOCHONDRIAL 39S RIBOSOMAL PROTEIN L50, similar to",2.91112279543937,1,,,,No,,,,,,
IPI00133234,Q9CR67,"DB83 protein ",3.016978924,2,Probably,,,,,,,,,"Integral membrane protein"
IPI00133240,Q9CR68,"UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT, MITOCHONDRIAL ",3.760311019,1,Yes,,,,,,,,,
IPI00133243,Q9CQW9,"INTERFERON-INDUCIBLE PROTEIN homolog ",3.85888500099497,3,,,,,,Yes,Probably,,,"Cytoplasmic vesicles"
IPI00133249,Q64310,"Surfeit locus protein 4 ",4.30254226247132,2,,Yes,,,,No,No,,,
IPI00133284,Q9D172,"ES1 PROTEIN HOMOLOG, MITOCHONDRIAL ",4.11608539,2,Yes,,,,,,,,,
IPI00133399,Q9CQZ5,"NADH-ubiquinone oxidoreductase B14 subunit ",3.53403081,2,Yes,,,,,,,,,
IPI00133403,Q9CQZ6,"NADH-ubiquinone oxidoreductase B12 subunit ",3.800887482,1,Yes,,,,,,,,,
IPI00133440,P24142,"Prohibitin ",4.211728362,5,Yes,,,,,,,,,
IPI00133456,Q64374,"Ensembl_locations(Chr-bp):X-19103034 Senescence marker protein-30 ",5.95017970620581,5,,,,,,,,Probably,Yes,
IPI00133528,Q9CRA5,"Golgi phosphoprotein 3 ",3.21424577486064,5,,,Yes,Yes,,,Probably,,,"Cytoplasmic localization"
IPI00133549,P16331,"Phenylalanine-4-hydroxylase ",5.30490074519809,5,,,,,,,,,Probably,
IPI00133551,Q9CRB3,"RIKEN cDNA 2810420C16 ",4.32332338540755,3,,,,,,,,,No,
IPI00133580,Q9CRC1,"fructose-bisphosphate aldolase ",4.46640615395432,2,,,,,,Probably,,,Yes,Membrane-associated?
IPI00133605,P53657,"Pyruvate kinase, isozymes R/L ",4.5372958274197,5,,,Probably,Probably,,,Probably,,Yes,Cytoplasmic
IPI00133615,Q9D1D4,"INTEGRAL MEMBRANE PROTEIN, TMP21-I ",3.89538968991392,5,,Probably,,Yes,,,,,,
IPI00133690,P23591,"GDP-L-fucose synthetase ",3.55053374035098,2,,,,,,,,,Probably,
IPI00133706,Q9D1G1,"Ras-related protein Rab-1B ",4.55039477714497,5,,,,Yes,,,,,,
IPI00133776,Q9D1I5,"Methylmalonyl-CoA epimerase, mitochondrial precursor ",3.861738074,1,Yes,,,,,,,,,
IPI00133903,P38647,"Stress-70 protein, mitochondrial precursor ",4.598715444,5,Yes,,,,,,,,,
IPI00133916,O35737,"Heterogeneous nuclear ribonucleoprotein H ",3.74618466829134,2,,,Probably,,Probably,,Probably,,Yes,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-63"
IPI00133920,Q9D1M0,"SEC13 related gene ",4.07220671745596,3,,,,Probably,,Probably,Probably,,,"Membrane trafficking"
IPI00133948,P45878,"FK506-binding protein 2 precursor ",3.93293805439187,3,,,,Yes,,,,,,
IPI00134131,P32020,"Nonspecific lipid-transfer protein, mitochondrial precursor ",5.221729374,5,Yes,,,,,,,,,
IPI00134135,Q9D358,"acid phosphatase 1, soluble ",3.80064333807356,3,,,,,,,,,Yes,
IPI00134371,Q62095,"DBY protein ",4.646159932796,5,,,,Probably,,No,,,,"RNA helicase - translation?"
IPI00134378,XP_128959,"RIKEN cDNA 3930401E15 ",4.03952921728173,2,,Probably,,Probably,,,,,,"No annotated location"
IPI00134475,Q64442,"Sorbitol dehydrogenase ",5.36843501221597,5,,,,,,,,,Yes,
IPI00134503,Q64458,"Cytochrome P450 2C29 ",4.90000301271448,5,,Yes,,,,,,,,
IPI00134519,Q64464,"Cytochrome P450 3A13 ",4.23266021016506,5,,Yes,,,,,,,,
IPI00134549,P17047,"Lysosome-associated membrane glycoprotein 2 precursor ",4.27739854895399,5,,,,,,Yes,,,,
IPI00134599,P17073,"40S ribosomal protein S3 ",5.11969252137887,5,,Yes,,Yes,,,,,,
IPI00134621,P17080,"GTP-binding nuclear protein Ran ",4.0644133689841,5,,,,,,,Probably,,Yes,"Can be cytoplasmic"
IPI00134686,Q9D2C7,"Testis enhanced gene transcript ",3.41508253068245,1,,,,Probably,,,,,,"Membrane protein"
IPI00134691,Q63886,"UDP-glucuronosyltransferase 1-1 precursor, microsomal ",4.86958298018702,5,No,,,,,,,,Probably,"No annotated location"
IPI00134704,P47199,"Quinone oxidoreductase ",4.34830700814991,5,,Probably,,Probably,,Probably,Probably,,,Cytoplasmic
IPI00134746,P16460,"Argininosuccinate synthase ",6.14522489769184,5,,,,,,,,Probably,,
IPI00134809,Q9D2G2,"DIHYDROLIPOAMIDE SUCCINYLTRANSFERASE COMPONENT OF 2-OXOGLUTARATE DEHYDROGENASE COMPLEX, MITOCHONDRIAL ",3.610766922,4,Yes,,,,,,,,,
IPI00134870,Q9QXD1,"Acyl-coenzyme A oxidase 2, peroxisomal ",3.63647389525879,3,,,,,,Yes,Yes,,,
IPI00134941,P32883,"Transforming protein p21 ",3.45701940127968,2,,,,,,Yes,Yes,,,
IPI00134950,Q9QXF8,"Glycine N-methyltransferase ",5.88207751536236,5,,,,,,,,,Yes,
IPI00134961,P45952,"Acyl-CoA dehydrogenase, medium-chain specific, mitochondrial precursor ",4.190223695,5,Yes,,,,,,,,,
IPI00135068,O35857,"Import inner membrane translocase subunit TIM44, mitochondrial precursor ",2.879350555,1,Yes,,,,,,,,,
IPI00135085,Q9R257,"Heme-binding protein ",3.706910949,2,Yes,,,,,,,,,
IPI00135087,Q8C1S1,"38 kDa Mov34 homolog ",3.46631413790899,2,,,,,,,,,Yes,
IPI00135186,O35887,"Calumenin precursor ",3.97323142331834,3,,Yes,,,,,,,,
IPI00135189,Q8K3J7,"ACETOACETYL-COA SYNTHETASE ",3.8902322785137,4,,,,,,,,,Yes,
IPI00135231,O88844,"Isocitrate dehydrogenase [NADP] cytoplasmic ",5.49865915018762,5,Probably,,,,,,,,Yes,
IPI00135393,Q9CSV8,"complement component 1, q subcomponent binding protein, full insert sequence. ",3.220593635,1,Yes,,,,,,,,,
IPI00135446,Q64516,"Glycerol kinase ",3.98091186285922,4,,,,,,,,Probably,Yes,
IPI00135511,Q9QY30,"Bile salt export pump ",3.83396115053951,5,,,,No,Probably,,,,,Endocytosed
IPI00135512,Q9QXT0,"MIR-interacting saposin-like protein precursor ",4.15565483259714,3,,Yes,,,,,,,,"Secretory pathway"
IPI00135635,Q03734,"Contrapsin related protein ",4.47789621256282,5,,,,,,,Probably,,Probably,"No annotated location"
IPI00135646,P55096,"ATP-binding cassette, sub-family D, member 3 ",4.135120946,5,No,,,,,,,,,
IPI00135651,Q9QXX4,"Calcium-binding mitochondrial carrier protein Aralar2 ",4.361437329,5,Yes,,,,,,,,,
IPI00135655,Q9QY76,"Vesicle-associated membrane protein-associated protein B ",3.939834583,4,No,,,,,,,,,
IPI00135677,Q9QXY6,"EH-domain containing protein 3 ",3.90936342660043,5,,,,No,,Yes,,,,
IPI00135701,Q9QXZ6,"Solute carrier organic anion transporter family member 1A1 ",3.9827017319765,5,,No,,,,,,,,
IPI00135869,P46638,"Ras-related protein Rab-11B ",3.94579713997104,5,,Probably,,,,,Yes,,Yes,
IPI00135939,P46656,"Adrenodoxin, mitochondrial precursor ",3.673997494,4,Yes,,,,,,,,,
IPI00136056,P08730,"Keratin, type I cytoskeletal 13 ",3.952203429,2,Probably,,,,,,,,,Cytoskeleton
IPI00136098,Q9QYF1,"Retinol dehydrogenase 11 ",3.72694073010494,5,,,,Yes,,,,,,
IPI00136134,Q9QYG0,"NDRG2 protein ",4.90493045773742,5,,,,,,,,,Probably,"No annotated location"
IPI00136213,Q99LB7,"sarcosine dehydrogenase ",4.530438399,5,Yes,,,,,,,,,
IPI00136251,Q9QYJ0,"DnaJ homolog subfamily A member 2 ",3.68813894326444,5,,,,,,Yes,,,,Membrane-bound
IPI00136274,O35969,"Guanidinoacetate N-methyltransferase ",4.10354800943813,3,,,,,,,,,Probably,"No annotated location"
IPI00136483,P70195,"Proteasome subunit beta type 7 precursor ",4.11478735318654,3,,,,,,,,,Yes,
IPI00136655,O88986,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial precursor ",2.682118313,1,Yes,,,,,,,,,
IPI00136683,Q9QYR9,"Acyl coenzyme A thioester hydrolase, mitochondrial precursor ",3.5178170194642,2,Yes,,,,,,,,No,
IPI00136883,P17225,"Polypyrimidine tract-binding protein 1 ",4.00394641332644,5,,Probably,,,,Probably,Probably,,,"Cytoplasmic - de Hoog, Foster, Mann (2004) Cell 117(5):649-62"
IPI00136910,P24457,"Cytochrome P450 2D11 ",4.89260182703731,5,,Yes,,,,,,,,
IPI00136912,Q64674,"Spermidine synthase ",3.67666872232476,5,,,,,,,,,Yes,
IPI00136929,Q6IWE2,"Gamma actin-like protein ",5.68963259128383,5,,,,,,,,,Yes,
IPI00136984,P62082,"40S ribosomal protein S7 ",4.91251255303067,5,,,,Yes,,Co-migrating,,,,
IPI00137177,P16675,"Lysosomal protective protein precursor ",3.805710225,5,No,,,,,,,,,
IPI00137227,P53994,"Ras-related protein Rab-2A ",4.01698721274445,5,,,,,Yes,Yes,,,,
IPI00137331,P40124,"adenylyl cyclase-associated CAP protein homolog 1 (S. cerevisiae, S. pombe), full insert sequence ",3.5832011572124,4,,,,,,,,,Yes,"Weak attachment to membrane"
IPI00137409,P40142,"Transketolase ",4.99710846374354,5,,,,,,Probably,Probably,,Yes,Cytoplasmic
IPI00137471,P70245,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase ",4.75412720708814,2,,Yes,,,,,,,,
IPI00137647,P70280,"Synaptobrevin-like protein ",3.61494230072402,1,,,,,,Yes,,,,
IPI00137730,P70296,"phosphatidylethanolamine binding protein ",4.83990521324025,5,,,,,,,,,Yes,
IPI00137735,P25111,"40S ribosomal protein S25 ",4.69314519884172,5,,,No,Yes,,Co-migrating,Co-migrating,,,
IPI00137736,P25112,"40S ribosomal protein S28 ",4.12879267194855,3,,,,,No,Co-migrating,,,Yes,
IPI00137787,P25120,"ribosomal protein L8 ",4.32706726416487,5,No,Yes,,,,Co-migrating,Co-migrating,,,
IPI00138338,Q9CVB6,"actin related protein 2/3 complex, subunit 2 ",3.77091083054575,5,,,,Probably,Probably,Probably,,,,
IPI00138342,P23953,"Liver carboxylesterase precursor ",4.71152922329451,5,,,,Yes,,,,,Probably,"Secretory pathway"
IPI00138406,P10113,"Ras-related protein Rap-1A ",4.10781314717237,4,,,,Yes,,Yes,Yes,,,
IPI00138691,P59999,"ARP2/3 complex 20 kDa subunit ",3.96203440779796,5,,Yes,,Yes,,,,,,
IPI00139637,P61924,"Coatomer zeta-1 subunit ",3.92361044653585,4,,,Yes,Yes,,,,,,
IPI00139780,P23131,"60S ribosomal protein L23 ",4.44878987653475,5,,,,,,,,,Yes,
IPI00139788,Q921I1,"Serotransferrin precursor ",4.93864815237128,5,,,,,,Yes,Yes,,Yes,
IPI00153143,Q8R084,"RIKEN cDNA 1300012D20 ",5.15864822759122,5,,Yes,,,,,,,,"Membrane protein"
IPI00153144,Q8R086,"Sulfite oxidase, mitochondrial precursor ",4.272394058,5,Yes,,,,,,,,,
IPI00153190,Q8R0F9,"SEC14-like protein 4 ",4.27230898899548,5,,,,,,,,,Yes,
IPI00153293,Q8R0V5,"Hypothetical protein ",3.55297109111732,2,,,,,,,,,Probably,"No annotated location"
IPI00153294,Q8R0U8,"expressed sequence AI132223 ",3.89242321767996,5,,,,Probably,,,Probably,,Probably,"No annotated localization"
IPI00153316,Q8R0Y5,"Expressed sequence AI746432 ",4.13546615113782,2,,Yes,,,,,,,,
IPI00153317,Q8R0Y6,"10-formyltetrahydrofolate dehydrogenase ",5.89130516145246,5,,,,,,,,,Yes,
IPI00153368,Q8R1F5,"6430559E15Rik protein ",3.59117202949453,3,,,,,,,,,Probably,
IPI00153373,Q8C1N1,"RIKEN cDNA 2310016A09 ",4.12250913885127,5,,,,,,,,,Probably,"No annotated location"
IPI00153468,Q8R1V4,"RIKEN cDNA 1110014L17 ",4.12940729938101,1,,,,Yes,,,,,,
IPI00153838,Q8R3W2,"RIKEN cDNA 0610009B22 ",3.43167319620441,2,,,,,,,,,Yes,
IPI00154004,Q7TQI3,"Ubiquitin thiolesterase protein OTUB1 ",3.67542351387982,2,,,,,,,,,Probably,"No annotated location"
IPI00154045,Q8QZR5,"glutamic pyruvic transaminase 1, soluble ",4.57167790664386,5,,,,,,,,,Yes,
IPI00154047,Q8QZS1,"3-HYDROXYISOBUTYRYL-COENZYME A HYDROLASE, similar to",3.50295963969325,2,Probably,,,,,,,,Probably,
IPI00154054,Q8QZT1,"Acetyl-Coenzyme A acetyltransferase 1 ",4.757955221,5,Yes,,,,,,,,,
IPI00162780,P11016,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) beta subunit 2 ",3.99796884107926,5,,,,Probably,,Probably,,,,"Endocytosed? Cytoplasmic localization"
IPI00162790,P62717,"60S ribosomal protein L18a ",4.490784218,5,No,,,,,,,,,
IPI00165799,Q8VCH8,"UBX domain-containing protein 2 ",3.71671587457035,2,,Yes,,,,,,,,"Secretory pathway"
IPI00165817,Q8VDD8,"Hypothetical protein ",3.34019043242156,3,,,,Probably,Probably,,,,,"No annotated location"
IPI00165849,Q9D096,"Tumor-related protein ",3.97203097719633,4,,,,,,,,,Probably,"No annotated location"
IPI00165854,P61089,"Ubiquitin-conjugating enzyme E2 N ",3.84088888761658,4,,,,,,,,,Probably,"No annotated location"
IPI00169473,Q8K010,"5-oxoprolinase ",4.2369612886609,5,,,,,,,,,Yes,
IPI00169481,Q8K023,"Akr1c18 protein ",4.65056919450203,5,,,,,,Probably,,Probably,Probably,
IPI00169542,Q9JIY3,"Cyp51 protein ",4.00267789466368,5,,Yes,,,,Probably,Probably,,,"Associated with membrane? Endocytosed?"
IPI00169617,Q8K0R6,"RIKEN cDNA C730027E14 ",3.34120056120733,4,,,,Probably,,,,,,"No annotated location"
IPI00169670,Q8K157,"Aldose 1-epimerase ",4.22118124685075,4,,,,,,,,,Yes,
IPI00169788,Q8K1M3,"CAMP-dependent protein kinase type II-alpha regulatory chain ",3.88242952357589,2,,,,,,,,,Yes,
IPI00169916,Q80U89,"clathrin, heavy polypeptide (Hc) ",6.1496151296742,5,,,,,,,Yes,,Yes,
IPI00169925,Q8K2L0,"Ndufv2 protein ",4.023001973,2,Yes,,,,,,,,,
IPI00170013,Q8K370,"2410021P16Rik protein ",5.418648629,2,Yes,,,,,,,,,
IPI00170032,Q8K386,"Ras-related protein Rab-15 ",4.774956401039,1,,,,,,,Yes,,,
IPI00170093,Q8K3J1,"NADH-ubiquinone oxidoreductase 23 kDa subunit, mitochondrial precursor ",3.896709646,1,Yes,,,,,,,,,
IPI00170100,Q8K3K7,"1-acylglycerol-3-phosphate O-acyltransferase 2 ",3.87861667796085,3,,Probably,,Probably,,,,,,
IPI00170146,Q8BGH0,"ATP-binding cassette transporter sub-family A member 6 ",4.39944994380996,5,,,,,,Probably,Probably,,,
IPI00170307,Q8K4Z3,"ApoA-I binding protein ",4.28464833626327,1,,,,,,,,,Probably,
IPI00170316,Q8K5B2,"Multiple coagulation factor deficiency protein 2 homolog precursor ",4.31633677427788,1,,Yes,,,,,,,,
IPI00170363,Q8JZR0,"Long-chain-fatty-acid--CoA ligase 5 ",4.88881943122429,5,,Yes,,,,,Yes,,,
IPI00172221,Q8K1M6,"Dynamin-related Protein 1 ",3.01996750899286,4,,,,Yes,,,,,,
IPI00173160,Q6ZWU9,"RIBOSOMAL PROTEIN S271 homolog ",4.54521191409289,3,,,Yes,,No,,,,,
IPI00173179,Q9DD20,"hypothetical S-adenosyl-L-methionine-dependent methyltransferases structure containing protein, full i ",4.91862406154186,5,,Probably,,Probably,,,,,,"No annotated location"
IPI00177038,P61161,"Actin-like protein 2 ",4.10076380616948,5,,,,,,Probably,Probably,,,
IPI00187259,Q6NSV5,"kynureninase ",4.30145526091866,5,,,,,,,,,Yes,
IPI00187272,Q9CYH2,"hypothetical protein, full insert sequence ",3.98278234816384,3,Probably,,,,,,,,,"No annotated location"
IPI00187275,Q920I4,"Carnitine deficiency-associated protein CDV3A ",3.35023978793509,2,,,,,,Probably,Probably,,,
IPI00187288,Q9CTC5,"DJ351K20.2.1, similar to",3.98427012164734,5,,,,Probably,,,,,,"No annotated localization"
IPI00187308,Q8WUR0,"1600014C10Rik protein ",3.62512901259061,1,,,,,,,,,Probably,
IPI00187443,P59325,"Eukaryotic translation initiation factor 5 ",4.1739589911649,5,,,,,,Probably,Probably,,,"Associating with membranes?"
IPI00221400,P00329,"alcohol dehydrogenase 1 (class I) ",5.89235625054402,5,,,,,,,Yes,,Yes,
IPI00221433,NP_077239,"ribosomal protein S27a ",5.0894161300478,5,,Yes,Yes,Yes,,Co-migrating,Co-migrating,,Probably,
IPI00221467,Q6ZWV3,"ribosomal protein 10 ",4.75879280809498,5,,Yes,,,,,,,,
IPI00221581,Q922K6,"EUKARYOTIC INITIATION FACTOR 4B homolog ",3.81102416651169,3,,,,Probably,Probably,,Probably,,Yes,"Associating with membranes?"
IPI00221613,P32889,"ADP-ribosylation factor 1 ",4.13060241917235,5,,Yes,,,,Yes,Yes,,Yes,
IPI00221636,Q8BGL3,"alcohol sulfotransferase, similar to",5.43758074868642,5,,,,,,,,,Yes,
IPI00221697,Q8BH24,"TRANSMEMBRANE 9 SUPERFAMILY PROTEIN MEMBER 4 homolog ",4.17281680163042,2,,,,Probably,Probably,,,,,"Membrane protein"
IPI00221769,Q9WTP7,"adenylate kinase 3 alpha-like ",3.908948967,4,Yes,,,,,,,,,
IPI00221795,Q8BH95,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial, full insert sequence ",4.019964992,5,Yes,,,,,,,,,
IPI00221797,Q99MH7,"CYTOKERATIN homolog ",4.50725472714104,5,,,,,,,Probably,,,"Cytoskeletal - membrane associated?"
IPI00221799,Q61990,"Poly(rC)-binding protein 2 ",4.11894711230399,3,,,,,,No,,,,
IPI00221817,Q99KC8,"hypothetical VWFA domain profile containing protein, full insert sequence ",3.68093718618412,2,,,,,,,,Probably,,"No annotated location"
IPI00221890,P16015,"carbonic anhydrase 3 ",6.24042115683628,5,,,,,,,,,Yes,
IPI00221932,Q8BI08,"HYPOTHETICAL 19.1 kDa PROTEIN (MAL2 PROTEOLIPID) homolog ",4.16442925839614,2,,,,,Probably,,,,,"Membrane protein"
IPI00222116,Q7M6W8,"Zinc finger protein 93 (Zinc finger protein HTF34), similar to",4.48398718937202,5,No,,,,,No,,,,
IPI00222225,Q8BJ88,"protein transport protein sec24a, similar to",4.65828348521117,5,,Yes,,,,Yes,,,,
IPI00222228,Q8BIS2,"KERATIN, TYPE II CYTOSKELETAL 6D, similar to",4.56767372916425,5,,,,,,,Probably,,,Cytoskeleton
IPI00222419,P00009,"cytochrome c, somatic ",4.285248398,5,Yes,,,,,,,,,
