Protein IDs,Majority protein IDs,Protein names,Gene names,Fasta headers,Marker,Min across,log H/L Con01_04K,log H/L Con01_10K,log H/L Con01_20K,log H/L Con01_40K,log H/L Con01_80K,log H/L Con02_04K,log H/L Con02_10K,log H/L Con02_20K,log H/L Con02_40K,log H/L Con02_80K,log H/L Pra01_04K,log H/L Pra01_10K,log H/L Pra01_20K,log H/L Pra01_40K,log H/L Pra01_80K,log H/L Pra02_04K,log H/L Pra02_10K,log H/L Pra02_20K,log H/L Pra02_40K,log H/L Pra02_80K,log H/L Tam01_04K,log H/L Tam01_10K,log H/L Tam01_20K,log H/L Tam01_40K,log H/L Tam01_80K,log H/L Tam02_04K,log H/L Tam02_10K,log H/L Tam02_20K,log H/L Tam02_40K,log H/L Tam02_80K
P54823,P54823,Probable ATP-dependent RNA helicase DDX6,Ddx6,sp|P54823|DDX6_MOUSE Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus OX=10090 GN=Ddx6 PE=1 SV=1,,15,0.938760823,0.143692792,-0.659796432,-1.491370956,-2.054987492,0.752768032,0.191236875,-0.673484797,-1.389167735,-2.124277067,1.073209533,0.202718412,-0.655249765,-1.44422248,-1.991767655,0.587639364,0.359888445,-0.60368746,-1.485909057,-2.123771115,0.69341996,-0.001203464,-0.548296526,-1.099553544,-1.726132107,0.424604383,-0.235239024,-0.507543335,-1.144985997,-1.805850194
P55194,P55194,SH3 domain-binding protein 1,Sh3bp1,sp|P55194|3BP1_MOUSE SH3 domain-binding protein 1 OS=Mus musculus OX=10090 GN=Sh3bp1 PE=1 SV=3,,32,-0.377036278,0.103864128,0.658885749,0.453397381,-0.350448247,-0.471246769,0.085211067,0.559932293,0.317168677,-0.516666305,-0.603426246,-0.164338266,0.442352166,0.386568007,-0.283667282,-0.244765704,0.169411541,0.577676381,-0.240219066,-1.105368854,-0.468950937,0.018457037,0.570388662,0.3355157,-0.29816944,-0.121542751,0.242780255,0.752933543,0.230974883,-0.600711391
P55258;Q9CZT8,P55258,Ras-related protein Rab-8A,Rab8a,sp|P55258|RAB8A_MOUSE Ras-related protein Rab-8A OS=Mus musculus OX=10090 GN=Rab8a PE=1 SV=2,,12,0.32506532,-0.406880983,-0.373969926,0.101255805,0.805245966,0.244126491,-0.372926507,-0.37330274,0.088336396,0.934892358,0.218506337,-0.337212342,-0.293792736,0.244106617,0.768801836,-0.059366206,-0.583216499,-0.401801925,0.158716183,1.549456786,0.022209372,-0.247189521,-0.398196633,0.241317591,1.022279242,-0.046314501,-0.664551689,-0.664179902,-0.315719159,1.254933098
P56212;P56212-2,P56212;P56212-2,cAMP-regulated phosphoprotein 19,Arpp19,sp|P56212|ARP19_MOUSE cAMP-regulated phosphoprotein 19 OS=Mus musculus OX=10090 GN=Arpp19 PE=1 SV=2;sp|P56212-2|ARP19_MOUSE Isoform ARPP-16 of cAMP-regulated phosphoprotein 19 OS=Mus musculus OX=10090 GN=Arpp19,,4,-0.542433205,0.110084399,0.289928362,-0.367057324,-1.059689101,-0.594293484,0.232742791,0.371896338,-0.159649926,-1.145653004,-0.439184775,0.000260423,0.24244122,-0.38027183,-1.176120427,-0.964143853,-0.473758739,0.127731412,-0.504035847,-0.952900571,-0.021859434,0.667468057,0.762642037,-0.007776674,-0.729076708,-0.247567923,0.40053793,0.510567591,-0.171364113,-0.993755322
P56395,P56395,Cytochrome b5,Cyb5a,sp|P56395|CYB5_MOUSE Cytochrome b5 OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=2,,4,0.404973852,-0.413751664,-1.20752064,-0.713408463,0.515037319,0.360566057,-0.380480075,-1.009917924,-0.307400808,0.919431353,0.099366631,-0.54057874,-1.188410847,-0.646753084,0.422052238,0.890761526,0.173258046,-0.498340793,0.05520144,1.704645842,-0.203644077,-0.972409908,-1.30002724,-0.479953987,0.953853741,0.11554581,-0.840734442,-1.096530205,-0.036052734,1.881846293
P56399,P56399,Ubiquitin carboxyl-terminal hydrolase 5,Usp5,sp|P56399|UBP5_MOUSE Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus OX=10090 GN=Usp5 PE=1 SV=1,,8,-0.765196454,-0.063564473,0.56224554,0.52167768,0.535181111,-0.845636195,0.016994429,0.506037296,0.406165677,0.514350608,-0.469256828,0.329380376,0.870414201,0.513449548,0.838838105,-1.478523386,-1.078963795,-0.292647681,0.07407992,-0.259249235,-0.187042037,0.75060221,0.85521379,0.333167569,0.394356809,-0.711015053,0.017255153,0.230346278,0.311804603,-0.152685492
P56477,P56477,Interferon regulatory factor 5,Irf5,sp|P56477|IRF5_MOUSE Interferon regulatory factor 5 OS=Mus musculus OX=10090 GN=Irf5 PE=1 SV=1,,4,-0.477250121,0.057317099,0.957202182,1.30276242,0.968820599,-0.857672543,-0.149291082,0.664603221,0.964761583,0.600689075,-0.853382189,-0.227752373,0.547753727,0.831693616,0.697120329,-0.802471674,-0.29135593,0.535046913,0.984290697,0.59581148,-0.289965909,0.374076326,1.260780385,1.145954706,1.06979828,-0.350230175,0.240948593,0.880252601,1.219874514,0.939841322
P56959,P56959,RNA-binding protein FUS,Fus,sp|P56959|FUS_MOUSE RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1,,10,0.630212904,0.623780246,-0.466439641,-1.574380833,-2.115659479,0.359642214,0.481683223,-0.639731786,-1.644354358,-2.371981179,0.269579619,0.271490368,-0.68986608,-1.641783342,-2.177680813,1.30379614,1.497156704,0.15085237,-0.94682653,-1.658418589,0.15675983,0.169117593,-0.763516525,-1.424590005,-1.975065193,0.60655486,0.457193583,-0.364129741,-1.247922918,-1.811517318
P57716,P57716,Nicastrin,Ncstn,sp|P57716|NICA_MOUSE Nicastrin OS=Mus musculus OX=10090 GN=Ncstn PE=1 SV=3,,2,0.110967864,-0.569758903,-0.10345045,0.571084013,1.392803667,0.346995565,-0.550313466,-0.261797328,0.465326065,1.429271598,0.250930121,-0.501685319,0,0.562584471,1.455531624,0.134734425,-0.691859934,-0.329516279,0.245447179,1.826772287,0.003565598,-0.256658756,-0.084121366,0.498440155,1.321493059,0.099931568,-0.856587321,-0.443750264,0.088409745,1.571279317
P57784,P57784,U2 small nuclear ribonucleoprotein A,Snrpa1,sp|P57784|RU2A_MOUSE U2 small nuclear ribonucleoprotein A OS=Mus musculus OX=10090 GN=Snrpa1 PE=1 SV=2,,2,0.435378947,0.524514576,-0.116604908,-1.431125402,-2.286870419,0.305740812,0.418241369,-0.64743889,-1.669325562,-2.443067952,0.069992564,0.325228732,-0.427529122,-1.557742363,-2.331334453,1.143338993,1.533671072,0.107035403,-1.302626855,-1.643739932,-0.009367288,0.149673404,-1.062472134,-1.863440667,-2.33490749,0.606775844,0.512901308,-0.430812581,-1.48826044,-1.972677009
P58021,P58021,Transmembrane 9 superfamily member 2,Tm9sf2,sp|P58021|TM9S2_MOUSE Transmembrane 9 superfamily member 2 OS=Mus musculus OX=10090 GN=Tm9sf2 PE=1 SV=1,,5,-0.366360134,-0.490527097,0.446798537,0.700315966,0.613865368,-0.176712795,-0.344487321,0.237860439,0.493783926,0.568667787,-0.237259129,-0.658903969,0.104326543,0.507118761,0.585526672,0.309031861,0.134718144,0.68475089,1.005193583,1.387898242,-0.128667408,-0.510350023,-0.135464184,0.241458684,0.650692035,-0.06303789,-0.79213059,-0.266929437,0.128209107,1.024237706
P58044,P58044,Isopentenyl-diphosphate Delta-isomerase 1,Idi1,sp|P58044|IDI1_MOUSE Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus OX=10090 GN=Idi1 PE=1 SV=1,,3,-0.856306366,0.102508339,0.667338074,0.972628288,1.317361194,-1.131247357,-0.016282231,0.57764832,0.777779848,0.977631272,-0.921475233,0.224755433,1.328239092,0.974512366,1.512872815,-1.43172028,-1.0675708,0.192358408,0.436595243,0.300446507,-0.328671924,1.323848431,1.855856611,1.010221314,1.219098972,-0.687033769,0.138698535,0.658308041,0.645487591,0.072760214
P58242,P58242,Acid sphingomyelinase-like phosphodiesterase 3b,Smpdl3b,sp|P58242|ASM3B_MOUSE Acid sphingomyelinase-like phosphodiesterase 3b OS=Mus musculus OX=10090 GN=Smpdl3b PE=1 SV=1,,4,0.367289172,-0.337484981,-0.265009485,0.116794576,1.102908504,0.566054586,-0.199069345,-0.293736125,0.176170944,1.637032459,0.811574565,-0.187063265,-0.209228542,0.236741472,1.081514145,-0.105614786,-1.041064476,-0.735080539,-0.347116248,1.999854665,0.506959989,-0.016418989,-0.160655017,0.612264635,1.420113875,0.252107341,-0.580806723,-0.565162468,-0.345538953,1.760274103
P58854,P58854,Gamma-tubulin complex component 3,Tubgcp3,sp|P58854|GCP3_MOUSE Gamma-tubulin complex component 3 OS=Mus musculus OX=10090 GN=Tubgcp3 PE=1 SV=2,,2,0.435906691,0.525627805,-0.494574892,-1.397778597,-2.15284008,0.311126912,0.815002227,-0.183988469,-1.191128705,-2.133241594,0.296175659,0.48971549,-0.359873914,-1.2263263,-1.87936932,0.633659773,0.556381798,-0.267809798,-1.582904154,-2.402988953,0.049133853,0.421972985,0.011500842,-0.980163847,-1.852656048,0.218143863,0.438820833,-0.132705825,-0.854703529,-2.166905329
P59108;Q0VE82,P59108,Copine-2,Cpne2,sp|P59108|CPNE2_MOUSE Copine-2 OS=Mus musculus OX=10090 GN=Cpne2 PE=1 SV=1,,4,-0.1827514,-0.18219549,0.031036388,0.286975624,0.058031012,-0.009905451,0.050690785,0.105624947,0.28208663,-0.024928651,0.016805025,0.006221008,0.138488874,0.115787491,-0.145953383,-0.630140256,-0.811863161,-0.484794505,-0.117042,0.33974522,0.195045969,0.669237512,0.7593975,0.781553026,0.699563606,-0.008014103,0.043702904,0.207025561,0.248751567,0.276004035
P59325,P59325,Eukaryotic translation initiation factor 5,Eif5,sp|P59325|IF5_MOUSE Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1,,7,-0.197916285,0.438797099,-0.032868499,-1.014835485,-1.986671567,-0.515034849,0.429813001,0.199530828,-0.80474392,-2.001148335,-0.349368489,0.445216309,0.121685692,-0.802478887,-1.915314258,-0.774162307,0.139575928,0.1455457,-0.936744271,-1.769614329,0.066677241,0.807321444,0.899646876,0.112520075,-0.776697717,-0.247687777,0.489179249,0.293061525,-0.717472009,-1.788532393
P60122,P60122,RuvB-like 1,Ruvbl1,sp|P60122|RUVB1_MOUSE RuvB-like 1 OS=Mus musculus OX=10090 GN=Ruvbl1 PE=1 SV=1,,6,-0.299547104,0.07470672,0.326008969,-0.088814473,-0.938623526,-0.410844003,-0.125831804,0.10152239,-0.338747975,-1.147935299,-0.582971703,-0.229812494,0.182309393,-0.069065839,-0.799209977,0.008204177,0.541677914,0.576436739,-0.286607142,-1.142873182,-0.717462968,-0.26914337,0.155104284,-0.194105232,-0.838426108,-0.096088263,0.170526536,0.527924716,-0.165311603,-1.033181143
P60335;P57724,P60335,Poly(rC)-binding protein 1,Pcbp1,sp|P60335|PCBP1_MOUSE Poly(rC)-binding protein 1 OS=Mus musculus OX=10090 GN=Pcbp1 PE=1 SV=1,,20,-0.039611245,0.12925181,-0.174438077,-0.673228942,-1.183955737,-0.122959518,0.063759403,-0.146406111,-0.46628137,-1.113516616,-0.05224832,0.169771257,-0.160090704,-0.779568274,-1.356955563,-0.321860981,0.037622785,0.05673431,-0.371523675,-0.922458938,-0.50676777,-0.145033058,-0.359941062,-0.715813939,-0.981871204,-0.443978869,-0.341456766,-0.149696325,-0.263350611,-0.809342978
P60521,P60521,Gamma-aminobutyric acid receptor-associated protein-like 2,Gabarapl2,sp|P60521|GBRL2_MOUSE Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Mus musculus OX=10090 GN=Gabarapl2 PE=1 SV=1,,4,0.105405276,-0.203317611,-0.63157062,-0.418963075,-0.718413401,-0.08051045,-0.256708503,-0.531134596,-0.476289452,-0.730285131,0.053101154,-0.393361622,-0.57771056,-0.543330816,-0.736271261,-0.207709915,-0.335291263,-0.28199544,-0.206183302,-0.222973848,-0.465515157,-0.617773715,-0.648263018,-0.442866292,-0.202323582,-0.342102896,-0.91656348,-0.88993224,-0.497677003,-0.375500199
P60670;P60670-2,P60670;P60670-2,Nuclear protein localization protein 4 homolog,Nploc4,sp|P60670|NPL4_MOUSE Nuclear protein localization protein 4 homolog OS=Mus musculus OX=10090 GN=Nploc4 PE=1 SV=3;sp|P60670-2|NPL4_MOUSE Isoform 2 of Nuclear protein localization protein 4 homolog OS=Mus musculus OX=10090 GN=Nploc4,,2,0.007262262,-0.071836899,-0.360481103,-0.489834843,-0.899995368,-0.037037519,-0.184609925,-0.304562412,-0.170717148,-0.967181375,-0.151479991,0.075102989,-0.362840212,-0.462089772,-1.094438249,-0.360225769,-0.019537036,0.021202852,-0.343530177,-0.726597491,-0.398681073,-0.511886309,-0.493706719,-0.491397752,-0.521296132,-0.542774144,-0.499534199,-0.566585224,-0.157315054,-0.713327926
P60766,P60766,Cell division control protein 42 homolog,Cdc42,sp|P60766|CDC42_MOUSE Cell division control protein 42 homolog OS=Mus musculus OX=10090 GN=Cdc42 PE=1 SV=2,,9,-0.11629949,-0.35055368,-0.061820366,0.409505773,1.1467116,0.088057347,-0.061126114,0.181674801,0.619561452,1.623753071,0.204533899,-0.182493232,-0.089546475,0.444909779,1.282778763,-0.50721268,-0.915407328,-0.536537498,0.121331398,1.677170593,0.510434271,0.413787127,0.248852164,0.813578249,1.435094773,0.017691948,-0.181982883,0,0.338450475,1.663809966
P60904,P60904,DnaJ homolog subfamily C member 5,Dnajc5,sp|P60904|DNJC5_MOUSE DnaJ homolog subfamily C member 5 OS=Mus musculus OX=10090 GN=Dnajc5 PE=1 SV=1,,3,0.218921311,-0.459477129,-0.053814403,0.428778592,1.201432012,0.503338854,-0.313350737,-0.142845288,0.428388314,1.395832626,0.476551231,-0.396207998,-0.187057751,0.349924218,1.211637277,-0.161726713,-0.806120958,-0.44185975,0.108226787,1.910552073,0.244910813,-0.009325691,0.168545022,1.497923523,1.840221861,0.139495149,-0.54614599,-0.425544523,-0.222027891,1.371418529
P61021,P61021,Ras-related protein Rab-5B,Rab5b,sp|P61021|RAB5B_MOUSE Ras-related protein Rab-5B OS=Mus musculus OX=10090 GN=Rab5b PE=1 SV=1,,2,-0.022632159,-0.487951366,-0.324482281,0.035314935,0.578448727,0.064154826,-0.478693314,-0.353976065,0.129062451,0.943505488,0.00301529,-0.415487925,-0.460580332,0.046005375,0.375934997,0.016861516,-0.334053101,-0.133033299,0.404102022,1.665160082,-0.032493254,-0.395521717,-0.291460605,0.08834803,1.087906774,-0.069750119,-0.685996349,-0.651691082,0.011589151,1.247890225
P61027;Q8K386,P61027,Ras-related protein Rab-10,Rab10,sp|P61027|RAB10_MOUSE Ras-related protein Rab-10 OS=Mus musculus OX=10090 GN=Rab10 PE=1 SV=1,,7,0.010242011,-0.367607299,-0.352074325,0.158392503,0.957975006,0.291763202,-0.240553733,-0.36561524,0.34670572,1.158990542,-0.064316944,-0.338323231,-0.423618768,0.002528909,0.914155848,-0.054224893,-0.462891981,-0.219359676,0.514924062,2.03213467,0.049797252,-0.405481972,-0.264612909,0.404034392,1.359133133,-0.079157357,-0.546010452,-0.449953922,0.101986978,1.608658248
P61028,P61028,Ras-related protein Rab-8B,Rab8b,sp|P61028|RAB8B_MOUSE Ras-related protein Rab-8B OS=Mus musculus OX=10090 GN=Rab8b PE=1 SV=1,,4,0.401519586,-0.38752956,-0.262224441,0.143764291,0.846448673,0.392081661,-0.304347865,-0.306972335,0.148235263,1.045483376,0.272781163,-0.309754886,-0.23749403,0.210868307,0.999153329,-0.0128803,-0.62638355,-0.418363908,0.089993431,1.671415105,0.240036054,-0.101674245,-0.332439842,0.282832857,1.07259904,0.01126234,-0.688113582,-0.610710507,-0.384649553,1.386310998
P61089,P61089,Ubiquitin-conjugating enzyme E2 N,Ube2n,sp|P61089|UBE2N_MOUSE Ubiquitin-conjugating enzyme E2 N OS=Mus musculus OX=10090 GN=Ube2n PE=1 SV=1,,4,-0.239596801,-0.022499797,0.45150426,0.474796193,-0.01952565,-0.375207116,-0.119312459,0.347320116,0.686872933,0.201170358,-0.090945798,0.101620994,0.480148891,0.255548191,-0.120673617,-0.701278904,-0.414691017,0.448525013,0.911207202,0.773085659,-0.600798321,-0.310703867,0.034127816,0.088583335,0.017168331,-0.666031826,-0.39678392,0.094504499,0.419506594,0.254982574
P61161,P61161,Actin-related protein 2,Actr2,sp|P61161|ARP2_MOUSE Actin-related protein 2 OS=Mus musculus OX=10090 GN=Actr2 PE=1 SV=1,,17,-0.19089228,0.011921489,0.303729017,-0.207800706,-0.911650254,-0.254374693,-0.053244843,0.324756561,-0.156636133,-1.031857233,0.031882082,0.101029212,0.344802937,0.002023482,-0.88794659,-0.604870612,-0.588612836,0.263672274,-0.218486606,-0.955896917,0.108669717,0.51017645,0.737621033,0.248162318,-0.665644487,-0.16817626,0.283262425,0.890124416,0.276105905,-0.624215864
P61222,P61222,ATP-binding cassette sub-family E member 1,Abce1,sp|P61222|ABCE1_MOUSE ATP-binding cassette sub-family E member 1 OS=Mus musculus OX=10090 GN=Abce1 PE=1 SV=1,,22,0.707865862,0.756765999,-0.257139559,-1.356040732,-2.437263474,0.556411135,0.668988351,-0.31726494,-1.255030654,-2.660955674,0.892109277,0.898886832,-0.095094108,-1.072089348,-2.397306913,0.128637212,0.449527013,-0.324968774,-1.610779619,-2.684863615,0.695456347,0.510615159,-0.170593962,-1.06647299,-2.289105818,0.390740618,0.270108031,-0.17756006,-1.247835606,-2.468522803
P61255,P61255,60S ribosomal protein L26,Rpl26,sp|P61255|RL26_MOUSE 60S ribosomal protein L26 OS=Mus musculus OX=10090 GN=Rpl26 PE=1 SV=1,,10,1.226689099,0.880262856,-0.583446418,-1.824274862,-2.773284283,1.029939111,0.859405163,-0.447539123,-1.498776137,-2.820923665,1.388673445,1.033482769,-0.338940208,-1.374230884,-2.582074534,0.775653332,1.122435318,-0.353179839,-1.841311154,-3.012353256,0.99559944,0.36367194,-0.355334492,-1.258263758,-2.567490796,0.767019532,0.381899419,-0.387162299,-1.444327407,-2.703507139
P61327;Q9CQL1,P61327;Q9CQL1,Protein mago nashi homolog;Protein mago nashi homolog 2,Magoh;Magohb,sp|P61327|MGN_MOUSE Protein mago nashi homolog OS=Mus musculus OX=10090 GN=Magoh PE=2 SV=1;sp|Q9CQL1|MGN2_MOUSE Protein mago nashi homolog 2 OS=Mus musculus OX=10090 GN=Magohb PE=2 SV=1,,4,0.593502552,0.857697238,-0.322584071,-1.667214286,-2.620893345,0.625965111,0.616985838,-0.618050907,-1.818879637,-2.727664255,0.40750193,0.614038307,-0.361055404,-1.776801007,-2.582308478,0.67588703,1.052108991,-0.331306729,-1.483816492,-2.07128017,0.178883177,0.295169436,-1.199467819,-2.138588069,-2.467520398,0.699519225,0.658896038,-0.742299387,-2.073145587,-2.417416794
P61965,P61965,WD repeat-containing protein 5,Wdr5,sp|P61965|WDR5_MOUSE WD repeat-containing protein 5 OS=Mus musculus OX=10090 GN=Wdr5 PE=1 SV=1,,2,-0.351148006,-0.078403053,0.505173658,0.33889889,-0.371246837,-0.541951543,-0.334578529,-0.037161991,0.066706427,-0.599607603,-0.827675656,-0.438664687,0.149905008,0.105913705,-0.547481785,0.464866681,0.912117479,0.927218469,0.496872678,-0.407376832,-1.05069571,-0.552758718,0.019096579,-0.161676864,-0.480831143,0.028388684,0.214124805,0.790354482,0.397347071,-0.089508542
P62075,P62075,Mitochondrial import inner membrane translocase subunit Tim13,Timm13,sp|P62075|TIM13_MOUSE Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus OX=10090 GN=Timm13 PE=1 SV=1,,3,-1.189963753,0.220320892,2.890757496,2.330384102,2.10547577,-1.494216378,-0.243297613,1.80527298,1.610362746,1.190278568,-1.449337122,0.164116579,2.540984538,2.15292824,1.716982477,-0.452920357,0.202788479,1.08948369,1.148978863,0.834877337,-1.117973805,0.284947481,2.239352726,1.913145555,1.729616374,-1.105216877,-0.503981184,1.070813297,1.511932937,1.373151771
P62137,P62137,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Ppp1ca,sp|P62137|PP1A_MOUSE Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Mus musculus OX=10090 GN=Ppp1ca PE=1 SV=1,,10,-0.319823975,-0.226643827,0.353366141,0.441255533,0.154981346,-0.353683069,-0.148420986,0.392578161,0.40200787,0.143380004,-0.246539697,-0.262653553,0.239467903,0.434646425,0.165650389,-0.730720299,-0.695432842,0.164727334,0.32226373,0.171771094,-0.150615425,0.071337548,0.357624731,0.378264624,0.194211401,-0.279927662,0.005805497,0.671679631,0.509804355,0.331296736
P62245,P62245,40S ribosomal protein S15a,Rps15a,sp|P62245|RS15A_MOUSE 40S ribosomal protein S15a OS=Mus musculus OX=10090 GN=Rps15a PE=1 SV=2,,11,1.118219922,0.752450168,-0.587087696,-1.696731194,-2.527704621,0.986463396,0.919810153,-0.415958936,-1.389648174,-2.739662112,1.211589168,0.991199418,-0.273749325,-1.365970767,-2.52572195,0.637420897,0.808014817,-0.373112534,-1.673593043,-2.885111367,0.679255701,0.484723626,-0.265934594,-1.128661596,-2.377616373,0.789095272,0.411048139,-0.251535402,-1.439832248,-2.536430804
P62307,P62307,Small nuclear ribonucleoprotein F,Snrpf,sp|P62307|RUXF_MOUSE Small nuclear ribonucleoprotein F OS=Mus musculus OX=10090 GN=Snrpf PE=1 SV=1,,3,0.29221644,0.615439301,-0.292219721,-1.464355931,-2.29115583,0.237604123,0.329245648,-0.42362454,-1.547604505,-2.473189553,0,0.300329208,-0.37108322,-1.606767594,-2.178859582,1.033219622,1.527674201,0.281263813,-0.950861549,-1.632918266,-0.145488068,0.075895174,-1.050639668,-1.735881864,-2.369792557,0.699519225,0.696137058,-0.375930172,-1.46442638,-2.075380907
P62317,P62317,Small nuclear ribonucleoprotein Sm D2,Snrpd2,sp|P62317|SMD2_MOUSE Small nuclear ribonucleoprotein Sm D2 OS=Mus musculus OX=10090 GN=Snrpd2 PE=1 SV=1,,9,0.348239372,0.634514353,-0.329967607,-1.447176452,-2.288583056,0.219386757,0.429559674,-0.401039842,-1.566738672,-2.421133331,0.064576473,0.340479077,-0.374072679,-1.606767594,-2.352792226,1.027575782,1.425969239,0.325957637,-0.91923925,-1.718291289,-0.071581654,0.060127369,-0.899710245,-1.775018695,-2.412881316,0.655121868,0.740889952,-0.254499925,-1.364109739,-2.035720738
P62320,P62320,Small nuclear ribonucleoprotein Sm D3,Snrpd3,sp|P62320|SMD3_MOUSE Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus OX=10090 GN=Snrpd3 PE=1 SV=1,,2,0.327683952,0.680400124,-0.172365225,-1.469320698,-2.017039127,0.235968914,0.494697548,-0.34781388,-1.585329336,-2.372890957,-0.01761406,0.279559153,-0.351737227,-1.501522497,-2.333301854,0.923517967,1.364381775,0.176998673,-0.997987362,-1.734216681,-0.099216958,0.116480338,-0.884560199,-1.676563241,-2.43644081,0.570527567,0.718028801,-0.259719467,-1.384313613,-2.034559226
P62331,P62331,ADP-ribosylation factor 6,Arf6,sp|P62331|ARF6_MOUSE ADP-ribosylation factor 6 OS=Mus musculus OX=10090 GN=Arf6 PE=1 SV=2,,7,-0.160673783,-0.350089537,0.162204981,0.768556971,1.334315875,0.051910425,-0.132474247,0.177813164,0.693382974,1.539751898,0.103867672,-0.187267125,0.078761432,0.490324822,1.516928211,-0.55462389,-0.892068271,-0.199856853,0.543365492,2.090216305,0.243867607,0.431850914,0.433560042,1.061668079,1.503335423,-0.015528642,-0.151745262,0.265223571,0.80149229,1.692990596
P62702,P62702,"40S ribosomal protein S4, X isoform",Rps4x,"sp|P62702|RS4X_MOUSE 40S ribosomal protein S4, X isoform OS=Mus musculus OX=10090 GN=Rps4x PE=1 SV=2",,25,1.149381134,0.790330447,-0.574489524,-1.681872198,-2.626106226,0.979113406,0.824089187,-0.438435607,-1.456342237,-2.802175355,1.258822566,0.915292614,-0.295968592,-1.308614292,-2.447139384,0.661182759,0.946912126,-0.458153855,-1.774902929,-2.881165825,1.002949105,0.481482241,-0.283536454,-1.200487633,-2.49365327,0.755106211,0.340222411,-0.31257678,-1.397037829,-2.642956115
P62748;P84075;Q91X97,P62748;P84075,Hippocalcin-like protein 1;Neuron-specific calcium-binding protein hippocalcin,Hpcal1;Hpca,sp|P62748|HPCL1_MOUSE Hippocalcin-like protein 1 OS=Mus musculus OX=10090 GN=Hpcal1 PE=1 SV=2;sp|P84075|HPCA_MOUSE Neuron-specific calcium-binding protein hippocalcin OS=Mus musculus OX=10090 GN=Hpca PE=1 SV=2,,5,-0.516511882,-0.233818625,0.229825071,0.447911842,0.720636116,-0.239074437,0.23252499,0.576170789,0.702837238,0.946790564,-0.27579713,-0.063782624,0.173701561,0.340959483,0.828535967,-0.927279125,-0.894320849,-0.284268234,0.131952856,0.464464373,-0.199932932,0.152206177,-0.068779806,0.100766617,0.597318889,-0.494023052,-0.227538045,-0.22699342,-0.07324228,0.453343063
P62821,P62821,Ras-related protein Rab-1A,Rab1A,sp|P62821|RAB1A_MOUSE Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3,,7,0.116509086,-0.261482812,-0.456659287,-0.084999178,0.174491202,0.19964633,-0.303715972,-0.450362493,-0.03334329,0.497772938,0.065730537,-0.326435973,-0.466533119,-0.170067384,0.288014247,0.332172126,-0.140004996,-0.142514575,0.206043943,1.399579331,0.014345777,-0.361122342,-0.202044191,0.305160331,0.590877897,0.024208848,-0.652098799,-0.575762156,0.042170967,1.171944059
P62827;Q61820,P62827;Q61820,"GTP-binding nuclear protein Ran;GTP-binding nuclear protein Ran, testis-specific isoform",Ran;Rasl2-9,"sp|P62827|RAN_MOUSE GTP-binding nuclear protein Ran OS=Mus musculus OX=10090 GN=Ran PE=1 SV=3;sp|Q61820|RANT_MOUSE GTP-binding nuclear protein Ran, testis-specific isoform OS=Mus musculus OX=10090 GN=Rasl2-9 PE=2 SV=1",,6,-0.743595178,0.073184816,0.549133352,0.517319411,0.249647634,-0.999347975,-0.08680615,0.398120798,0.170760222,-0.022309249,-0.887462488,0.001659392,0.454003186,0.221897411,0.199837988,-1.243400392,-0.751112266,-0.024958292,-0.016480757,-0.107120913,-0.55156738,0.410264634,0.885750606,0.201421732,0.280687262,-0.634529587,0.133489482,0.288902568,0.127956801,-0.211901901
P62874;Q61011,P62874,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,Gnb1,sp|P62874|GBB1_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Mus musculus OX=10090 GN=Gnb1 PE=1 SV=3,,4,0.366514274,-0.371238237,-0.210201961,0.277600353,1.167573326,0.555806274,-0.19967661,-0.170454897,0.265538618,1.63329935,0.573365439,-0.38056899,-0.151274491,0.27528981,1.22690581,-0.048464775,-0.742027941,-0.642450251,-0.043792035,2.230301431,0.351958433,-0.01562912,-0.103462455,0.670929176,1.380272081,0.292780719,-0.506001089,-0.401559924,0.032695957,1.950664843
