"Protein Entry Name"	"Accession No."	"Protein Description"	"Peptides"	"PSMs"	113	114	115	116	117	118	119	121	"markers"	"pd.2013"	"pd.validated"
"NDUS3_HUMAN"	"O75489"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial"	3	3	0.06379695	0.112216662	0.064493002	0.079321142	0.170998701	0.417383537	0.074796082	0.016993924	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"NDUS4_HUMAN"	"O43181"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"	1	1	0.092789634	0.101704426	0.040435893	0.086834735	0.164241508	0.402035817	0.09173801	0.020219977	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"NDUS5_HUMAN"	"O43920"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 5"	1	1	0.028848824	0.044895133	0.031021445	0.061816494	0.166656794	0.572402418	0.094358891	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"NDUS7_HUMAN"	"O75251"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial"	1	1	0.076941222	0.15333473	0.028697472	0.083822221	0.187262964	0.430327856	0.039613534	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"NDUV1_HUMAN"	"P49821"	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (multiple isoforms)"	2	2	0.095862089	0.150280908	0.043799003	0.084680552	0.183525283	0.38783588	0.045465266	0.00855102	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"NENF_HUMAN"	"Q9UMX5"	"Neudesin"	1	1	0.138378634	0.167723587	0.060772769	0.172007213	0.262231434	0.11348283	0.015362708	0.070040824	"unknown"	"unknown"	"unknown"
"NEO1_HUMAN"	"Q92859"	"Neogenin (multiple isoforms)"	1	1	0.181578991	0.193425279	0.124226047	0.186756995	0.160620738	0.06565971	0.01421215	0.073520091	"unknown"	"unknown"	"unknown"
"NEUR1_HUMAN"	"Q99519"	"Sialidase-1"	1	1	0.148357888	0.196215698	0.150359245	0.23277718	0.194132827	0.063292546	0	0.014864616	"unknown"	"PM"	"PM"
"NFU1_HUMAN"	"Q9UMS0"	"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (multiple isoforms)"	1	1	0.087012443	0.132530315	0.074906427	0.077195051	0.152706288	0.380256807	0.073244654	0.022148015	"unknown"	"Mitochondrion"	"Mitochondrion"
"NGBR_HUMAN"	"Q96E22"	"Nogo-B receptor"	1	1	0.109949492	0.195176362	0.059665888	0.162805681	0.282759729	0.189642848	0	0	"unknown"	"unknown"	"unknown"
"NICA_HUMAN"	"Q92542"	"Nicastrin (multiple isoforms)"	2	2	0.216427853	0.234388838	0.093449897	0.212480421	0.189948407	0.051559949	0.000892339	0.000852296	"unknown"	"PM"	"PM"
"NIPS1_HUMAN"	"Q9BPW8"	"Protein NipSnap homolog 1"	1	1	0.134151362	0.146141031	0.040350982	0.08949401	0.169017559	0.38587538	0.034969676	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"NIPS2_HUMAN"	"O75323"	"Protein NipSnap homolog 2"	1	1	0.135823238	0.146332777	0.049540909	0.09343452	0.174906447	0.343150224	0.036792878	0.020019009	"unknown"	"Mitochondrion"	"Mitochondrion"
"NISCH_HUMAN"	"Q9Y2I1"	"Nischarin (multiple isoforms)"	1	1	0.193777181	0.271966345	0.03536366	0.167513224	0.156891317	0.033537241	0	0.140951032	"unknown"	"PM"	"PM"
"NKRF_HUMAN"	"O15226"	"NF-kappa-B-repressing factor"	2	2	0.126241505	0.092686162	0.074833796	0.11202523	0.130468236	0.080875018	0.048184817	0.334685235	"unknown"	"unknown"	"unknown"
"NMDE1_HUMAN"	"Q12879"	"Glutamate [NMDA] receptor subunit epsilon-1"	1	1	0.187843916	0.200313356	0.059662207	0.12487834	0.11069768	0.07109391	0	0.245510592	"unknown"	"unknown"	"unknown"
"NNTM_HUMAN"	"Q13423"	"NAD(P) transhydrogenase, mitochondrial"	2	2	0.099724718	0.124121208	0	0.100067267	0.251217353	0.386381125	0.03848833	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"NOB1_HUMAN"	"Q9ULX3"	"RNA-binding protein NOB1"	1	1	0.166283007	0.103133558	0.097808367	0.167793568	0.169568595	0.076380604	0	0.2190323	"unknown"	"Phenotype 5"	"Nucleus"
"NOP16_HUMAN"	"Q9Y3C1"	"Nucleolar protein 16"	1	1	0.121802403	0.112241813	0.094201047	0.115008137	0.140647792	0.092665068	0.063337939	0.260095801	"unknown"	"unknown"	"unknown"
"NOP2_HUMAN"	"P46087"	"Putative ribosomal RNA methyltransferase NOP2 (multiple isoforms)"	1	1	0.161266144	0.128830021	0.067735861	0.117670282	0.147734729	0.062554537	0.019941402	0.294267024	"unknown"	"unknown"	"unknown"
"NP1L4_HUMAN"	"Q99733"	"Nucleosome assembly protein 1-like 4"	3	3	0.119141662	0.135884641	0.034525084	0.09404186	0.086817542	0.013718497	0	0.515870715	"unknown"	"Phenotype 1"	"Nucleus"
"NPC1_HUMAN"	"O15118"	"Niemann-Pick C1 protein"	1	1	0.133822042	0.248336686	0.048014747	0.307469019	0.233455968	0.028901539	0	0	"unknown"	"Golgi"	"Golgi"
"NSDHL_HUMAN"	"Q15738"	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating"	1	1	0.145462401	0.189265264	0.053769287	0.191899928	0.28950037	0.130102749	0	0	"ER"	"ER"	"ER"
"NSF_HUMAN"	"P46459"	"Vesicle-fusing ATPase"	1	1	0.121562219	0.186734256	0.109788301	0.189020559	0.177730541	0.051830183	0.046341048	0.116992892	"unknown"	"unknown"	"unknown"
"NSMA3_HUMAN"	"Q9NXE4"	"Sphingomyelin phosphodiesterase 4 (multiple isoforms)"	1	1	0.062743846	0.166518369	0.053781241	0.15655376	0.312028052	0.1878047	0.060570031	0	"unknown"	"ER"	"ER"
"NT5D2_HUMAN"	"Q9H857"	"5'-nucleotidase domain-containing protein 2 (multiple isoforms)"	2	2	0.128996005	0.138966308	0.0540195	0.088114387	0.141939329	0.372684713	0.070641739	0.004638019	"unknown"	"Mitochondrion"	"Mitochondrion"
"NT5D3_HUMAN"	"Q86UY8"	"5'-nucleotidase domain-containing protein 3 (multiple isoforms)"	1	1	0.171499067	0.152779986	0.032069209	0.10510405	0.20439174	0.334155949	0	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"NTF2_HUMAN"	"P61970"	"Nuclear transport factor 2"	1	1	0.089652307	0.088025423	0.037497098	0.041201266	0.071333348	0.022792616	0.012279343	0.637218599	"unknown"	"Phenotype 1"	"unknown"
"NTM1A_HUMAN"	"Q9BV86"	"Alpha N-terminal protein methyltransferase 1A (multiple isoforms)"	1	1	0.071094359	0.07963656	0.034887018	0.058674246	0.048243891	0.019622675	0.007469518	0.680371734	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"NTPCR_HUMAN"	"Q9BSD7"	"Cancer-related nucleoside-triphosphatase"	1	1	0.147299791	0.102556865	0.036756183	0.09104259	0.185349718	0.186302468	0.07485217	0.175840215	"unknown"	"unknown"	"unknown"
"NU155_HUMAN"	"O75694"	"Nuclear pore complex protein Nup155 (multiple isoforms)"	1	1	0.15553874	0.200495479	0.101566795	0.089398891	0.182204334	0.129579812	0.035593695	0.105622254	"unknown"	"Mitochondrion"	"Mitochondrion"
"NU188_HUMAN"	"Q5SRE5"	"Nucleoporin NUP188 homolog (multiple isoforms)"	1	1	0.16325274	0.180496473	0.043079298	0.134670609	0.207021101	0.091098596	0.037375951	0.143005232	"unknown"	"unknown"	"unknown"
"NUCB1_HUMAN"	"Q02818"	"Nucleobindin-1"	2	2	0.187916387	0.178016574	0.061702896	0.194591809	0.283761292	0.080879006	0.013132036	0	"unknown"	"unknown"	"unknown"
"NUCB2_HUMAN"	"P80303"	"Nucleobindin-2 (multiple isoforms)"	1	1	0.06571331	0.102114656	0.163020029	0.138783612	0.312259013	0.121168992	0.071746033	0.025194355	"unknown"	"ER"	"ER"
"NUCL_HUMAN"	"P19338"	"Nucleolin"	3	3	0.048815309	0.062452273	0.021592744	0.050543218	0.100753253	0.062657094	0.013209599	0.63997651	"unknown"	"unknown"	"unknown"
"NUD19_HUMAN"	"A8MXV4"	"Nucleoside diphosphate-linked moiety X motif 19, mitochondrial"	1	1	0.105774305	0.113759845	0.066545425	0.085892333	0.168134408	0.341077433	0.091217624	0.027598627	"unknown"	"Mitochondrion"	"Mitochondrion"
"NUDC_HUMAN"	"Q9Y266"	"Nuclear migration protein nudC"	1	1	0.100327536	0.11132633	0.040445296	0.079368381	0.074752969	0.020703856	0.004088582	0.56898705	"unknown"	"Phenotype 1"	"unknown"
"NUDT5_HUMAN"	"Q9UKK9"	"ADP-sugar pyrophosphatase"	1	1	0.139705706	0.105923124	0.034533182	0.087496217	0.074764042	0.036937341	0	0.520640388	"unknown"	"Phenotype 1"	"unknown"
"NUMA1_HUMAN"	"Q14980"	"Nuclear mitotic apparatus protein 1 (multiple isoforms)"	1	1	0.069235989	0.105375197	0.031823663	0.042585974	0.101536024	0.060061337	0.051374984	0.538006831	"unknown"	"unknown"	"unknown"
"NUMB_HUMAN"	"P49757"	"Protein numb homolog (multiple isoforms)"	1	1	0.164796675	0.193788819	0.115038012	0.150241574	0.298495883	0.077639037	0	0	"PM"	"PM"	"PM"
"NUP93_HUMAN"	"Q8N1F7"	"Nuclear pore complex protein Nup93"	1	1	0.119495537	0.158879368	0.016365202	0.099281624	0.13073832	0.04795022	0	0.42728973	"unknown"	"unknown"	"unknown"
"OAT_HUMAN"	"P04181"	"Ornithine aminotransferase, mitochondrial"	5	5	0.12206819	0.127406247	0.067330438	0.070099964	0.153228094	0.378354903	0.080346046	0.001166118	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"OCAD1_HUMAN"	"Q9NX40"	"OCIA domain-containing protein 1 (multiple isoforms)"	1	1	0.11274235	0.122678394	0.041212974	0.081683472	0.179690161	0.423307197	0.038685453	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"ODO1_HUMAN"	"Q02218"	"2-oxoglutarate dehydrogenase, mitochondrial"	1	1	0.118433417	0.11524913	0.069591618	0.089296197	0.163138185	0.346231958	0.073103804	0.024955692	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ODO2_HUMAN"	"P36957"	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial"	2	2	0.123103071	0.13171949	0.065700232	0.081294983	0.146580452	0.343428527	0.081455578	0.026717668	"unknown"	"Mitochondrion"	"Mitochondrion"
"ODP2_HUMAN"	"P10515"	"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial"	1	1	0.096907444	0.137684958	0.039184385	0.099038256	0.184370401	0.381179964	0.061634593	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ODPA_HUMAN"	"P08559"	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	4	4	0.142475063	0.15068168	0.036858226	0.072921012	0.161465183	0.372451873	0.05523581	0.007911152	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ODPB_HUMAN"	"P11177"	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (multiple isoforms)"	1	1	0.040150313	0.078234014	0.079106108	0.058481197	0.180851672	0.475369351	0.087807346	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"OFUT1_HUMAN"	"Q9H488"	"GDP-fucose protein O-fucosyltransferase 1 (multiple isoforms)"	1	1	0.202457769	0.261671921	0.049847619	0.161599984	0.226952428	0.097470279	0	0	"ER"	"ER"	"ER"
"OPA1_HUMAN"	"O60313"	"Dynamin-like 120 kDa protein, mitochondrial (multiple isoforms)"	2	2	0.141724202	0.161072093	0.034376721	0.100315072	0.184850771	0.349180658	0.022454485	0.006025997	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"OPA3_HUMAN"	"Q9H6K4"	"Optic atrophy 3 protein (multiple isoforms)"	1	1	0.130456284	0.174963675	0.036911575	0.07978166	0.175568269	0.355938781	0.040699634	0.005680122	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"ORML1_HUMAN"	"Q9P0S3"	"ORM1-like protein 1"	1	1	0	0.203845475	0.123218334	0.142277261	0.292289235	0.157938695	0.080430999	0	"ER"	"ER"	"ER"
"OSBL8_HUMAN"	"Q9BZF1"	"Oxysterol-binding protein-related protein 8 (multiple isoforms)"	2	2	0.128336475	0.195716121	0.068810364	0.119813125	0.378504334	0.106138608	0.002680973	0	"unknown"	"unknown"	"unknown"
"OSBL9_HUMAN"	"Q96SU4"	"Oxysterol-binding protein-related protein 9 (multiple isoforms)"	1	1	0.129730024	0.16392267	0.116902979	0.123491211	0.187237234	0.136284567	0	0.142431316	"unknown"	"PM"	"PM"
"OST48_HUMAN"	"P39656"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"	4	4	0.156011183	0.159024961	0.068032845	0.170470827	0.250411854	0.166419553	0.027260872	0.002367905	"ER"	"ER"	"ER"
"OTUB1_HUMAN"	"Q96FW1"	"Ubiquitin thioesterase OTUB1 (multiple isoforms)"	1	1	0.16081612	0.111190511	0.046406088	0.092610256	0.098893331	0.040029987	0.02134143	0.428712276	"unknown"	"unknown"	"unknown"
"OXA1L_HUMAN"	"Q15070"	"Mitochondrial inner membrane protein OXA1L (multiple isoforms)"	1	1	0.090517433	0.143314412	0.034348072	0.096745646	0.179764629	0.394956753	0.043529208	0.016823847	"unknown"	"Mitochondrion"	"Mitochondrion"
"OXSR1_HUMAN"	"O95747"	"Serine/threonine-protein kinase OSR1"	1	1	0.127192117	0.142019707	0.115298532	0.077004229	0.124654798	0.313735675	0.085071446	0.015023496	"unknown"	"Mitochondrion"	"Mitochondrion"
"P2RX4_HUMAN"	"Q99571"	"P2X purinoceptor 4"	1	1	0.150786844	0.121191012	0.021286751	0.117884012	0.134525343	0.04946024	0	0.404865798	"unknown"	"unknown"	"unknown"
"P3H1_HUMAN"	"Q32P28"	"Prolyl 3-hydroxylase 1 (multiple isoforms)"	2	2	0.152614025	0.182444306	0.081928502	0.171134178	0.252822015	0.108087957	0.017859218	0.0331098	"unknown"	"unknown"	"unknown"
"P4HA1_HUMAN"	"P13674"	"Prolyl 4-hydroxylase subunit alpha-1 (multiple isoforms)"	3	3	0.117115359	0.120903807	0.139496008	0.142575261	0.229555167	0.140192305	0.060216074	0.049946019	"unknown"	"ER"	"ER"
"P4HA2_HUMAN"	"O15460"	"Prolyl 4-hydroxylase subunit alpha-2 (multiple isoforms)"	2	2	0.115924407	0.145959023	0.120171097	0.163404628	0.260625197	0.124360335	0.02645392	0.043101393	"ER"	"ER"	"ER"
"P4K2A_HUMAN"	"Q9BTU6"	"Phosphatidylinositol 4-kinase type 2-alpha"	2	2	0.167479134	0.247956031	0.111078346	0.260399537	0.168627674	0.034181801	0	0.010277477	"PM"	"PM"	"PM"
"P4K2B_HUMAN"	"Q8TCG2"	"Phosphatidylinositol 4-kinase type 2-beta"	1	1	0.183834597	0.242128515	0.1288313	0.212865989	0.168208702	0.015816368	0	0.04831453	"unknown"	"PM"	"PM"
"P5CR2_HUMAN"	"Q96C36"	"Pyrroline-5-carboxylate reductase 2"	1	1	0.153276445	0.177637104	0.026427573	0.088683227	0.165336498	0.332737503	0.037204441	0.018697208	"unknown"	"Mitochondrion"	"Mitochondrion"
"P5CS_HUMAN"	"P54886"	"Delta-1-pyrroline-5-carboxylate synthase (multiple isoforms)"	2	2	0.125626801	0.139060995	0.039585113	0.087282754	0.151608431	0.398461645	0.052136016	0.006238245	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"PA1B3_HUMAN"	"Q15102"	"Platelet-activating factor acetylhydrolase IB subunit gamma"	2	2	0.13960583	0.136640401	0.044448162	0.08029525	0.073102958	0.023883639	0.006553325	0.495470435	"unknown"	"Phenotype 1"	"Cytosol"
"PA2G4_HUMAN"	"Q9UQ80"	"Proliferation-associated protein 2G4"	5	5	0.143378451	0.136710159	0.084180531	0.126714389	0.185756105	0.112233625	0.033428315	0.177598425	"unknown"	"unknown"	"unknown"
"PABP4_HUMAN"	"Q13310"	"Polyadenylate-binding protein 4 (multiple isoforms)"	3	3	0.158250591	0.144903355	0.031340393	0.106142569	0.148433412	0.100836777	0.015437358	0.294655544	"unknown"	"unknown"	"unknown"
"PAIP1_HUMAN"	"Q9H074"	"Polyadenylate-binding protein-interacting protein 1 (multiple isoforms)"	1	1	0.102211372	0.129384579	0.042968411	0.098585005	0.096577141	0.053868874	0.009756704	0.466647914	"unknown"	"unknown"	"unknown"
"PALD_HUMAN"	"Q9ULE6"	"Paladin"	2	2	0.249010722	0.228041537	0.126837514	0.134228173	0.126548784	0.042168325	0	0.093164944	"unknown"	"PM"	"PM"
"PAPS2_HUMAN"	"O95340"	"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (multiple isoforms)"	1	1	0.039536317	0.056235352	0.025963607	0.050043389	0.071520118	0.065904001	0	0.690797216	"unknown"	"unknown"	"unknown"
"PARK7_HUMAN"	"Q99497"	"Protein DJ-1"	2	2	0.06407186	0.086660476	0.041173448	0.069855297	0.081753889	0.102686345	0.015837571	0.537961115	"unknown"	"unknown"	"unknown"
"PARL_HUMAN"	"Q9H300"	"Presenilins-associated rhomboid-like protein, mitochondrial (multiple isoforms)"	1	1	0.073722338	0.081843031	0	0.088499255	0.108356829	0.510991667	0.136586881	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"PARP1_HUMAN"	"P09874"	"Poly [ADP-ribose] polymerase 1"	3	3	0.048711567	0.074482728	0.047775771	0.070122309	0.102800313	0.12938144	0.458596768	0.068129104	"unknown"	"Phenotype 4"	"Nucleus.Chromatin"
"PARP4_HUMAN"	"Q9UKK3"	"Poly [ADP-ribose] polymerase 4"	1	1	0.104420242	0.095291916	0.067277901	0.071042627	0.07337678	0.024699701	0	0.563890834	"unknown"	"Phenotype 1"	"Cytosol.Nucleus"
"PCAT1_HUMAN"	"Q8NF37"	"Lysophosphatidylcholine acyltransferase 1"	3	3	0.101724763	0.19041066	0.092929238	0.142745892	0.321594318	0.150595129	0	0	"unknown"	"unknown"	"unknown"
"PCAT2_HUMAN"	"Q7L5N7"	"Lysophosphatidylcholine acyltransferase 2 (multiple isoforms)"	1	1	0.186378761	0.181343583	0.122531031	0.167466641	0.201254191	0.099031371	0.033324588	0.008669834	"unknown"	"unknown"	"unknown"
"PCBP1_HUMAN"	"Q15365"	"Poly(rC)-binding protein 1"	1	1	0.123708521	0.122535789	0.038753176	0.082618048	0.118430433	0.066324874	0.025028482	0.422600677	"unknown"	"unknown"	"unknown"
"PCCA_HUMAN"	"P05165"	"Propionyl-CoA carboxylase alpha chain, mitochondrial (multiple isoforms)"	1	1	0.16092888	0.157078154	0.062161892	0.090768362	0.15459897	0.302669045	0.056281741	0.015512955	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"PCKGM_HUMAN"	"Q16822"	"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial (multiple isoforms)"	2	2	0.137402659	0.140095029	0.038867001	0.095060301	0.139651601	0.394370132	0.054553277	0	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"PDC10_HUMAN"	"Q9BUL8"	"Programmed cell death protein 10"	2	2	0.272463183	0.245607683	0.083089129	0.167515685	0.140518329	0.02396911	0.007161329	0.059675552	"unknown"	"PM"	"PM"
"PDC6I_HUMAN"	"Q8WUM4"	"Programmed cell death 6-interacting protein"	1	1	0	0.084899793	0.045705067	0.063187615	0.119428605	0.042905184	0	0.643873737	"unknown"	"unknown"	"unknown"
"PDCD4_HUMAN"	"Q53EL6"	"Programmed cell death protein 4"	1	1	0	0.066849328	0.061187519	0.034018206	0.050992686	0.033126126	0	0.753826136	"unknown"	"Phenotype 2"	"Cytosol.Nucleus"
"PDCD6_HUMAN"	"O75340"	"Programmed cell death protein 6"	2	2	0.125123648	0.146463685	0.031437288	0.081126882	0.068461645	0.016551531	0	0.530835322	"ER"	"ER"	"ER"
"PDIA1_HUMAN"	"P07237"	"Protein disulfide-isomerase"	5	5	0.157986813	0.182163257	0.049507117	0.182756145	0.275311847	0.102867561	0.007869596	0.041537663	"ER"	"ER"	"ER"
"PDIA3_HUMAN"	"P30101"	"Protein disulfide-isomerase A3"	4	4	0.108047134	0.160828626	0.05993707	0.191872881	0.285036535	0.127398358	0.011346902	0.055532495	"unknown"	"ER"	"ER"
"PDIA4_HUMAN"	"P13667"	"Protein disulfide-isomerase A4"	2	2	0.144311146	0.160212585	0.068089497	0.131825418	0.307811358	0.128591441	0.006544944	0.052613612	"unknown"	"ER"	"ER"
"PDLI5_HUMAN"	"Q96HC4"	"PDZ and LIM domain protein 5 (multiple isoforms)"	1	1	0.241970499	0.184634348	0.063648284	0.13890164	0.178829103	0.082161714	0	0.109854411	"unknown"	"unknown"	"unknown"
"PDLI7_HUMAN"	"Q9NR12"	"PDZ and LIM domain protein 7 (multiple isoforms)"	1	1	0.05405397	0.128481496	0.037944694	0.103191784	0.153326117	0.054798389	0.012004257	0.456199294	"unknown"	"unknown"	"unknown"
"PEF1_HUMAN"	"Q9UBV8"	"Peflin"	1	1	0.138388905	0.153886429	0.062736679	0.112313853	0.088480618	0.02334013	0.006166299	0.414687087	"unknown"	"Phenotype 1"	"Cytosol"
"PELP1_HUMAN"	"Q8IZL8"	"Proline-, glutamic acid- and leucine-rich protein 1 (multiple isoforms)"	1	1	0.083023117	0.158001721	0.011319542	0.086499535	0.190087147	0.164473775	0	0.306595163	"unknown"	"unknown"	"unknown"
"PFD2_HUMAN"	"Q9UHV9"	"Prefoldin subunit 2"	1	1	0.13557018	0.103000668	0.044219327	0.076888216	0.057333258	0	0	0.58298835	"unknown"	"Phenotype 1"	"unknown"
"PGAM5_HUMAN"	"Q96HS1"	"Serine/threonine-protein phosphatase PGAM5, mitochondrial (multiple isoforms)"	5	5	0.123034898	0.138871809	0.037579753	0.095048684	0.162484837	0.395359189	0.041944304	0.005676526	"Mitochondrion"	"Mitochondrion"	"Mitochondrion"
"PGAP1_HUMAN"	"Q75T13"	"GPI inositol-deacylase (multiple isoforms)"	1	1	0.015113057	0.456792386	0.49579165	0.010755797	0.011010642	0.0042108	0	0.006325668	"ER"	"ER"	"ER"
"PGK1_HUMAN"	"P00558"	"Phosphoglycerate kinase 1"	1	1	0.122453328	0.097206766	0.048491162	0.059639233	0.043587085	0	0	0.628622427	"unknown"	"Phenotype 1"	"Cytosol"
"PGLT1_HUMAN"	"Q8NBL1"	"Protein O-glucosyltransferase 1"	1	1	0.184375588	0.17983368	0.084936404	0.15423887	0.240449418	0.124750088	0	0.031415952	"ER"	"ER"	"ER"
"PGRC1_HUMAN"	"O00264"	"Membrane-associated progesterone receptor component 1"	4	4	0.148935599	0.158348409	0.099789803	0.180604373	0.266242269	0.133460734	0.012618814	0	"unknown"	"unknown"	"unknown"
"PGRC2_HUMAN"	"O15173"	"Membrane-associated progesterone receptor component 2"	2	2	0.136835066	0.170242765	0.104793824	0.163722267	0.252984874	0.134849758	0.036571446	0	"unknown"	"unknown"	"unknown"
"PHB_HUMAN"	"P35232"	"Prohibitin"	2	2	0.112012041	0.120568828	0.000665475	0.094023678	0.192325911	0.426845679	0.053558388	0	"unknown"	"Mitochondrion"	"Mitochondrion"
"PHB2_HUMAN"	"Q99623"	"Prohibitin-2"	5	5	0.117405953	0.13126985	0.055357445	0.083014965	0.163999292	0.378184538	0.069332391	0.001435566	"unknown"	"Mitochondrion"	"Mitochondrion"
"PHP14_HUMAN"	"Q9NRX4"	"14 kDa phosphohistidine phosphatase (multiple isoforms)"	1	1	0.167182992	0.148967126	0.054773084	0.095942665	0.061724333	0.02680741	0	0.44460239	"unknown"	"Phenotype 1"	"Cytosol"
"PI42C_HUMAN"	"Q8TBX8"	"Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma"	1	1	0.361298905	0.237646421	0.033919356	0.135932581	0.128509292	0	0	0.102693444	"unknown"	"unknown"	"unknown"
"PI51A_HUMAN"	"Q99755"	"Phosphatidylinositol-4-phosphate 5-kinase type-1 alpha (multiple isoforms)"	1	1	0.135575755	0.131261405	0.101614767	0.138827059	0.311658136	0.137192502	0	0.043870375	"unknown"	"ER"	"ER"
"PIGG_HUMAN"	"Q5H8A4"	"GPI ethanolamine phosphate transferase 2 (multiple isoforms)"	1	1	0.122235624	0.217451271	0.037855091	0.166263374	0.318343734	0.122597933	0.011475301	0.003777671	"ER"	"ER"	"ER"
"PIGT_HUMAN"	"Q969N2"	"GPI transamidase component PIG-T (multiple isoforms)"	1	1	0.203863264	0.178628987	0.072399806	0.159608624	0.225239724	0.128532251	0.024942329	0.006785016	"ER"	"ER"	"ER"
"PIHD1_HUMAN"	"Q9NWS0"	"PIH1 domain-containing protein 1"	1	1	0.227302264	0.187462644	0.093838014	0.125070715	0.148092016	0	0	0.218234346	"unknown"	"unknown"	"unknown"
"PIMT_HUMAN"	"P22061"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase (multiple isoforms)"	2	2	0.086699449	0.103708357	0.064362243	0.036338506	0.057539223	0.104308565	0	0.547043658	"unknown"	"Phenotype 8"	"unknown"
"PIPNB_HUMAN"	"P48739"	"Phosphatidylinositol transfer protein beta isoform (multiple isoforms)"	1	1	0.095019715	0.189998719	0.028174845	0.076921355	0.107011852	0	0	0.502873514	"Golgi"	"Golgi"	"Golgi"
"PKN1_HUMAN"	"Q16512"	"Serine/threonine-protein kinase N1 (multiple isoforms)"	1	1	0.218515047	0.201416179	0.092310992	0.126855122	0.126798368	0.059126675	0.031983357	0.14299426	"unknown"	"PM"	"PM"
"PKN2_HUMAN"	"Q16513"	"Serine/threonine-protein kinase N2"	1	1	0.167849702	0.245023849	0.064741341	0.184574524	0.238379706	0.051700887	0.014138237	0.033591755	"unknown"	"unknown"	"unknown"
"PKP2_HUMAN"	"Q99959"	"Plakophilin-2 (multiple isoforms)"	3	3	0.242068756	0.21638587	0.070199668	0.13664463	0.21650086	0.092736608	0.008940042	0.016523566	"unknown"	"unknown"	"unknown"
"PLAK_HUMAN"	"P14923"	"Junction plakoglobin"	2	2	0.202019706	0.230214423	0.128000664	0.150471072	0.198397145	0.066287219	0.008795171	0.015814601	"unknown"	"PM"	"PM"
"PLBL2_HUMAN"	"Q8NHP8"	"Putative phospholipase B-like 2"	1	1	0.130701501	0.26127039	0.057336606	0.268916194	0.239279914	0.030299476	0	0.012195919	"unknown"	"unknown"	"unknown"
"PLCB3_HUMAN"	"Q01970"	"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-3"	2	2	0.27285711	0.263353009	0.15767782	0.147982223	0.107526524	0.02292697	0.00825569	0.019420656	"unknown"	"PM"	"PM"
"PLD3_HUMAN"	"Q8IV08"	"Phospholipase D3"	3	3	0.155095528	0.207574762	0.127206943	0.25971858	0.216939742	0.033464445	0	0	"ER"	"ER"	"ER"
"PLIN3_HUMAN"	"O60664"	"Perilipin-3 (multiple isoforms)"	1	1	0.152098615	0.106434793	0.037586074	0.076848413	0.059444904	0.017650275	0	0.549936926	"unknown"	"Phenotype 1"	"unknown"
"PLOD1_HUMAN"	"Q02809"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	3	3	0.140983523	0.169529607	0.049059955	0.171134917	0.292788949	0.140211431	0.014542727	0.021748891	"ER"	"ER"	"ER"
"PLOD2_HUMAN"	"O00469"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (multiple isoforms)"	2	2	0.143840532	0.175018577	0.071863387	0.161346174	0.253327048	0.115930573	0.019852511	0.058821199	"ER"	"ER"	"ER"
