IPI,UniProt,Name,Log[Intensity],NumPeptides,"Mito (Fr4)","ER (Fr11)","Golgi (Fr13)","ERGDV (Fr14)","EE (Fr16)","RE/TGN (Fr17)","PM (Fr19)","PS (Fr20)","Cyto (Fr30)",Nucleus
IPI00126726,Q9R004,"Breast cancer resistance protein 1 ",3.29334385606526,2,,,,,,0.02728913506937,,,,
IPI00126861,P21981,"Protein-glutamine gamma-glutamyltransferase ",3.94348505184944,5,,,,,,,,,0.00034489900179,
IPI00126940,Q6JAM3,"Adenosine kinase long isoform ",4.98938437624398,5,,,,,,,,,0.00031923236192,
IPI00127016,Q9R092,"Trans-retinol/estrogen dehydrogenase ",4.22017466593818,5,,,,0.02477264101615,,0.02515584567229,0.03089584960332,,0.0011427420806,
IPI00127050,Q91VM9,"Inorganic pyrophosphatase 2 ",3.646579245,1,0.04453556720777,,,,,,,,,
IPI00127172,Q8BKG1,"ATP-dependent helicase DDX1",3.94335550013002,5,0.13057988068224,,,0.01626307359598,,,,,,
IPI00127206,Q91Y97,"aldolase 2, B isoform ",6.06958826102382,5,,0.00392389641827,,,,,,0.0215730080698,8.2838864467562E-06,
IPI00127207,P15105,"Glutamine synthetase ",5.36110770672594,5,,0.00559096296534,,,,0.01814930940491,,,,
IPI00127415,Q61937,"Nucleophosmin ",3.84100056153657,4,,0.0413232345332,,0.0362345844349,,0.02111871479318,,,,16.9916763492178
IPI00127417,Q01768,"Nucleoside diphosphate kinase B ",4.97362398279061,5,,,,,,,,0.00257103620316,0.00086379453119,
IPI00127558,Q9R0H0,"Acyl-coenzyme A oxidase 1, peroxisomal ",4.762081444,5,0.05640171119614,,,,,,,,,
IPI00127560,P07309,"Transthyretin precursor ",4.48347438356873,5,,,0.036688655578,0.00638868305428,0.02818799047458,,,,0.00166972626026,
IPI00127596,P07310,"Creatine kinase, M chain ",3.8809325759602,4,,,,,,,,,0.00028911067635,
IPI00127691,P51855,"Glutathione synthetase ",3.77527935921896,5,,,,,,,,,0.00013220319448,
IPI00127841,P51881,"ADP,ATP carrier protein, fibroblast isoform ",4.93672945,5,0.00269071420849,,,,,,,,,
IPI00127942,Q9R0P5,"Destrin ",4.40996418923877,5,,,,,,,,,0.00018887479198,
IPI00127983,Q9R0Q3,"Cop-coated vesicle membrane protein p24 precursor ",3.76124071335903,2,,0.04470699850235,,,,,,,,
IPI00128023,Q91WD5,"NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial precursor ",4.078002339,1,0.00819697008667,,,,,,,,,
IPI00128071,Q9Z1Z0,"Vesicle docking protein ",3.56833051242441,5,,,0.02770322002245,0,,,0.02009266467094,,0.02097228373827,
IPI00128137,Q91WH2,"RIKEN cDNA 9430041C03 ",5.18137210733051,5,,,,,,0.01636619590842,0.04615830013834,,,
IPI00128154,P06797,"Cathepsin L precursor ",3.74118115106927,2,,0.01734525123311,,,,,,,,
IPI00128230,Q9R190,"Metastasis associated protein MTA2 ",3.45472383573992,3,,,,,,,,,,3.52388944508737
IPI00128271,Q8CH15,"Kynurenine 3-monooxygenase ",3.89378373298869,3,0.0460729849417,,,,,0.0444880055372,,,,
IPI00128287,P00186,"Cytochrome P450 1A2 ",5.23120418654456,5,,,,,,,0.03481971176972,,,
IPI00128346,Q91WS0,"Uncharacterized hematopoietic stem/progenitor cells protein MDS029 homolog ",4.31699320097527,3,,,,0.02507907170915,,,,,,
IPI00128352,Q91WS5,"1810055E12Rik protein ",3.55780200786799,2,,,,,0.00557650840182,,,,,
IPI00128370,O08709,"peroxiredoxin 6 ",5.56189879933642,5,,,,,,,,,0.00031699759254,
IPI00128376,Q91WT7,"RIKEN cDNA 9030611N15 ",4.94746757889875,5,,,,,,0.02287880100802,0.01603585413217,,0.00011733874569,
IPI00128399,Q91WU0,"Hypothetical protein AU018778 ",5.10420321175995,5,,0.0255369312239,,,,,,,,
IPI00128434,P49429,"4-hydroxyphenylpyruvic acid dioxygenase ",5.63637492833173,5,,,,,,,,,0.00438117565973,
IPI00128484,Q91X72,"Hemopexin precursor ",4.4136460587505,5,,0.02064251726198,,,0.01953654826514,0.01909344073306,,,0.00076705441834,
IPI00128518,Q91X83,"Methionine adenosyltransferase I, alpha ",5.06483337240251,5,,,,,,,,,0.00091222187835,
IPI00128556,Q91X91,"Nicotinate-nucleotide pyrophosphorylase ",4.18433079612858,5,,,,,,,,0.01070895557961,0.00118720267506,
IPI00128692,Q9R1J0,"NAD(P)-dependent steroid dehydrogenase ",3.89962331715089,5,,0.00804409401836,,,,,,,,
IPI00128738,,"beta-alanine-pyruvate aminotransferase, similar to",4.148843561,1,0.03137128584457,,,,,,,,,
IPI00128867,Q8BQK8,"Vascular actin single-stranded DNA-binding factor 2 p44 component ",3.16854942482414,1,,,,,,0.01340951912153,0.00455649862229,,,
IPI00128945,Q9R1P3,"Proteasome subunit beta type 2 ",4.01255421152216,5,,,,,,,,,0.04523446228259,
IPI00129011,Q91XD4,"Formimidoyltransferase-cyclodeaminase ",5.17200687101968,5,,,,,,,,,0.01223319957546,
IPI00129056,Q91XE0,"Glycine-N-acyltransferase ",4.514645799,5,0.02396508451604,,,,,,,,,
IPI00129096,Q91XF0,"Pyridoxine-5'-phosphate oxidase ",3.85958982898518,3,,,,,,,,,0.00022800620331,
IPI00129164,Q64105,"Sepiapterin reductase ",4.85550595682574,5,,,,,,,,,0.00040360583984,
IPI00129178,P29758,"Ornithine aminotransferase, mitochondrial precursor ",4.982421844,5,0.09085561222368,,,,,,,,,
IPI00129225,O08677,"Kininogen precursor ",3.47395567139599,2,,,,0.01852620895854,,,,,,
IPI00129240,P29788,"Vitronectin precursor ",3.86794528061658,2,,,0.02440647332245,,,,,,,
IPI00129276,P23116,"Eukaryotic translation initiation factor 3 subunit 10 ",4.959942366,5,0.01715587124778,,,,,,,,,
IPI00129319,Q9Z105,"Protein phosphatase-1 regulatory subunit 7 ",3.39546270958122,3,,,,,,,,,0.00188947288289,
IPI00129430,Q7TMH7,"PTB-associated splicing factor ",4.650832603,3,,,,,,,,,,12.5148583415277
IPI00129517,P99029,"Peroxiredoxin 5, mitochondrial precursor ",4.86725803374115,5,0.01521917874032,,,,,,,,0.00046118987695,
IPI00129526,P08113,"Endoplasmin precursor ",5.37050697804149,5,,0.01713264098232,,,,,,,,
IPI00129528,Q9R2C2,"Tyrosine-ester sulfotransferase ",4.12238505217793,5,,,,,,,,0.0249188406204,0.00029670545099,
IPI00129577,Q9Z0X1,"Programmed cell death protein 8, mitochondrial precursor ",4.372971524,5,0.14557551086076,,,,,,,,,
IPI00129677,P34927,"Asialoglycoprotein receptor major subunit ",4.72818286018468,5,,,,,,,0.01155367649302,,,
IPI00129685,P14701,"Translationally controlled tumor protein ",4.50169717064123,3,,,,,,,,0.02271275484999,,
IPI00129755,P22599,"Alpha-1-antitrypsin 1-2 precursor ",5.11839687903394,5,,,,,,,0.03050957073713,,0.00222119884123,
IPI00129808,,"similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand binding protein) (hnRNP core protein A1) (HDP-1) (Topoisomerase-inhibitor suppressed) ",4.69851787,2,,,,,,,,,,52.866984572595
IPI00129907,Q8BMP6,"Peripherial benzodiazepine receptor associated protein PAP7 ",3.37598862495356,1,,,0.00987736208761,0.00644336410014,,,,,,
IPI00129928,P97807,"Fumarate hydratase, mitochondrial precursor ",4.84489856112947,5,0.00570307317237,,,,,0.02405847684331,,,0.00154606818347,
IPI00129963,O35386,"Phytanoyl-CoA dioxygenase, peroxisomal precursor ",3.58504906083011,4,,,0.02089673041459,,,,,,,
IPI00130010,P06909,"Complement factor H precursor ",3.69985814537025,3,,,,0.02009483358726,,,,,,
IPI00130087,Q9Z1D1,"Eukaryotic translation initiation factor 3 subunit 4 ",3.90097916166238,3,,,,,,,0.03829282893296,,0.00578878676326,
IPI00130095,P97855,"Ras-GTPase-activating protein binding protein 1 ",4.21927743528164,5,,0.01344439234803,,0.03697930426849,,0.00171504727605,,,,
IPI00130118,P61027,"Ras-related protein Rab-10 ",4.15024835239277,5,,0.03356262963368,,0.00494756481856,0.03808520775593,,0.01628561893277,,,
IPI00130144,P97869,"Microsomal epoxide hydrolase ",4.93995532165172,5,,0.01131719374527,,,,,,,,3.10088670111759
IPI00130280,Q03265,"ATP synthase alpha chain, mitochondrial precursor ",5.190633087,5,0.00104585780346,,,,,,,,,
IPI00130322,Q9Z1P6,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7 (B14.5a) ",3.646848945,1,0.13865046287916,,,,,,,,,
IPI00130333,Q91YP3,"Putative deoxyribose-phosphate aldolase ",4.03442003675841,5,,,,,,,0.03433513608443,,0.03131136090087,
IPI00130353,Q9Z1Q9,"Valyl-tRNA synthetase 2 ",3.84146328919887,5,,,,,,,,,0.03853151005242,
IPI00130444,Q9Z1T1,"Adapter-related protein complex 3 beta 1 subunit ",3.45113763049946,2,,,,,,0.0129575706674,0.01668002830474,,,
IPI00130460,Q91YT0,"NADH-ubiquinone oxidoreductase 51 kDa subunit, mitochondrial precursor ",3.850263126,1,0.03157214982571,,,,,,,,,
IPI00130462,Q91YT1,"RIKEN cDNA 3110038B19 ",3.86252452329315,5,,,,,0.00697924542571,,,0.04104864962369,,
IPI00130489,Q6PHN9,"RIKEN cDNA 9530019H02 ",4.18941935969922,2,,0.04607728709456,,,,0.00230700401759,0.04970289831588,,,
IPI00130530,Q91Z53,"Glyoxylate reductase/hydroxypyruvate reductase ",4.61581794420861,5,,,,,,,,,9.97945190867871E-05,
IPI00130535,P53395,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor ",3.759332028,4,0.01155107069188,,,,,,,,,
IPI00130589,P08228,"superoxide dismutase 1, soluble ",5.04076951298614,5,,,,,,,,0.00957972768862,0.0007899986136,
IPI00130640,P52760,"Ribonuclease UK114 ",5.77942023824403,5,,,,,,,,,0.01266803639309,
IPI00130670,Q9Z1Z2,"Serine-threonine kinase receptor-associated protein ",3.46500714314483,2,,,,,,,0.01069326305537,,,
IPI00130714,Q8CGK0,"RIKEN cDNA A230046K03 gene ",3.4040602605685,3,,,,0.01188007226909,,0.01029802961714,,,,
IPI00130758,O89051,"Integral membrane protein 2B ",3.48942953579318,2,,,,,,,0.02162865745329,,,
IPI00130804,O35459,"Delta3,5-delta2,4-dienoyl-CoA isomerase, mitochondrial precursor ",3.906240154,1,0.00327111125646,,,,,,,,,
IPI00130833,O35465,"38 kDa FK-506 binding protein homolog ",3.54693078553411,3,,0.04890194038248,,,,,,,,
IPI00130840,O89079,"Coatomer epsilon subunit ",3.99162890954322,5,,,,0.00154504003597,0.02054241781965,0.01937220461827,0.01616123115483,,,
IPI00130883,O89086,"Putative RNA-binding protein 3 ",4.69518033817166,3,,,,,,,,,,2.51958727785212
IPI00130885,O35479,"Heterogeneous nuclear ribonucleoprotein G ",4.723476224,1,,,,,,,,,,490.005518816224
IPI00130924,O35488,"Very-long-chain acyl-CoA synthetase ",5.20397474955427,5,,0.00772170836024,,,,0.01129337652362,0.01740726421424,,,
IPI00130950,O35490,"Betaine--homocysteine S-methyltransferase ",5.82848780179362,5,,,,,,0.00357318589022,,,,
IPI00130985,O88451,"Short-chain dehydrogenase CRAD2 ",5.04014722912468,5,,0.0157141376061,,0.01881295193506,,0.00486205771301,0.00355212613103,,,
IPI00131091,P01029,"Complement C4 precursor ",3.88051491540081,5,,0.00851047481052,,,,,0.01310811892509,,,
IPI00131138,Q8BTM8,"Filamin A ",3.14390586122438,5,,,,,,,,,,4.27115217989067
IPI00131176,P00405,"Cytochrome c oxidase polypeptide II ",4.92358583570587,4,0.01155101757646,,,,,0.02072632919359,,,,
IPI00131177,Q8CGJ3,"Leucine zipper-EF-hand containing transmembrane protein 1 ",3.780688593,2,0.03964088286793,,,,,,,,,
IPI00131183,Q9Z2I9,"Succinyl-CoA ligase [ADP-forming] beta-chain, mitochondrial precursor ",5.036092001,5,0.03666704718426,,,,,,,,,
IPI00131357,P62267,"40S ribosomal protein S23 ",4.72324130632504,4,,,,,,0.00062762389898,0.0095701648525,,,
IPI00131366,Q9Z331,"Keratin 6 beta ",4.43856570625674,5,0.08289319799715,,,,,,0.02881236097222,,,2.34779429970596
IPI00131368,Q9Z332,"Keratin 6 alpha ",4.38029674586828,5,0.05503014303953,,,0.02565498933253,,,0.00905587068449,,,
IPI00131376,P15508,"Spectrin beta chain, erythrocyte ",3.01738581241078,1,,,,,,,,,,8.27194975396689
IPI00131406,Q9Z2U0,"Proteasome subunit alpha type 7 ",4.551077201786,5,,,,,,,,0.00573209903373,,
IPI00131407,Q9Z2U1,"Proteasome subunit alpha type 5 ",4.43924711535047,5,,,,,,,,0.0415510077162,0.04396557847456,
IPI00131424,P52825,"Carnitine O-palmitoyltransferase II, mitochondrial precursor ",3.749212925,3,0.12373210597985,,,,,,,,,
IPI00131438,Q9Z2V4,"Phosphoenolpyruvate carboxykinase, cytosolic ",4.8991776256302,5,,,,,,,,,0.00055755291698,
IPI00131459,P15532,"Nucleoside diphosphate kinase A ",4.99895587989287,5,,,,,,,,0.00101923331939,0.00017224617068,
IPI00131464,P15535,"Beta-1,4-galactosyltransferase 1 ",3.30448297532218,3,,,0.02246216626369,0.01536101905899,,,,,,
IPI00131478,P52840,"Aryl sulfotransferase ",4.09893961569068,5,,,,,,,,0.02704843432424,0.00081241429318,
IPI00131508,Q9Z2X1,"RIKEN cDNA 4833420I20 ",3.93162177113772,3,,,0.02439014519535,,,0.00338510858417,0.00063975967155,,0.04400116006312,
IPI00131548,Q9Z2Y8,"Proline synthetase co-transcribed bacterial homolog protein ",4.15043492891849,1,,,,,,,,,0.00369978427862,
IPI00131695,P07724,"Serum albumin precursor ",6.24551610632104,5,,,0.04549718019571,0.00271514235501,,0.00166426154644,0.00040457791155,,0.00018570114254,
IPI00131771,Q9CPQ1,"cytochrome c oxidase, subunit VIc ",3.310768426,1,0.05490518609201,,,,,,,,,
IPI00131803,,"Ensembl_locations(Chr-bp):10-29920645 ",4.71858822061705,5,,,,,,,,,0.0003618639289,
IPI00131814,O88533,"Aromatic-L-amino-acid decarboxylase ",3.85382687836579,5,,,,,,,,,0.00169845499865,
IPI00131845,Q9QUM9,"Proteasome subunit alpha type 6 ",4.75727144873299,5,,,,,,,,0.0055317731828,,
IPI00131871,O88544,"COP9 complex subunit 4 ",3.35668048539079,3,,,,,,,,,0.00669212749557,
IPI00131974,O88560,"Fatty acid transport protein 2 ",5.20397474955427,5,,0.00772170836024,,,,0.01129337652362,0.01740726421424,,,
IPI00132039,Q9D060,"mitochondrial carrier homolog 2, full insert sequence ",3.687593181,2,0.02977353973787,,,,,,,,,
IPI00132042,Q9D051,"Pyruvate dehydrogenase E1 component beta subunit, mitochondrial precursor ",4.033452407,5,0.02254605305309,,,,,,,,,
IPI00132050,Q9CQ54,"NADH-ubiquinone oxidoreductase subunit B14.5b ",3.26864814,1,0.12448409347666,,,,,,,,,
IPI00132089,Q9QUR6,"Prolyl endopeptidase ",3.91406568527146,3,,,,,,,,,0.00029492186931,
IPI00132096,Q9CQ65,"S-methyl-5-thioadenosine phosphorylase ",3.66403284489535,2,,,,,,,,,0.00088550170406,
IPI00132194,P31230,"Multisynthetase complex auxiliary component p43 ",4.13414423608208,3,,,,,,,,,0.00996835103055,
IPI00132208,P54102,"DnaJ homolog subfamily A member 1 ",4.19189815417802,5,,0.03890260223707,,0.0415663836398,,,,,,
IPI00132217,Q9CQ92,"Tetratricopeptide repeat protein 11 ",3.47666434856817,1,0.04446781161244,0.00499617574239,,0.00436525827202,,,,,,
IPI00132250,P60229,"Eukaryotic translation initiation factor 3 subunit 6 ",4.80778373160244,5,,,,,,,,,0.00209150504954,
IPI00132314,Q02819,"Nucleobindin 1 precursor ",3.97554643189368,5,,,,0.00856582327873,,,,,,
IPI00132347,Q9D855,"UBIQUINOL-CYTOCHROME C REDUCTASE BINDING PROTEIN homolog ",4.240399324,3,0.00209268879189,,,,,,,,,
IPI00132388,Q9CVI6,"unknown EST, full insert sequence ",3.50643820840427,3,,,,,,,0.00060851934449,,,
IPI00132443,Q99JQ0,"Mus musculus 10 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2610023M21 product:HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN M homolog ",3.418131146,5,,,,,,,,,,68.2229863460637
IPI00132444,Q9CQE1,"NipSnap3B protein ",3.48672706,1,0.03070087274126,,,,,,,,,
IPI00132456,Q9CQE8,"Protein C14orf166 homolog ",4.02090133957722,5,,0.04574158459563,,0.04165687720394,,0.0041352832374,,,,
IPI00132475,Q9D0F3,"ERGIC-53 protein precursor ",4.3665655265947,5,,0.02502330085759,,0.00587311346785,0.00353406634535,,,,,
IPI00132490,Q9CQF9,"CHLORIDE ION PUMP-ASSOCIATED 55 kDa PROTEIN homolog ",3.79380708353687,5,,0.01798726066221,,,,0.03948309413701,,,,
IPI00132493,P45700,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA ",3.91386166700764,5,,,0.04638569702406,0.00010610930202,,,,,,
IPI00132531,Q9CQH3,"NADH-ubiquinone oxidoreductase SGDH subunit, mitochondrial precursor ",4.09596433955835,1,0.0310687237404,,,,,,,,0.00246666666667,
IPI00132539,Q9CQH7,"RIKEN cDNA 5730434I03 gene ",3.64960186003406,3,,0.01766166337858,,,,0.02999174805345,,,,
IPI00132576,Q9CQI7,"U2 small nuclear ribonucleoprotein B, full insert sequence ",3.43266669465721,2,,,,,,,,,,3.41041282019937
IPI00132604,O35609,"Secretory carrier-associated membrane protein 3 ",4.28634994456963,5,,,,,0.00899133373138,0.01859192530666,,0.03506261897336,0.00207058891617,
IPI00132623,Q9CQJ8,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9 ",2.398136436,5,0.05688420063468,,,,,,,,,
IPI00132653,Q9D0K2,"Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial precursor ",3.400547175,2,,,,,,,,,,17.9036829826707
IPI00132655,Q9D0K4,"DIHYDROPTERIDINE REDUCTASE ",4.94813739630301,5,,,,,,,,,0.00130281322405,
IPI00132685,O35623,"BET1 homolog ",3.52654255084368,1,,,,0.02668298068924,,,,,,
IPI00132728,Q9D0M3,"Cytochrome c1, heme protein, mitochondrial precursor ",4.173142202,4,0.01804129375894,,,,,,,,,
IPI00132762,Q9CQN1,"Heat shock protein 75 kDa, mitochondrial precursor ",4.020453911,4,0.03544774965731,,,,,,,,,
IPI00132874,O35678,"Monoglyceride lipase ",6.10985994968762,1,,,,,,,,,0.00235193524932,
IPI00132950,Q9CQR2,"40S ribosomal protein S21 ",4.41140620509178,5,,,,,,,0.01689133030829,,,
IPI00132966,Q9CR16,"peptidylprolyl isomerase D ",3.61392746262582,5,,,,,,,,,0.02643707330549,
IPI00133006,Q9CR21,"Acyl carrier protein, mitochondrial precursor ",4.072091458,1,0.03684329764755,,,,,,,,,
IPI00133008,Q9CQS2,"Mus musculus 10, 11 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2810037I08 product:NOP10P ",4.98522147,1,,,,,,,,,,19.4806453573591
IPI00133025,Q9CR27,"PROTEIN AD-016 ",3.66247327516727,2,,,0.00211811366937,0.03196430658802,0.0246996280223,0.03065165578745,,,,
IPI00133030,Q9CQS8,"Sec61 beta subunit ",3.83342761172418,2,,0.01431116212153,,,,,,,,4.24929224182492
IPI00133034,Q9D0S9,"HIT-17kDa ",4.327159753,3,0.03525424324765,,,,,,,,,
IPI00133066,Q9CQT4,"proteasome ",4.58788881900298,5,,,,,,,,,0.00270692018104,
IPI00133122,Q9CR44,"MITOCHONDRIAL 39S RIBOSOMAL PROTEIN L50, similar to",2.91112279543937,1,,,,0.0010534938365,,,,,,
IPI00133234,Q9CR67,"DB83 protein ",3.016978924,2,0.04277905593827,,,,,,,,,
IPI00133240,Q9CR68,"UBIQUINOL-CYTOCHROME C REDUCTASE IRON-SULFUR SUBUNIT, MITOCHONDRIAL ",3.760311019,1,0.0314374805297,,,,,,,,,
IPI00133243,Q9CQW9,"INTERFERON-INDUCIBLE PROTEIN homolog ",3.85888500099497,3,,,,,,0.00496099436958,0.0217745216737,,,
IPI00133249,Q64310,"Surfeit locus protein 4 ",4.30254226247132,2,,0.00777064117141,,,,0.04154905205454,0.00085679603542,,,
IPI00133284,Q9D172,"ES1 PROTEIN HOMOLOG, MITOCHONDRIAL ",4.11608539,2,0.02173813882714,,,,,,,,,
IPI00133399,Q9CQZ5,"NADH-ubiquinone oxidoreductase B14 subunit ",3.53403081,2,0.00238638448571,,,,,,,,,
IPI00133403,Q9CQZ6,"NADH-ubiquinone oxidoreductase B12 subunit ",3.800887482,1,0.02605648046638,,,,,,,,,
IPI00133440,P24142,"Prohibitin ",4.211728362,5,0.01977455550995,,,,,,,,,
IPI00133456,Q64374,"Ensembl_locations(Chr-bp):X-19103034 Senescence marker protein-30 ",5.95017970620581,5,,,,,,,,0.03900008599353,3.58538029144858E-05,
IPI00133528,Q9CRA5,"Golgi phosphoprotein 3 ",3.21424577486064,5,,,0.00636407363476,0.00971701932215,,,0.02274617946939,,,
IPI00133549,P16331,"Phenylalanine-4-hydroxylase ",5.30490074519809,5,,,,,,,,,0.00088209643806,
IPI00133551,Q9CRB3,"RIKEN cDNA 2810420C16 ",4.32332338540755,3,,,,,,,,,0.00045195257199,
IPI00133580,Q9CRC1,"fructose-bisphosphate aldolase ",4.46640615395432,2,,,,,,0.00331140919238,,,8.09868381381923E-05,
IPI00133605,P53657,"Pyruvate kinase, isozymes R/L ",4.5372958274197,5,,,0.00418697286721,0.0402910934563,,,0.01697556626899,,0.00015218416348,
IPI00133615,Q9D1D4,"INTEGRAL MEMBRANE PROTEIN, TMP21-I ",3.89538968991392,5,,0.0072198166601,,0.01034895199728,,,,,,
IPI00133690,P23591,"GDP-L-fucose synthetase ",3.55053374035098,2,,,,,,,,,0.01322633900989,
IPI00133706,Q9D1G1,"Ras-related protein Rab-1B ",4.55039477714497,5,,,,0.01164899563035,,,,,,
IPI00133776,Q9D1I5,"Methylmalonyl-CoA epimerase, mitochondrial precursor ",3.861738074,1,0.00662160614756,,,,,,,,,
IPI00133801,Q9D1J3,"Nuclear protein Hcc-1 ",3.937926084,2,,,,,,,,,,14.4564933381764
IPI00133903,P38647,"Stress-70 protein, mitochondrial precursor ",4.598715444,5,0.00496107264089,,,,,,,,,
IPI00133916,O35737,"Heterogeneous nuclear ribonucleoprotein H ",3.74618466829134,2,,,0.02439014519535,,0.04038784112532,,0.03311205565138,,0.02275406785678,
IPI00133920,Q9D1M0,"SEC13 related gene ",4.07220671745596,3,,,,0.03941849105309,,0.00237181297206,0.00018124408682,,,
IPI00133948,P45878,"FK506-binding protein 2 precursor ",3.93293805439187,3,,,,0.01215225496864,,,,,,
IPI00133955,P62305,"Small nuclear ribonucleoprotein E ",4.7426161031502,2,,,,,,,,,,5.74702027366949
IPI00134131,P32020,"Nonspecific lipid-transfer protein, mitochondrial precursor ",5.221729374,5,0.04911659510357,,,,,,,,,
IPI00134135,Q9D358,"acid phosphatase 1, soluble ",3.80064333807356,3,,,,,,,,,0.00129880588661,
IPI00134371,Q62095,"DBY protein ",4.646159932796,5,,,,0.04647337007929,,0.00726503298879,,,,
IPI00134378,XP_128959,"RIKEN cDNA 3930401E15 ",4.03952921728173,2,,0.00237372790231,,0.01965865249123,,,,,,
IPI00134432,Q64435,"UDP-glucuronosyltransferase 1-6 precursor, microsomal ",3.31119455224728,4,,,,,,,,,,7.38151591252013
IPI00134475,Q64442,"Sorbitol dehydrogenase ",5.36843501221597,5,,,,,,,,,0.00194922981904,
IPI00134503,Q64458,"Cytochrome P450 2C29 ",4.90000301271448,5,,0.00100358220496,,,,,,,,
IPI00134519,Q64464,"Cytochrome P450 3A13 ",4.23266021016506,5,,0.03033074524519,,,,,,,,
IPI00134549,P17047,"Lysosome-associated membrane glycoprotein 2 precursor ",4.27739854895399,5,,,,,,0.00497738948163,,,,
IPI00134599,P17073,"40S ribosomal protein S3 ",5.11969252137887,5,,0.01194419520827,,0.01392814360291,,,,,,
IPI00134621,P17080,"GTP-binding nuclear protein Ran ",4.0644133689841,5,,,,,,,0.01619217834327,,0.00169570698314,
IPI00134686,Q9D2C7,"Testis enhanced gene transcript ",3.41508253068245,1,,,,0.00614798673902,,,,,,
IPI00134691,Q63886,"UDP-glucuronosyltransferase 1-1 precursor, microsomal ",4.86958298018702,5,0.03768112576044,,,,,,,,0.00034166469766,
IPI00134704,P47199,"Quinone oxidoreductase ",4.34830700814991,5,,0.01160258962309,,0.03423786375709,,0.00372467985497,0.00391188784177,,,
IPI00134746,P16460,"Argininosuccinate synthase ",6.14522489769184,5,,,,,,,,0.0453112580157,,
IPI00134809,Q9D2G2,"DIHYDROLIPOAMIDE SUCCINYLTRANSFERASE COMPONENT OF 2-OXOGLUTARATE DEHYDROGENASE COMPLEX, MITOCHONDRIAL ",3.610766922,4,0.00856649801452,,,,,,,,,
IPI00134870,Q9QXD1,"Acyl-coenzyme A oxidase 2, peroxisomal ",3.63647389525879,3,,,,,,0.01155443036614,0.00691121026954,,,
IPI00134941,P32883,"Transforming protein p21 ",3.45701940127968,2,,,,,,0.00305572798347,0.00248604329855,,,
IPI00134950,Q9QXF8,"Glycine N-methyltransferase ",5.88207751536236,5,,,,,,,,,0.00217740176674,
IPI00134961,P45952,"Acyl-CoA dehydrogenase, medium-chain specific, mitochondrial precursor ",4.190223695,5,0.00885228903007,,,,,,,,,
IPI00135068,O35857,"Import inner membrane translocase subunit TIM44, mitochondrial precursor ",2.879350555,1,0.13838151028382,,,,,,,,,
IPI00135085,Q9R257,"Heme-binding protein ",3.706910949,2,0.1221324259152,,,,,,,,,
IPI00135087,Q8C1S1,"38 kDa Mov34 homolog ",3.46631413790899,2,,,,,,,,,0.00182008232639,
IPI00135186,O35887,"Calumenin precursor ",3.97323142331834,3,,0.01104622222641,,,,,,,,
IPI00135189,Q8K3J7,"ACETOACETYL-COA SYNTHETASE ",3.8902322785137,4,,,,,,,,,0.00478011725904,
IPI00135197,Q9D312,"keratin 21, type I, cytoskeletal homolog ",3.38449515146714,5,,,,,,,,,,2.29353819844295
IPI00135207,Q8CH18,"Death inducer with SAP domain DIS ",3.06820428801727,1,,,,,,,,,,3.49214785999089
IPI00135231,O88844,"Isocitrate dehydrogenase [NADP] cytoplasmic ",5.49865915018762,5,0.09417947999513,,,,,,,,0.00028102450471,
IPI00135324,P55012,"Solute carrier family 12 member 2 ",3.61615743159461,2,,,,,,,,,,2.33685161516944
IPI00135393,Q9CSV8,"complement component 1, q subcomponent binding protein, full insert sequence. ",3.220593635,1,0.02170721387077,,,,,,,,,
IPI00135446,Q64516,"Glycerol kinase ",3.98091186285922,4,,,,,,,,0.04870085593233,0.0021652648423,
IPI00135511,Q9QY30,"Bile salt export pump ",3.83396115053951,5,,,,0.04213425092138,0.04242089540049,,,,,
IPI00135512,Q9QXT0,"MIR-interacting saposin-like protein precursor ",4.15565483259714,3,,0.00165449706025,,,,,,,,
IPI00135635,Q03734,"Contrapsin related protein ",4.47789621256282,5,,,,,,,0.02478325586364,,0.00059600758234,
IPI00135646,P55096,"ATP-binding cassette, sub-family D, member 3 ",4.135120946,5,0.10439399691483,,,,,,,,,
IPI00135651,Q9QXX4,"Calcium-binding mitochondrial carrier protein Aralar2 ",4.361437329,5,0.01350041297755,,,,,,,,,
IPI00135655,Q9QY76,"Vesicle-associated membrane protein-associated protein B ",3.939834583,4,0.06147389226153,,,,,,,,,
IPI00135677,Q9QXY6,"EH-domain containing protein 3 ",3.90936342660043,5,,,,0.03605146049506,,0.03626978982371,,,,
IPI00135686,P24369,"Peptidyl-prolyl cis-trans isomerase B precursor ",5.06889744137911,5,,,,,,,,,,6.00315488284445
