"Accession number","Accession number","ENV %","STR %","THY %","Total Spectral count","ENV (spectral count)","STR (spectral count)","THY (spectral count)","TOT (spectral count)",LOC_Training,LOC_Test,"cTP (ChloroP)","TargetP (PPDB)","Description (TAIR)","MapManBin (PPDB)","Curated Location (PPDB)","Location (TAIR)","Subcellular loc MF120725","Subplastidial loc MF120725","Subsubplastidial loc 120725","TMHMM (PPDB)","Calc.MW (PPDB)","Calc.PI (PPDB)","Length (nb of aa)","ProteomicsPub. (PPDB)","GFP/YFP loc. (PPDB)"
AtCg00560,AtCg00560,0,0,100,56,0,0,32,24,THY," -",-,C,"PSBL | PSII L protein | chrC:63804-63920 REVERSE | Aliases: PSBL","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,1,4.47,4.52,38,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00570,AtCg00570,0,0,100,6,0,0,4,2,THY," -",-,C,"PSBF | PSII cytochrome b559 | chrC:63942-64061 REVERSE | Aliases: PSBF","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral," -",C,THY,mb,1,4.42,10.73,39,"14729914(thylakoid stripped); "," -"
AtCg00630,AtCg00630,0,0,100,9,0,0,5,4,THY," -",-,C,"PSAJ | PSI J protein | chrC:66929-67063 FORWARD | Aliases: PSAJ","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & photosystem I reaction center",C,THY,mb,1,5,5.87,44,"14729914(thylakoid stripped); "," -"
AtCg00710,AtCg00710,0,0,100,251,0,0,122,129,THY," -",-,C,"PSBH | Encodes a 8 kD phosphoprotein that is a component of the photosystem II oxygen evo","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & oxygen evolving complex",C,THY,mb,1,7.7,6.03,73,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg01070,AtCg01070,0,0,100,10,0,0,8,2," -",THY,-,C,"NDHE | NADH dehydrogenase ND4L | chrC:117804-118109 REVERSE | Aliases: NDHE","1.1.6 PS.lightreaction.NADH DH",thylakoid-integral,chloroplast,C,THY,mb,3,11.28,8.73,101,"14729914(thylakoid stripped); "," -"
AtCg01100,AtCg01100,0,0,100,2,0,0,1,1," -",THY,-,C,"NDHA | NADH dehydrogenase ND1 | chrC:119847-122009 REVERSE | Aliases: NDHA","1.1.6 PS.lightreaction.NADH DH",thylakoid-integral," -",C,THY,mb,6,40.02,5.56,360," -"," -"
AtCg01110,AtCg01110,0,53.2168808417992,46.7831191582009,49,0,21,6,22," -",THY,-,C,"Encodes the 49KDa plastid NAD(P)H dehydrogenase subunit H protein.  Its transcription is regulated by an ndhF-specific plastid sigma factor, SIG4. ","1.1.6 PS.lightreaction.NADH DH",thylakoid,"thylakoid membrane (sensu Viridiplantae) & chloroplast",C,THY,mb,0,45.5,5.39,393,"15322131(Thylakoid-stripped); "," -"
AT1G14345.1,AT1G14345,9.41302089069136,0,90.5869791093086,18,1,0,10,7," -",THY,Y,C,"expressed protein, contains one transmembrane domain | chr1:4899141-4899974 FORWAR","35.2 not assigned.unknown",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,1,21.22,9.81,196,"15028209(Total chloroplast); 15322131(Thylakoid-stripped); "," -"
AT1G34000.1,AT1G34000,5.1854294154885,0,94.8145705845115,34,1,0,19,14," -",THY,Y,C,"light stress-responsive one-helix protein (OHP2), contains similarity to photosyst","1.1.8* light stress chlorophyll binding",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,18.66,9.43,172,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT2G37230.1,AT2G37230,4.51021733195374,0,95.4897826680462,48,1,0,22,25," -"," -",Y,M,"pentatricopeptide (PPR) repeat-containing protein, contains Pfam profile PF01535: ","26.54*   misc. Pentapeptide repeat (PPR) unknown function"," -","thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,85.7,8.89,757,"15322131(Thylakoid-stripped); "," -"
AT2G40100.1,AT2G40100,1.99679440300327,0,98.0032055969967,92,1,0,51,40,THY," -",Y,C,"chlorophyll A-B binding protein (LHCB4.3), identical to Lhcb4:3 protein (Arabidops","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,3,30.21,5.22,276,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT5G54270.1,AT5G54270,0.54513996843621,1.87555438584992,97.5793056457139,381,1,11,186,183,THY," -",Y,C,"chlorophyll A-B binding protein / LHCII type III (LHCB3), identical to Lhcb3 prote","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,28.7,4.96,265,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G44575.1,AT1G44575,0.98926397733534,0,99.0107360226647,384,2,0,208,174,THY," -",Y,C,"photosystem II 22kDa protein, chloroplast / CP22 (PSBS), identical to photosystem ","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & PSII associated light-harvesting complex II",C,THY,mb,0,28,9.24,265,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G77490.1,AT1G77490,13.8058459266498,6.47713924463418,79.717014828716,22,2,3,12,5," -",THY,Y,C,"L-ascorbate peroxidase, thylakoid-bound (tAPX), identical to thylakoid-bound ascor","21.2.1 redox.ascorbate and glutathione.ascorbate",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,1,46.09,6.8,426,"15028209(Total chloroplast); 15322131(Thylakoid-stripped); "," -"
AT3G26070.1,AT3G26070,13.7829737261844,0,86.2170262738156,28,2,0,13,13," -"," -",Y,C,"plastid-lipid associated protein PAP / fibrillin family protein, contains Pfam pro","26.31* misc. fibrillins",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,27.16,9.7,242,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16414959(plastoglubular); "," -"
AT3G61470.1,AT3G61470,5.60498258689092,0,94.3950174131091,37,2,0,35,0,THY," -",Y,C,"chlorophyll A-B binding protein (LHCA2), identical to Lhca2 protein (Arabidopsis t","1.1.2.1 PS.lightreaction.photosystem I.LHC-I",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & photosystem I antenna complex",C,THY,mb,0,27.78,6.9,257,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G79040.1,AT1G79040,4.93896326741852,0,95.0610367325815,91,3,0,60,28,THY," -",Y,C,"photosystem II 10 kDa polypeptide, identical to photosystem II 10 kDa polypeptide,","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,1,14.58,9.62,140,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15815986(Leaf); "," -"
AT2G46820.1,AT2G46820,7.40156472368847,0,92.5984352763115,55,3,0,39,13,THY," -",Y,C,"expressed protein | chr2:19250661-19252205 FORWARD | Aliases: F19D11.10","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid,"thylakoid membrane (sensu Viridiplantae) & photosystem I (sensu Viridiplantae) & plastid chromosome",C,THY,mb,0,18.48,7.72,174,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 16326926(nucleoids); "," -"
AtCg00020,AtCg00020,1.10498076021597,0,98.895019239784,394,3,0,279,112,THY," -",-,C,"PSBA | Encodes chlorophyll binding protein D1, a part of the photosystem II reaction cent","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & photosystem II",C,THY,mb,7,38.93,5.12,353,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G52230.1,AT1G52230,2.62267674175534,0.20507547479363,97.172247783451,246,4,1,154,87,THY," -",Y,C,"photosystem I reaction center subunit VI, chloroplast, putative / PSI-H, putative ","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,15.27,9.89,145,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT3G16140.1,AT3G16140,2.64478887194891,0,97.3552111280511,244,4,0,153,87,THY," -",Y,C,"photosystem I reaction center subunit VI, chloroplast, putative / PSI-H, putative ","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,15.21,9.95,145,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G06430.1,AT1G06430,6.39883500125965,0,93.6011649987404,212,5,0,76,131," -",THY,Y,C,"FTSH8 | encodes a FtsH protease that is localized to the chloroplast | chr1:1960057-19630","29.5.7 protein.degradation.metalloprotease",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & chloroplast",C,THY,mb,0,73.19,5.71,685,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00580,AtCg00580,4.54971288601626,0,95.4502871139837,160,5,0,109,46,THY," -",-,C,"PSBE | PSII cytochrome b559. There have been many speculations about the function of Cyt ","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & oxygen evolving complex",C,THY,mb,1,9.39,4.83,83,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00730,AtCg00730,4.0847103136494,0,95.9152896863506,159,5,0,122,32," -",THY,-,C,"PETD | A chloroplast gene encoding subunit IV of the cytochrome b6/f complex | chrC:76481","1.1.3 PS.lightreaction.cytochrome b6/f",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & thylakoid & cytochrome b6f complex",C,THY,mb,3,17.43,6.55,160,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G55670.1,AT1G55670,5.55504274341518,0,94.4449572565848,162,6,0,106,50,THY," -",Y,C,"photosystem I reaction center subunit V, chloroplast, putative / PSI-G, putative (","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & photosystem I (sensu Viridiplantae)",C,THY,mb,2,17.08,9.56,160,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT2G05070.1,AT2G05070,1.06310526659108,0.72043918078042,98.2164555526285,965,6,13,576,370,THY," -",Y,C,"chlorophyll A-B binding protein / LHCII type II (LHCB2.2), identical to Lhcb2 prot","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,28.62,5.28,265,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT2G34430.1,AT2G34430,1.06129560179418,0.71921281734799,98.2194915808578,980,6,13,577,384,THY," -",Y,C,"chlorophyll A-B binding protein / LHCII type I (LHB1B1), identical to photosystem ","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & thylakoid membrane",C,THY,mb,0,28.17,5.15,266,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT3G08940.2,AT3G08940,2.74372053566216,0,97.2562794643378,380,6,0,221,153,THY," -",Y,C,"chlorophyll A-B binding protein (LHCB4.2), contains Pfam profile: PF00504 chloroph","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,31.19,5.85,287,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G15820.1,AT1G15820,1.53601870252332,0.48042484183704,97.9835564556396,631,7,7,464,153,THY," -",Y,M,"chlorophyll A-B binding protein, chloroplast (LHCB6), nearly identical to Lhcb6 pr","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,27.52,6.75,258,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT3G47470.1,AT3G47470,2.96558330379164,0,97.0344166962084,319,7,0,238,74,THY," -",Y,C,"chlorophyll A-B binding protein 4, chloroplast / LHCI type III CAB-4 (CAB4), ident","1.1.2.1 PS.lightreaction.photosystem I.LHC-I",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,27.73,6.21,251,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00680,AtCg00680,1.5145108570045,0,98.4854891429955,604,7,0,473,124,THY," -",-,C,"PSBB | encodes for CP47, subunit of the photosystem II reaction center. | chrC:72371-7389","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & photosystem II reaction center",C,THY,mb,5,56.03,6.39,508,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15734904(S-nitrosylated suspension cells or leaf); "," -"
AtCg00720,AtCg00720,6.20240744254639,0,93.7975925574536,195,7,0,110,78," -",THY,-,C,"PETB | Encodes the cytochrome b(6) subunit of the cytochrome b6f complex. | chrC:74841-76","1.1.3 PS.lightreaction.cytochrome b6/f",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & thylakoid & cytochrome b6f complex",C,THY,mb,4,24.15,8.88,215,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G29910.1,AT1G29910,1.32892213728276,0.67543234380845,97.9956455189088,1047,8,13,613,413,THY," -",Y,C,"chlorophyll A-B binding protein 2, chloroplast / LHCII type I CAB-2 / CAB-140 (CAB","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,28.22,5.28,267,"15028209(Total chloroplast); 15276431(Mitochondrial proteome); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15276431(mitochondrial membranes-suspension cells); "," -"
AT1G29930.1,AT1G29930,1.32892213728276,0.67543234380845,97.9956455189088,1049,8,13,613,415,THY," -",Y,C,"chlorophyll A-B binding protein 2, chloroplast / LHCII type I CAB-2 / CAB-140 (CAB","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,28.24,5.46,267,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT2G34420.1,AT2G34420,1.37964957557327,0.7012148570037,97.919135567423,1007,8,13,590,396,THY," -",Y,C,"chlorophyll A-B binding protein / LHCII type I (LHB1B2), identical to GB:X64460 ph","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & thylakoid membrane",C,THY,mb,0,28.05,5.28,265,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT4G10340.1,AT4G10340,1.76669335047861,0,98.2333066495214,783,9,0,520,254,THY," -",Y,C,"chlorophyll A-B binding protein CP26, chloroplast / light-harvesting complex II pr","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & chloroplast stromal thylakoid & PSII associated light-harvesting complex II",C,THY,mb,0,30.15,5.99,280,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT4G12800.1,AT4G12800,4.82058180874466,0.33505484004041,94.8443633512149,248,9,2,184,53,THY," -",Y,C,"photosystem I reaction center subunit XI, chloroplast (PSI-L) / PSI subunit V, ide","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,2,23.05,9.85,219,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G51110.1,AT1G51110,46.4073764570911,0,53.5926235429089,36,10,0,12,14," -"," -",Y,C,"plastid-lipid associated protein PAP / fibrillin family protein, similar to plasti","26.31* misc. fibrillins",thylakoid-peripheral-stromal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,45.76,8.1,409,"15028209(Total chloroplast); 15322131(Thylakoid-stripped); "," -"
AT3G54890.1,AT3G54890,7.73201350142731,0,92.2679864985727,181,10,0,124,47,THY," -",Y,C,"LHCA1 | chlorophyll A-B binding protein / LHCI type I (CAB), identical to chlorophyll A/B","1.1.2.1 PS.lightreaction.photosystem I.LHC-I",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,25.99,6.21,241,"15028209(Total chloroplast); 12766230(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00270,AtCg00270,2.63924688866664,0.08254845901118,97.2782046523222,495,10,1,383,101,THY," -",-,C,"PSBD | PSII D2 protein | chrC:32711-33772 FORWARD | Aliases: PSBD","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & photosystem II",C,THY,mb,6,39.54,5.45,353,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15734904(S-nitrosylated suspension cells or leaf); "," -"
AtCg00280,AtCg00280,1.91580215676113,0,98.0841978432389,707,10,0,532,165,THY," -",-,C,"PSBC | chloroplast gene encoding a CP43 subunit of  the photosystem II reaction center. p","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & chloroplast stromal thylakoid & photosystem II reaction center",C,THY,mb,5,51.86,6.7,473,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT5G01530.1,AT5G01530,2.25702457136165,0,97.7429754286383,762,11,0,495,256,THY," -",Y,C,"chlorophyll A-B binding protein CP29 (LHCB4), identical to CP29 (Arabidopsis thali","1.1.1.1 PS.lightreaction.photosystem II.LHC-II",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,31.14,5.76,290,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G61520.1,AT1G61520,7.96920794366951,0,92.0307920563305,346,17,0,204,125,THY," -",Y,C,"chlorophyll A-B binding protein / LHCI type III (LHCA3.1), nearly identical to PSI","1.1.2.1 PS.lightreaction.photosystem I.LHC-I",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,29.18,8.61,273,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); 15815986(Leaf); "," -"
AtCg00540,AtCg00540,11.4957517352685,0,88.5042482647315,301,17,0,136,148," -",THY,-,C,"PETA | Encodes cytochrome f apoprotein; involved in photosynthetic electron transport cha","1.1.3 PS.lightreaction.cytochrome b6/f",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & cytochrome b6f complex",C,THY,mb,2,35.35,8.34,320,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT4G32260.1,AT4G32260,25.2454987370682,0,74.7545012629318,165,26,0,80,59," -",THY,Y,C,"ATP synthase family, contains Pfam profile: PF00430 ATP synthase B/B' CF(0); ident","1.1.4 PS.lightreaction.ATP synthase",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,0,23.91,5.79,219,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00130,AtCg00130,12.1245037406282,0,87.8754962593718,412,32,0,241,139," -",THY,-,C,"ATPF | ATPase F subunit. | chrC:11529-12798 REVERSE | Aliases: ATPF","1.1.4 PS.lightreaction.ATP synthase",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & chloroplast & hydrogen-translocating F-type ATPase complex",C,THY,mb,1,21.05,7.84,184,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G31330.1,AT1G31330,18.7775488532432,0.17797291461492,81.0444782321418,316,33,1,148,134,THY," -",Y,C,"photosystem I reaction center subunit III family protein, contains Pfam profile: P","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb,1,24.17,9.57,221,"15028209(Total chloroplast); 12938931(Total chloroplast envelope); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00340,AtCg00340,20.2799089408605,0,79.7200910591395,378,59,0,241,78,THY," -",-,C,"PSAB | Encodes the D1 subunit of photosystem I  and II reaction centers. | chrC:37375-395","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & photosystem II reaction center & photosystem I reaction center",C,THY,mb,11,82.47,6.88,734,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg00350,AtCg00350,15.658437490861,0,84.341562509139,514,67,0,375,72,THY," -",-,C,"PSAA | Encodes psaA protein comprising the reaction center for photosystem I along with p","1.1.2.2 PS.lightreaction.photosystem I.PSI polypeptide subunits",thylakoid-integral,"thylakoid membrane (sensu Viridiplantae) & chloroplast & photosystem I reaction center",C,THY,mb,9,83.23,6.6,750,"14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AtCg01130,AtCg01130,97.5690264493173,0,2.43097355068268,317,309,0,8,0," -",THY,-,C,"YCF1.2 | hypothetical protein | chrC:123884-129244 REVERSE | Aliases: YCF1.2","29.8 protein assembly and cofactor ligation",thylakoid-integral," -",C,THY,mb,6,213.69,9.74,1786," -"," -"
AT1G12250.1,AT1G12250,0,0,100,23,0,0,8,15," -",THY,Y,C,"thylakoid lumenal protein-related, weak similarity to SP:O22160 Thylakoid lumenal ","26.54*  misc. Pentapeptide repeat (PPR) unknown function",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/lumen,0,30.06,8.72,280,"15028209(Total chloroplast); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G14150.1,AT1G14150,0,0,100,8,0,0,8,0,THY," -",Y,C,"oxygen evolving enhancer 3 (PsbQ) family protein, extrinsic pII protein; contains ","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,22.15,8.79,190,"15028209(Total chloroplast); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT1G18170.1,AT1G18170,0,0,100,9,0,0,5,4," -",THY,Y,C,"immunophilin / FKBP-type peptidyl-prolyl cis-trans isomerase family protein, simil","29.6 protein.folding",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/lumen,0,26.53,8.96,247,"15322131(Thylakoid-stripped); "," -"
AT2G39470.1,AT2G39470,0,0,100,7,0,0,3,4,THY," -",-,C,"photosystem II reaction center PsbP family protein | chr2:16483378-16485319 FORWAR","1.1.1.2 PS.lightreaction.photosystem II.PSII polypeptide subunits",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,26.96,8.89,238,"15028209(Total chloroplast); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(seedling); 15815986(Leaf); "," -"
AT2G44920.2,AT2G44920,0,0,100,18,0,0,9,9," -",THY,Y,C,"thylakoid lumenal 15 kDa protein, chloroplast, identical to SP:O22160 Thylakoid lu","26.54* misc. Pentapeptide repeat (PPR) unknown function",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,23.77,7.55,224,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); "," -"
AT3G15520.1,AT3G15520,0,0,100,35,0,0,18,17," -",THY,Y,C,"peptidyl-prolyl cis-trans isomerase TLP38, chloroplast / thylakoid lumen PPIase of","29.6 protein.folding",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae)",C,THY,mb/lumen,0,50.48,6.56,466,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid-pheripheral&lumen); 14729914(thylakoid stripped); 15322131(Thylakoid-stripped); "," -"
AT3G24590.1,AT3G24590,0,0,100,1,0,0,1,0," -",THY,Y,C,"signal peptidase I family protein, contains Pfam profile: PF00461 signal peptidase","29.9* protein. processing",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae)",C,THY,mb/lumen,0,32.55,5.73,291,"15028209(Total chloroplast); 15322131(Thylakoid-stripped); "," -"
AT3G27925.1,AT3G27925,0,13.9787392896505,86.0212607103495,38,0,7,14,17," -",THY,Y,C,"DegP protease, putative, SP:022609; almost identical to DegP protease precursor GB","29.5.5 protein.degradation.serine protease",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae) & thylakoid (sensu Viridiplantae)",C,THY,mb/lumen,0,46.67,5.99,439,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14617066(Nuclear proteome); 11826309(thylakoid peripheral&lumen); "," -"
AT4G09010.1,AT4G09010,0,0,100,85,0,0,38,47," -",THY,Y,C,"L-ascorbate peroxidase, chloroplast, putative, identical to SP:P82281:TL29_ARATH (","21.2.1 redox.ascorbate and glutathione.ascorbate",thylakoid-peripheral-lumenal-side,"thylakoid membrane (sensu Viridiplantae) & thylakoid lumen (sensu Viridiplantae) & nucleus & cytoplasm",C,THY,mb/lumen,0,37.93,8.58,349,"15028209(Total chloroplast); 11719511(Thylakoid lumen proteome); 14729914(thylakoid stripped); 11826309(thylakoid peripheral&lumen); 15322131(Thylakoid-stripped); 15815986(seedling); 15815986(Leaf); ","15610358(Unclear  -SUBA); "
