Protein.ID,TAIR.annotation,Gene.name,Gene.family,markers,Localization.assigned.by.the.Naive.Bayesian.classifier_start.below.threshold.,Average.Posterior.Probability,Known.Predicted.function,Refered.to.in.discussion.or.figures,Previous.high.confidence.localizations.see.Supplementary.references.,Proteins.with.one.TMD.used.in.the.TMD.analysis,TMD.Span.start,TMD.Span.end,Orientation.of.the.TMD,Number.of.four.plex.labelings.in.which.the.protein.is.observed,LOPIT1A_114,LOPIT1A_115,LOPIT1A_116,LOPIT1A_117,LOPIT1B_114,LOPIT1B_115,LOPIT1B_116,LOPIT1B_117,LOPIT2A_114,LOPIT2A_115,LOPIT2A_116,LOPIT2A_117,LOPIT2B_114,LOPIT2B_115,LOPIT2B_116,LOPIT2B_117,LOPIT3A_114,LOPIT3A_115,LOPIT3A_116,LOPIT3A_117,LOPIT3B_114,LOPIT3B_115,LOPIT3B_116,LOPIT3B_117,LOPIT4A_114,LOPIT4A_115,LOPIT4A_116,LOPIT4A_117,LOPIT4B_114,LOPIT4B_115,LOPIT4B_116,LOPIT4B_117
AT3G14350,"STRUBBELIG-receptor family 7 (SRF7); FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, ATP binding; INVOLVED IN: transmembrane receptor protein tyrosine kinase signaling pathway, protein amino acid phosphorylation; LOCATED IN: cytosol, nucleus, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: STRUBBELIG-receptor family 6 (TAIR:AT1G53730.1); Has 150168 Blast hits to 118851 proteins in 3450 species: Archae - 125; Bacteria - 15425; Metazoa - 44445; Fungi - 8889; Plants - 63588; Viruses - 356; Other Eukaryotes - 17340 (source: NCBI BLink).",SRF7,"LRR protein kinase",,PM,0.83,PK,,,,NA,NA,,3,0.1707890298,0.2455191879,0.2674523357,0.3162414867,0.188,0.274,0.232,0.306,0.142,0.219,0.289,0.349,0.1785,0.2125,0.263,0.3455,0.1932908925,0.2068085326,0.2419998633,0.3578880669,0.1469210013,0.2864500193,0.2583469217,0.3082521828,0.2078175271,0.2104786212,0.2613729333,0.3203376881,0.2266816136,0.1892887631,0.2712663568,0.3127629848
AT1G52540,"Protein kinase superfamily protein; FUNCTIONS IN: protein tyrosine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Tyrosine-protein kinase, active site (InterPro:IPR008266), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT3G15890.1); Has 98543 Blast hits to 97377 proteins in 3831 species: Archae - 68; Bacteria - 11032; Metazoa - 36701; Fungi - 6941; Plants - 30133; Viruses - 293; Other Eukaryotes - 13375 (source: NCBI BLink).",,"LRR protein kinase",,PM,0.81,PK,,,,NA,NA,,4,0.183,0.27975,0.243,0.29425,0.184,0.256,0.279,0.28,0.1081651357,0.2703201555,0.3007917484,0.3206983394,0.1380749858,0.2508218245,0.3014676368,0.3096481075,0.1387698542,0.2503878791,0.3017237587,0.309124342,0.1390936604,0.3020670625,0.2706807114,0.288149758,0.2348888889,0.2454444444,0.2685555556,0.2507777778,0.1575,0.241,0.3265,0.2745
AT5G45500,"RNI-like superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: Leucine-rich repeat (LRR) family protein (TAIR:AT5G45520.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",,"LRR containing",,PM,1,,,,,NA,NA,,6,0.138,0.283,0.273,0.307,0.2216666667,0.2346666667,0.2243333333,0.319,0.1272247096,0.2450457558,0.2747360776,0.3529850671,0.1430228952,0.2288322576,0.2809232139,0.3472056002,0.20325,0.2125,0.249125,0.33475,0.177,0.296,0.279,0.248,0.2127058824,0.2361764706,0.2796470588,0.2716470588,0.2166153846,0.1979230769,0.2968461538,0.2884615385
AT5G45510,"Leucine-rich repeat (LRR) family protein; INVOLVED IN: defense response; LOCATED IN: cytosol; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Disease resistance protein (InterPro:IPR000767); BEST Arabidopsis thaliana protein match is: NB-ARC domain-containing disease resistance protein (TAIR:AT4G19050.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",,"LRR containing",,PM,0.89,,,,,NA,NA,,6,0.1562959947,0.2488967166,0.2858580862,0.3089769954,0.2015657643,0.2314206609,0.2739635012,0.2930396989,0.109,0.223,0.338,0.33,0.152,0.24575,0.27975,0.32225,0.17925,0.233,0.28975,0.29825,0.1514285714,0.297,0.2854285714,0.2662857143,0.1883076923,0.2305769231,0.2791153846,0.302,0.1812307692,0.2011538462,0.3158461538,0.302
AT3G46290,"Encodes HERCULES1 (HERK1), a receptor kinase regulated by Brassinosteroids and required for cell elongation during vegetative growth.",HERK1,"Protein kinase",,PM,0.95,PK,,,TMD-PM,406,428,N-Outside,3,0.154,0.294,0.279,0.272,0.182,0.277,0.32,0.22,0.1522476993,0.26957713,0.2868199287,0.291356698,0.18675,0.23725,0.257,0.3195,0.1729765746,0.2369515744,0.2736729584,0.3163837917,0.1428906232,0.2947133865,0.2708993832,0.2914632269,0.216806207,0.2289699502,0.2699901202,0.2842544616,0.2131013915,0.216161582,0.2797842638,0.2909263434
AT3G51550,"FER (FERONIA) Receptor-like Kinase, Encodes a synergid-expressed, plasma-membrane localized receptor-like kinase that accumulates asymetrically in the synergid membrnane at the filiform apparatus and mediates male-female gametophyte interactions during pollen tube reception.  Also involved in powdery mildew infection.",FER,"Protein kinase",PM,PM,1,PK,,"PM GFP (Escobar-Restrepo et al., 2007)",TMD-PM,447,469,N-Outside,8,0.163,0.31,0.249,0.2782,0.2846666667,0.2155,0.2273333333,0.2725,0.154,0.192,0.273,0.381,0.18525,0.243375,0.28,0.291375,0.258,0.211,0.232,0.299,0.221,0.2396666667,0.301,0.2383333333,0.2195384615,0.2417692308,0.2709230769,0.2682307692,0.2503333333,0.2016666667,0.2793333333,0.2686666667
AT1G63500,"Protein kinase protein with tetratricopeptide repeat domain; FUNCTIONS IN: protein serine/threonine kinase activity, binding, protein kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, catalytic domain (InterPro:IPR000719), Tetratricopeptide-like helical (InterPro:IPR011990), Serine/threonine-protein kinase domain (InterPro:IPR002290), Tyrosine-protein kinase, catalytic domain (InterPro:IPR020635), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Protein kinase protein with tetratricopeptide repeat domain (TAIR:AT5G41260.1); Has 34543 Blast hits to 34010 proteins in 1386 species: Archae - 8; Bacteria - 2627; Metazoa - 7585; Fungi - 183; Plants - 22470; Viruses - 98; Other Eukaryotes - 1572 (source: NCBI BLink).",,"Protein kinase",,PM,1,PK,,"PM LOPIT (Sadowski et al., 2008)",,NA,NA,,4,0.222,0.248,0.26,0.271,0.2635,0.2375,0.232,0.267,0.1711494855,0.2595811575,0.2705862779,0.2986631598,0.167,0.271,0.264,0.298,0.1987850993,0.222861285,0.2487909314,0.3295556968,0.174,0.26575,0.26475,0.295,0.2420865456,0.2145960342,0.2483899713,0.2949393562,0.2550714754,0.1884577852,0.2605337554,0.2959221797
AT4G35230,"Encodes BR-signaling kinase 1 (BSK1), one of the three homologous BR-signaling kinases (BSK1, AT4G35230; BSK2, AT5G46570; BSK3, AT4G00710).  Mediates signal transduction from receptor kinase BRI1 by functioning as the substrate of BRI1.  Plasma membrane localized.",BSK1,"Protein kinase",,PM,1,PK,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.18725,0.30275,0.2345,0.274875,0.321125,0.21575,0.212625,0.250875,0.1515,0.25725,0.27875,0.31225,0.166375,0.233375,0.272875,0.327375,0.2276,0.2104,0.224,0.3374,0.19975,0.27575,0.30925,0.215,0.224,0.2299090909,0.2698181818,0.2760909091,0.202625,0.21025,0.299375,0.28775
AT5G41260,"Protein kinase protein with tetratricopeptide repeat domain; FUNCTIONS IN: binding, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation, N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Tetratricopeptide-like helical (InterPro:IPR011990), Protein kinase, catalytic domain (InterPro:IPR000719), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Protein kinase protein with tetratricopeptide repeat domain (TAIR:AT1G63500.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",,"Protein kinase",,PM,0.99,PK,,,,NA,NA,,4,0.203,0.3535,0.209,0.234,0.284,0.2355,0.226,0.255,0.1331976596,0.3064947236,0.2576809739,0.3026009258,0.1647186269,0.2834232273,0.2596341625,0.2922349528,0.1361132483,0.2595896297,0.264849428,0.339440147,0.1629234565,0.2617920608,0.305040745,0.2702095955,0.251,0.229,0.2625,0.2575,0.163,0.1945,0.304,0.339
AT1G50700,"member of Calcium Dependent Protein Kinase",CPK33,"Calcium Dependent Protein Kinase",,PM,0.96,PK,,,,NA,NA,,6,0.209,0.29,0.261,0.24,0.297,0.245,0.195,0.263,0.1907348655,0.2886247257,0.2530370542,0.2675911565,0.214,0.279,0.227,0.28,0.2181074387,0.240158865,0.2467298323,0.2950279807,0.203,0.283,0.305,0.209,0.23,0.243,0.25,0.277,0.2345,0.212,0.277,0.2765
AT1G76040,"member of Calcium Dependent Protein Kinase",CPK29,"Calcium Dependent Protein Kinase",,PM,1,PK,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1922857143,0.2834285714,0.2346428571,0.2895,0.261125,0.244625,0.220125,0.274125,0.1649166667,0.2798333333,0.2858333333,0.26975,0.1862222222,0.2774444444,0.2570555556,0.2793333333,0.186,0.2425,0.2645,0.3065,0.1896923077,0.2396923077,0.3056153846,0.2644615385,0.222,0.243,0.26425,0.271,0.209,0.2158,0.2992,0.2764
AT4G04700,"member of Calcium Dependent Protein Kinase",CPK27,"Calcium Dependent Protein Kinase",,PM,1,PK,,,,NA,NA,,8,0.2013333333,0.255,0.2573333333,0.286,0.286,0.249,0.22,0.245,0.2104,0.2246,0.2642,0.3006,0.225,0.216125,0.269375,0.289375,0.285,0.207,0.22,0.288,0.1653333333,0.3025,0.2625,0.2698333333,0.21,0.229875,0.277875,0.2825,0.259375,0.201125,0.286375,0.25325
AT3G20410,"calmodulin-domain protein kinase CDPK isoform 9 (CPK9)",CPK9,"Calcium Dependent Protein Kinase",PM,PM,1,PK,,"PM GFP (Dammann et al., 2003)",,NA,NA,,2,0.1983749745,0.2467234004,0.2615387603,0.2933768093,0.2321305458,0.2205900735,0.2590864325,0.288208027,0.194,0.225,0.263,0.318,0.180398819,0.2331553059,0.2799184878,0.3065327545,0.1778832165,0.228296264,0.2810657247,0.312762956,0.1433922068,0.2992639342,0.2556321454,0.3016961203,0.2050661541,0.2391899837,0.2852872301,0.2704752345,0.153,0.237,0.32,0.29
AT4G04720,"member of Calcium Dependent Protein Kinase",CPK21,"Calcium Dependent Protein Kinase",PM,PM,0.93,PK,,"PM GFP (Dammann et al., 2003)",,NA,NA,,8,0.132,0.321,0.243,0.303,0.164,0.339,0.2605,0.2365,0.0996666667,0.2426666667,0.3156666667,0.3423333333,0.136,0.2445,0.2986666667,0.3208333333,0.1383333333,0.2303333333,0.2753333333,0.356,0.1865,0.2715,0.276,0.266,0.206,0.2301428571,0.2831428571,0.2804285714,0.157,0.233,0.321,0.288
AT4G23650,"Encodes calcium dependent protein kinase 3 (CPK3), a member of the Arabidopsis CDPK gene family.  CDPKs contain an intrinsic Ca2+-activation domain with four EF hand Ca2+-binding sites.  CDPKs protein kinases have been proposed to function in multiple plant signal transduction pathways downstream of [Ca2+]cyt elevations, thus transducing various physiological responses.  CPK3 is expressed in both guard cells and mesophyll cells.  Functions in guard cell ion channel regulation.   ABA and Ca(2+) activation of slow-type anion channels and, interestingly, ABA activation of plasma membrane Ca(2+)-permeable channels were impaired in independent alleles of single and double cpk3cpk6 mutant guard cells.  Furthermore, ABA- and Ca(2+)-induced stomatal closing were partially impaired in these cpk3cpk6 mutant alleles.  CPK6 is also a member of the Arabidopsis CDPK family.",CDPK6,"Calcium Dependent Protein Kinase",,PM,0.71,PK,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.234,0.2965,0.222,0.2475,0.3,0.234,0.201,0.2645,0.2455,0.2295,0.2465,0.278,0.1833333333,0.2783333333,0.2423333333,0.2963333333,0.236,0.2124444444,0.2495555556,0.302,0.1948571429,0.2659285714,0.2940714286,0.2452857143,0.24,0.2244117647,0.2648823529,0.2707058824,0.2894,0.1861,0.2589,0.2657
AT3G63260,"protein kinase, similar to mammal mixed-lineage kinase and Raf protein kinase",MRK1,MAP3K,,PM,1,PK,,,,NA,NA,,6,0.196,0.297,0.242,0.266,0.285,0.224,0.20675,0.284,0.16,0.272,0.262,0.306,0.136,0.254,0.287,0.323,0.1817462343,0.2425173462,0.2685566426,0.3071819473,0.1659212386,0.2744019212,0.2890942056,0.270587802,0.2354545455,0.2458181818,0.2640909091,0.2546363636,0.1866666667,0.227,0.3036666667,0.2826666667
AT1G15210,"pleiotropic drug resistance 7 (PDR7); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; INVOLVED IN: drug transmembrane transport; LOCATED IN: plasma membrane, chloroplast, membrane; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 4 anthesis, F mature embryo stage, petal differentiation and expansion stage, E expanded cotyledon stage, D bilateral stage; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), Plant PDR ABC transporter associated (InterPro:IPR013581), ABC-2 type transporter (InterPro:IPR013525); BEST Arabidopsis thaliana protein match is: ABC-2 and Plant PDR ABC-type transporter family protein (TAIR:AT1G59870.1); Has 383488 Blast hits to 290790 proteins in 4017 species: Archae - 7218; Bacteria - 309544; Metazoa - 9443; Fungi - 7090; Plants - 6323; Viruses - 4; Other Eukaryotes - 43866 (source: NCBI BLink).",ABCG35,"ABC transporter",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1734285714,0.3072857143,0.2408571429,0.2787142857,0.2746363636,0.2422727273,0.2230909091,0.2601818182,0.1478181818,0.252,0.3013636364,0.2988181818,0.1554615385,0.2473846154,0.2696923077,0.3276153846,0.1925,0.2215,0.256,0.33,0.1885555556,0.2838888889,0.2664444444,0.2611111111,0.2293333333,0.239,0.249,0.2828333333,0.187,0.2165,0.3195,0.2775
AT1G17840,"Encodes a plasma membrane-localized ATP-binding cassette transporter, that is required for cutin  transport to the extracellular matrix.",ABCG11,"ABC transporter",,PM,1,Transport,,,,NA,NA,,6,0.1643333333,0.2796666667,0.258,0.2973333333,0.291,0.187,0.209,0.313,0.092,0.216,0.337,0.356,0.1538,0.1982,0.3032,0.345,0.1897290174,0.2224993862,0.2671096457,0.3206780529,0.1581346463,0.2855085141,0.2713218807,0.285054665,0.205875,0.23275,0.282625,0.27875,0.2135,0.2175,0.2855,0.284
AT1G59870,"ATP binding cassette transporter. Localized to the plasma membrane in uninfected cells. In infected leaves, the protein concentrated at  infection sites. Contributes to nonhost resistance to inappropriate pathogens that enter by direct penetration in a salicylic acid-dependent manner. Required for mlo resistance.  Has Cd transporter activity (Cd2+ extrusion pump) and contributes to heavy metal resistance.","ABCG36, PEN3","ABC transporter",PM,PM,1,Transport,,"PM GFP (Stein et al., 2006)",,NA,NA,,8,0.1854166667,0.2835,0.271125,0.259875,0.2403703704,0.2607037037,0.2425185185,0.2562592593,0.1173529412,0.2659411765,0.3118235294,0.305,0.1486666667,0.2341333333,0.3094666667,0.3078666667,0.1688387097,0.2393870968,0.2734193548,0.3183548387,0.159826087,0.2817826087,0.2853043478,0.2733913043,0.218140625,0.2315625,0.267484375,0.282828125,0.1855945946,0.2080540541,0.3048648649,0.3015675676
AT2G36380,"pleiotropic drug resistance 6 (PDR6); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; LOCATED IN: plasma membrane; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), Plant PDR ABC transporter associated (InterPro:IPR013581), ABC-2 type transporter (InterPro:IPR013525); BEST Arabidopsis thaliana protein match is: pleiotropic drug resistance 11 (TAIR:AT1G66950.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink).",ABCG34,"ABC transporter",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.181,0.283,0.241,0.295,0.2717142857,0.2155714286,0.2287142857,0.2837142857,0.1483333333,0.2508888889,0.2908888889,0.3096666667,0.1678666667,0.2234,0.2816,0.3271333333,0.13325,0.24425,0.25575,0.36725,0.163625,0.30525,0.255125,0.275625,0.2155,0.2401875,0.2705,0.273625,0.2133846154,0.1949230769,0.3100769231,0.2817692308
AT2G37280,"Encodes an ATP-binding cassette (ABC) transporter.  Expressed in the vascular tissue of primary stem.",ABCG33,"ABC transporter",,PM,1,Transport,,,,NA,NA,,4,0.1805,0.282,0.2625,0.275,0.256,0.254,0.242,0.248,0.1705,0.266,0.2875,0.277,0.1765972408,0.253175834,0.2851656338,0.2850419736,0.1926171017,0.2306554826,0.2609274248,0.3157963384,0.1543837892,0.2852880544,0.2774313108,0.2828752363,0.212,0.2295,0.27,0.2885,0.2263870964,0.2125855712,0.2726814824,0.288318016
AT3G53480,"Negative regulator of auxin polar transport inhibitors. ABCG37 regulates auxin distribution and homeostasis  in roots by excluding IBA from the root apex, but does  not act directly in basipetal transport. ABCG37 and ABCG36 act redundantly at outermost root plasma  membranes and, transport IBA out of the cells.",ABCG37,"ABC transporter",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,6,0.232,0.281,0.219,0.268,0.233,0.239,0.2486666667,0.2793333333,0.116,0.204,0.273,0.407,0.1546666667,0.2453333333,0.283,0.3173333333,0.1740349896,0.2300642601,0.2685681179,0.3273580716,0.1541002165,0.2839289005,0.2704704388,0.2914981219,0.2276,0.2236,0.277,0.272,0.19,0.209,0.32,0.282
AT1G02520,"Encodes an ATP-binding cassette (ABC) transporter.  Expressed in the vascular tissue of primary stem.",ABCB11,"ABC transporter",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1607142857,0.3058571429,0.2357142857,0.2974285714,0.27425,0.23875,0.222875,0.263875,0.14,0.26625,0.26925,0.3245,0.1598571429,0.2312142857,0.269,0.3399285714,0.2487142857,0.2184285714,0.2454285714,0.2878571429,0.1745238095,0.274,0.2804285714,0.271,0.2448484848,0.2396969697,0.2628484848,0.2528181818,0.24785,0.2078,0.27765,0.26665
AT2G36910,"Belongs to the family of ATP-binding cassette (ABC) transporters. Also known as AtMDR1.Possibly regulates auxin-dependent responses by influencing basipetal auxin transport in the root.  Exerts nonredundant, partially overlapping functions with the ABC transporter encoded by AT3G28860.  PGP1 mediates cellular efflux of IAA and interacts with PIN genes that may confer an accelerated vectoral component to PGP-mediated transport. The non-polar localization of PGP1 at root and shoot apices, where IAA gradient-driven transport is impaired, may be required to confer directionality to auxin transport in those tissues.",ABCB1,"ABC transporter",PM,PM,0.94,Transport,,"PM Immunolocalization (Sidler  et al., 1998)",,NA,NA,,7,0.17,0.316,0.253,0.261,0.292,0.244,0.204,0.26,0.208,0.2185,0.2785,0.295,0.234,0.2225,0.262,0.281,0.2035,0.2595,0.264,0.273,0.1696416348,0.2819286807,0.280315532,0.2680968098,0.2035,0.2615,0.2735,0.261,0.23,0.222,0.273,0.275
AT2G39480,"P-glycoprotein 6 (PGP6); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; INVOLVED IN: transport, transmembrane transport; LOCATED IN: nucleus, plasma membrane; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), ABC transporter, transmembrane domain, type 1 (InterPro:IPR011527), ABC transporter integral membrane type 1 (InterPro:IPR017940), ABC transporter, transmembrane domain (InterPro:IPR001140); BEST Arabidopsis thaliana protein match is: P-glycoprotein  20 (TAIR:AT3G55320.1); Has 727628 Blast hits to 364161 proteins in 4096 species: Archae - 12661; Bacteria - 576901; Metazoa - 18207; Fungi - 12101; Plants - 9039; Viruses - 13; Other Eukaryotes - 98706 (source: NCBI BLink).",ABCB6,"ABC transporter",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006)",,NA,NA,,4,0.1882,0.3004,0.2396,0.2722,0.2936666667,0.225,0.228,0.2536666667,0.1703333333,0.2631666667,0.2815,0.285,0.174,0.2144,0.316,0.2958,0.2025629058,0.2380886928,0.2679776878,0.2913812982,0.1677800046,0.2784368215,0.2871180181,0.2666719204,0.2465723033,0.2315530185,0.2623013868,0.2595920032,0.2411837091,0.2147139066,0.2753392133,0.2687365798
AT2G47000,"Multidrug resistance  P-glycoprotein (MDR/PGP) subfamily of ABC transporters. Functions in the basipetal  redirection of auxin from the root tip. Exhibits apolar plasma membrane localization in the root cap and polar localization in tissues above.",ABCB4,"ABC transporter",,PM,1,Transport,,"PM LOPIT (Dunkley et al., 2006 and Sadowski et al., 2008)",,NA,NA,,8,0.1839130435,0.3134347826,0.2422173913,0.2603478261,0.260875,0.2463,0.228125,0.264625,0.1339,0.2453,0.288,0.333,0.1595789474,0.2145263158,0.2831578947,0.3428421053,0.1994468085,0.2317234043,0.2567446809,0.312212766,0.1875384615,0.2720384615,0.2882692308,0.2522307692,0.2325607477,0.2356168224,0.2701495327,0.2616915888,0.1946393443,0.2214098361,0.312704918,0.2711639344
AT3G28860,"Belongs to the family of ATP-binding cassette (ABC) transporters. Also known as AtMDR11 and PGP19. Possibly regulates auxin-dependent responses by influencing basipetal auxin transport in the root. Acts upstream of phyA in regulating hypocotyl elongation and gravitropic response. Exerts nonredundant, partially overlapping functions with the ABC transporter encoded by AtPGP1.",ABCB19,"ABC transporter",PM,PM,1,Transport,,"PM Immunolocalization (Petrasek  et al., 2006)",,NA,NA,,7,0.1981428571,0.2778571429,0.2302857143,0.2934285714,0.3003333333,0.2056666667,0.2203333333,0.2737777778,0.1566,0.2241,0.2519,0.3676,0.156,0.2099,0.2707,0.36325,0.173,0.22,0.261,0.346,0.1787142857,0.2881428571,0.2721428571,0.261,0.245,0.2133333333,0.2676666667,0.2733333333,0.2246248772,0.2037782926,0.2880534692,0.2835329093
AT5G46540,"P-glycoprotein  7 (PGP7); FUNCTIONS IN: ATPase activity, coupled to transmembrane movement of substances; INVOLVED IN: transport, transmembrane transport; LOCATED IN: integral to membrane; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: 4 anthesis, C globular stage, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: ATPase, AAA+ type, core (InterPro:IPR003593), ABC transporter-like (InterPro:IPR003439), ABC transporter, transmembrane domain, type 1 (InterPro:IPR011527), ABC transporter integral membrane type 1 (InterPro:IPR017940), ABC transporter, transmembrane domain (InterPro:IPR001140), ABC transporter, conserved site (InterPro:IPR017871); BEST Arabidopsis thaliana protein match is: P-glycoprotein  9 (TAIR:AT4G18050.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes - 339 (source: NCBI BLink).",ABCB7,"ABC transporter",,PM,0.79,Transport,,,,NA,NA,,5,0.1685094664,0.2868321641,0.2610822512,0.2835695556,0.2359003007,0.2359370649,0.2503325669,0.2777886036,0.1206666667,0.2436666667,0.3236666667,0.312,0.1335769595,0.2286823743,0.3088723959,0.3288395632,0.1933333333,0.202,0.2456666667,0.3593333333,0.1864,0.2558,0.3224,0.2352,0.229,0.2555,0.279,0.237,0.122,0.261,0.354,0.263
AT5G26340,"Encodes a protein with high affinity, hexose-specific/H+ symporter activity. The activity of the transporter appears to be negatively regulated by phosphorylation. Importantly, microarray analysis, as well as the study of the expression of this gene in mutants involved in programmed cell death (PCD) demonstrated a tight correlation between this gene's expression and PCD.",MSS1,"MFS, Sugar transporter",,PM,1,Transport,,,,NA,NA,,6,0.175,0.304,0.1936666667,0.3273333333,0.247,0.275,0.2355,0.243,0.1497465863,0.2702126794,0.2461383178,0.3339128645,0.1795,0.2295,0.2585,0.333,0.2123333333,0.2363333333,0.2576666667,0.294,0.1646969517,0.2717213097,0.2879201475,0.2756774566,0.228625,0.247125,0.251375,0.273,0.186,0.238,0.282,0.295
AT2G38940,"Encodes Pht1;4, a member of the Pht1 family of phosphate transporters which include: Pht1;1/At5g43350, Pht1;2/At5g43370, Pht1;3/At5g43360, Pht1;4/At2g38940, Pht1;5/At2g32830, Pht1;6/At5g43340, Pht1;7/At3g54700, Pht1;8/At1g20860, Pht1;9/At1g76430 (Plant Journal 2002, 31:341).",PHT1;4,"MFS, Phosphate permease",,PM,0.99,Transport,,,,NA,NA,,3,0.1655750651,0.2466868151,0.2678826907,0.3198520953,0.256,0.2115,0.25,0.2825,0.136,0.233,0.273,0.358,0.11,0.195,0.341,0.354,0.1795613424,0.2192463073,0.2696552319,0.3315449188,0.1518966716,0.2882951692,0.2635473326,0.2962566498,0.2196754127,0.2265846218,0.2706320471,0.2831204262,0.2122581067,0.2118273226,0.2864523611,0.2894454664
