  Protein IDs,  Majority protein IDs,  Protein names,  Gene names,  Organelle,  Protein complex,  Main organelle_all,  Second organelle_all,  Alpha_all,  Corr_all,  Main organelle_LFD,  Second organelle_LFD,  Alpha_LFD,  Corr_LFD,  Main organelle_HFD3,  Second organelle_HFD3,  Alpha_HFD3,  Corr_HFD3,  Main organelle_HFD12,  Second organelle_HFD12,  Alpha_HFD12,  Corr_HFD12,,,,,,,,,,
Q60749;Q9WU01;Q9WU01-2;A0A087WSL3;A0A087WR32,Q60749,"KH domain-containing, RNA-binding, signal transduction-associated protein 1",Khdrbs1,Nucleus,,Nucleus,Endosome,0.269968,0.935928,Nucleus,ER,0.3318,0.872467,Nucleus,Endosome,0.165831,0.957759,Nucleus,Endosome,0.256724,0.903952,,,,,,,,,,
Q9D0E1;Q9D0E1-2;B8JK33;B8JK32;F6W322;F7C9U3,Q9D0E1;Q9D0E1-2;B8JK33;B8JK32,Heterogeneous nuclear ribonucleoprotein M,Hnrnpm,Nucleus,,Nucleus,ER,0.206862,0.94111,Nucleus,Endosome,0.299911,0.863731,Nucleus,Endosome,0.189141,0.949217,Nucleus,ER,0.126146,0.974618,,,,,,,,,,
E9QNN1;A0A087WPL5;O70133-2;O70133;O70133-3;Q3UR42;A0A087WRT3,E9QNN1;A0A087WPL5;O70133-2;O70133;O70133-3;Q3UR42,ATP-dependent RNA helicase A,Dhx9,Nucleus,,Nucleus,ER,0.219676,0.939194,Nucleus,ER,0.294992,0.867034,Nucleus,ER,0.170084,0.939915,Nucleus,Endosome,0.144121,0.945339,,,,,,,,,,
Q8K224;A2BH46;E9Q498,Q8K224,N-acetyltransferase 10,Nat10,Nucleus,,Nucleus,Lysosome,0.062645,0.851328,Nucleus,Cytoplasm,0,0.887866,Nucleus,Lysosome,0.214749,0.833104,Nucleus,Endosome,0,0.910618,,,,,,,,,,
Q7TPV4,Q7TPV4,Myb-binding protein 1A,Mybbp1a,Nucleus,,Nucleus,Lysosome,0.139425,0.937854,Nucleus,ER,0.126339,0.950994,Nucleus,Lysosome,0.202174,0.929683,Nucleus,ER,0.036677,0.976925,,,,,,,,,,
Q9D554,Q9D554,Splicing factor 3A subunit 3,Sf3a3,Nucleus,,Nucleus,ER,0.027747,0.920535,Nucleus,Endosome,0.0378934,0.919797,Nucleus,Lysosome,0.0772863,0.869642,Nucleus,Mitochondria,0,0.94425,,,,,,,,,,
Q9D0T1;E9PZS4,Q9D0T1,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",Nhp2l1,Nucleus,,Nucleus,Lysosome,0.116787,0.968481,Nucleus,Endosome,0.131486,0.913148,Nucleus,ER,0.0766784,0.973754,Nucleus,Endosome,0.137844,0.932051,,,,,,,,,,
Q9Z204;Q9Z204-2;Q9Z204-3;Q9Z204-4;Q9Z204-5,Q9Z204;Q9Z204-2;Q9Z204-3;Q9Z204-4;Q9Z204-5,Heterogeneous nuclear ribonucleoproteins C1/C2,Hnrnpc,Nucleus,,Nucleus,Endosome,0.0811614,0.973591,Nucleus,ER,0.0813457,0.924916,Nucleus,ER,0.0857617,0.980138,Nucleus,Endosome,0.0707154,0.946973,,,,,,,,,,
Q8BL97-3;Q8BL97-4;Q8BL97-2,Q8BL97-3;Q8BL97-4;Q8BL97-2,Serine/arginine-rich splicing factor 7,Srsf7,Nucleus,,Nucleus,Endosome,0.121091,0.940342,Nucleus,Endosome,0.205949,0.839723,Nucleus,Endosome,0.0748612,0.9387,Nucleus,Endosome,0.066825,0.922455,,,,,,,,,,
Q9CU62;S4R179,Q9CU62,Structural maintenance of chromosomes protein 1A,Smc1a,Nucleus,,Nucleus,Lysosome,0.0456451,0.980993,Nucleus,Cytoplasm,0,0.957893,Nucleus,PM,0.122926,0.980402,Nucleus,PM,0.0689994,0.975833,,,,,,,,,,
Q6PE01,Q6PE01,U5 small nuclear ribonucleoprotein 40 kDa protein,Snrnp40,Nucleus,,Nucleus,Golgi,0,0.954888,Nucleus,Mitochondria,0.0778646,0.935232,Nucleus,Lysosome,0.0417965,0.921271,Nucleus,PM,0,0.894576,,,,,,,,,,
P35550;Q80WS3,P35550,rRNA 2-O-methyltransferase fibrillarin,Fbl,Nucleus,,Nucleus,ER,0.0955482,0.957102,Nucleus,Cytoplasm,0,0.983564,Nucleus,ER,0.107612,0.969321,Nucleus,Endosome,0.187056,0.909307,,,,,,,,,,
Q921M3;Q921M3-2,Q921M3;Q921M3-2,Splicing factor 3B subunit 3,Sf3b3,Nucleus,,Nucleus,Cytoplasm,0.108414,0.966927,Nucleus,Cytoplasm,0.216065,0.804269,Nucleus,Cytoplasm,0.147983,0.901848,Nucleus,Peroxisome,0,0.934005,,,,,,,,,,
Q6P4T2,Q6P4T2,U5 small nuclear ribonucleoprotein 200 kDa helicase,Snrnp200,Nucleus,,Nucleus,PM,0,0.978998,Nucleus,Mitochondria,0,0.975462,Nucleus,Peroxisome,0,0.957571,Nucleus,Mitochondria,0.00633158,0.975388,,,,,,,,,,
Q3UJB0,Q3UJB0,,Sf3b2,Nucleus,,Nucleus,Cytoplasm,0.0801861,0.96921,Nucleus,Cytoplasm,0.183709,0.863151,Nucleus,Lysosome,0,0.963118,Nucleus,Cytoplasm,0.0224113,0.939021,,,,,,,,,,
O08810;A2AH85;G3UZ34;G3UXK8;G3UZ25,O08810;A2AH85;G3UZ34,116 kDa U5 small nuclear ribonucleoprotein component,Eftud2,Nucleus,,Nucleus,PM,0,0.968938,Nucleus,Endosome,0.0177904,0.954741,Nucleus,Cytoplasm,0.0337337,0.958662,Nucleus,Lysosome,0,0.9436,,,,,,,,,,
Q8BIQ5;A2AEK1;Q8BIQ5-2;A2AEJ8;F6ZKC7;A2AEK3,Q8BIQ5;A2AEK1;Q8BIQ5-2;A2AEJ8,Cleavage stimulation factor subunit 2,Cstf2,Nucleus,,Nucleus,Cytoplasm,0.157364,0.920557,Nucleus,Cytoplasm,0.139726,0.828592,Nucleus,Cytoplasm,0.15356,0.861528,Nucleus,Peroxisome,0,0.82282,,,,,,,,,,
Q99JX7;V9GXF3;V9GXW3;V9GXM5,Q99JX7;V9GXF3;V9GXW3,Nuclear RNA export factor 1,Nxf1,Nucleus,,Nucleus,Endosome,0.123396,0.850941,Nucleus,Endosome,0.252008,0.720787,Nucleus,Mitochondria,0,0.810463,Nucleus,PM,0.119795,0.77322,,,,,,,,,,
Q6P2L6;D3Z197;D3Z357;Q6P2L6-4;Q6P2L6-2;D3YUP2;Q6P2L6-3,Q6P2L6;D3Z197;D3Z357;Q6P2L6-4;Q6P2L6-2,Histone-lysine N-methyltransferase NSD3;Histone-lysine N-methyltransferase,Whsc1l1,Nucleus,,Nucleus,Endosome,0,0.921265,Nucleus,Endosome,0,0.964525,Nucleus,PM,0,0.735888,Nucleus,ER,0,0.504487,,,,,,,,,,
Q8CGZ0;G5E8I8,Q8CGZ0;G5E8I8,Calcium homeostasis endoplasmic reticulum protein,Cherp,Nucleus,,Nucleus,Golgi,0.0462656,0.810118,Nucleus,Peroxisome,0,0.849184,Nucleus,Golgi,0.0920909,0.793188,Nucleus,PM,0.10222,0.773219,,,,,,,,,,
P10853;Q64475;Q8CGP2;Q8CBB6;Q8CGP1;Q8CGP2-2;P70696,P10853;Q64475;Q8CGP2;Q8CBB6;Q8CGP1;Q8CGP2-2;P70696,Histone H2B type 1-F/J/L;Histone H2B type 1-B;Histone H2B type 1-P;Histone H2B;Histone H2B type 1-K;Histone H2B type 1-A,Hist1h2bf;Hist1h2bb;Hist1h2bp;Hist1h2br;Hist1h2bk;Hist1h2ba,Nucleus,,Nucleus,LD,0.0141875,0.841473,Nucleus,Endosome,0,0.804925,Nucleus,Endosome,0,0.976211,Nucleus,Golgi-LD,0.157521,0.696556,,,,,,,,,,
Q4VA53;F8WHU5;Q4VA53-3;Q4VA53-2,Q4VA53;F8WHU5;Q4VA53-3;Q4VA53-2,Sister chromatid cohesion protein PDS5 homolog B,Pds5b,Nucleus,,Nucleus,ER,0.111279,0.93276,Nucleus,Peroxisome,0.11363,0.854257,Nucleus,ER,0.0912624,0.894551,Nucleus,ER,0.133594,0.851017,,,,,,,,,,
P59708,P59708,Splicing factor 3B subunit 6,Sf3b6,Nucleus,,Nucleus,Endosome,0,0.845859,Nucleus,Peroxisome,0,0.825503,Nucleus,Endosome,0,0.953073,Nucleus,Peroxisome,0.106439,0.549238,,,,,,,,,,
H9KV00;Q9QX47;H9KV01;H9KV15;Q9QX47-4;Q9QX47-3;H9KV02,H9KV00;Q9QX47;H9KV01;H9KV15;Q9QX47-4;Q9QX47-3,Protein SON,Son,Nucleus,,Nucleus,Endosome,0,0.872656,Nucleus,Mitochondria,0.060689,0.957288,Nucleus,Mitochondria,0.121907,0.809511,Nucleus,Golgi-LD,0,0.914226,,,,,,,,,,
Q6NV83;Q6NV83-3;Q6NV83-2;A0A087WRG2,Q6NV83;Q6NV83-3;Q6NV83-2,U2 snRNP-associated SURP motif-containing protein,U2surp,Nucleus,,Nucleus,Peroxisome,0.0475945,0.829325,Nucleus,Mitochondria,0.181222,0.885506,Nucleus,PM,0,0.881072,Nucleus,ER,0.0905477,0.738728,,,,,,,,,,
Q8K363;F6ZX28,Q8K363,ATP-dependent RNA helicase DDX18,Ddx18,Nucleus,,Nucleus,Golgi,0,0.945848,Nucleus,Mitochondria,0,0.974434,Nucleus,Endosome,0,0.963429,Nucleus,Golgi-LD,0,0.744495,,,,,,,,,,
Q9CW03,Q9CW03,Structural maintenance of chromosomes protein 3,Smc3,Nucleus,,Nucleus,Golgi,0,0.938428,Nucleus,Mitochondria,0.0412549,0.954922,Nucleus,Golgi,0,0.971439,Nucleus,Cytoplasm,0,0.926755,,,,,,,,,,
Q9Z315,Q9Z315,U4/U6.U5 tri-snRNP-associated protein 1,Sart1,Nucleus,,Nucleus,Endosome,0,0.899777,Nucleus,Mitochondria,0.0378513,0.949831,Nucleus,Golgi,0,0.94353,Nucleus,Endosome,0,0.903482,,,,,,,,,,
Q9WV02;A2AFI3;Q9WV02-2;A2AFI4,Q9WV02;A2AFI3;Q9WV02-2;A2AFI4,"RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed",Rbmx,Nucleus,,Nucleus,ER,0.131791,0.883938,Nucleus,ER,0.113684,0.964245,Nucleus,ER,0.167679,0.776113,Nucleus,Endosome,0.158919,0.789415,,,,,,,,,,
Q8CCK0,Q8CCK0,Core histone macro-H2A.2,H2afy2,Nucleus,,Nucleus,Endosome,0,0.851041,Nucleus,Endosome,0,0.966285,Nucleus,Endosome,0,0.972847,Nucleus,Golgi-LD,0.438409,0.462479,,,,,,,,,,
Q8QZY9,Q8QZY9,Splicing factor 3B subunit 4,Sf3b4,Nucleus,,Nucleus,PM,0,0.875942,Nucleus,ER,0,0.852617,Nucleus,Endosome,0,0.936694,Nucleus,ER,0,0.895315,,,,,,,,,,
Q8CJF7;F6QTR3;F6S6E4,Q8CJF7,Protein ELYS,Ahctf1,Nucleus,,Nucleus,Endosome,0,0.950696,Nucleus,Mitochondria,0.0726733,0.941868,Nucleus,Endosome,0,0.973719,Nucleus,PM,0,0.887994,,,,,,,,,,
Q62018;Q62018-3;Q62018-2,Q62018;Q62018-3;Q62018-2,RNA polymerase-associated protein CTR9 homolog,Ctr9,Nucleus,,Nucleus,Peroxisome,0.0814255,0.877154,Nucleus,Mitochondria,0.0993746,0.697493,Mitochondria,Nucleus,0.613961,0.738677,Nucleus,PM,0,0.710355,,,,,,,,,,
Q91VE6;Q91VE6-2;E0CXU3,Q91VE6;Q91VE6-2,MKI67 FHA domain-interacting nucleolar phosphoprotein,Nifk,Nucleus,,Nucleus,Peroxisome,0.054149,0.76758,Nucleus,Peroxisome,0.0961338,0.602815,Nucleus,Endosome,0,0.952816,Nucleus,Peroxisome,0.168273,0.345577,,,,,,,,,,
Q922K9,Q922K9,Tyrosine-protein kinase FRK,Frk,Nucleus,,Nucleus,Endosome,0,0.888103,Nucleus,Peroxisome,0.0577838,0.636065,Nucleus,ER,0,0.825836,Nucleus,Endosome,0,0.842162,,,,,,,,,,
Q9R190,Q9R190,Metastasis-associated protein MTA2,Mta2,Nucleus,,Nucleus,Endosome,0,0.98292,Nucleus,Endosome,0,0.970958,Nucleus,Endosome,0,0.980233,Nucleus,Golgi-LD,0,0.949434,,,,,,,,,,
Q8K0L9;Q8K0L9-2;E0CYH3;E0CXT9;E0CXK1;E0CYJ9;E0CX28,Q8K0L9;Q8K0L9-2,Zinc finger and BTB domain-containing protein 20,Zbtb20,Nucleus,,Nucleus,Endosome,0,0.97499,Nucleus,Endosome,0,0.954484,Nucleus,Endosome,0,0.975477,Nucleus,Endosome,0,0.942575,,,,,,,,,,
Q8JZX4;A2AP40,Q8JZX4,Splicing factor 45,Rbm17,Nucleus,,Nucleus,ER,0,0.929031,Nucleus,Mitochondria,0,0.954998,Nucleus,PM,0,0.845564,Nucleus,ER,0,0.791352,,,,,,,,,,
Q8K4P0;D3YX80,Q8K4P0,pre-mRNA 3 end processing protein WDR33,Wdr33,Nucleus,,Nucleus,Endosome,0,0.971824,Nucleus,Golgi,0,0.849048,Nucleus,Endosome,0,0.969263,Nucleus,Golgi-LD,0,0.897079,,,,,,,,,,
Q9ESU6;Q3UH70;B0V2V8;Q9ESU6-2;B0V2V6;D6RGP2,Q9ESU6;Q3UH70;B0V2V8;Q9ESU6-2;B0V2V6,Bromodomain-containing protein 4,Brd4,Nucleus,,Nucleus,Endosome,0,0.951705,Nucleus,Endosome,0,0.777822,Nucleus,Endosome,0,0.97941,Nucleus,Cytoplasm,0.0791065,0.478653,,,,,,,,,,
Q9Z277,Q9Z277,Tyrosine-protein kinase BAZ1B,Baz1b,Nucleus,,Nucleus,Endosome,0,0.960751,Nucleus,Endosome,0,0.95526,Nucleus,Endosome,0,0.988787,Nucleus,ER,0,0.859798,,,,,,,,,,
Q8CFQ3;A2AQA7,Q8CFQ3;A2AQA7,Intron-binding protein aquarius,Aqr,Nucleus,,Nucleus,Endosome,0,0.943392,Nucleus,Peroxisome,0.0783277,0.655828,Nucleus,Endosome,0,0.784258,Nucleus,Cytoplasm,0.0791065,0.478653,,,,,,,,,,
Q8BSQ9;F8VQD1;E9Q7L3;D3Z1W6;E9Q7L2;D3Z1N4;E9Q4Y5;Q8BSQ9-2;D3YYF2;D3Z3R4;F6THL5;D6RIL0;D6RI94,Q8BSQ9;F8VQD1;E9Q7L3;D3Z1W6;E9Q7L2;D3Z1N4;E9Q4Y5;Q8BSQ9-2;D3YYF2;D3Z3R4;F6THL5;D6RIL0;D6RI94,Protein polybromo-1,Pbrm1,Nucleus,,Nucleus,Endosome,0,0.923563,Nucleus,Peroxisome,0.0949,0.649976,Nucleus,Endosome,0,0.984717,Nucleus,ER,0,0.859798,,,,,,,,,,
Q9D287,Q9D287,Pre-mRNA-splicing factor SPF27,Bcas2,Nucleus,,Nucleus,Endosome,0,0.961942,Nucleus,Endosome,0,0.831783,Nucleus,PM,0,0.898032,Nucleus,PM,0,0.923739,,,,,,,,,,
Q0VBL3,Q0VBL3,,Rbm15,Nucleus,,Nucleus,Endosome,0,0.972223,Nucleus,Mitochondria,0.0466218,0.943316,Nucleus,Endosome,0,0.975598,Nucleus,PM,0,0.899311,,,,,,,,,,
P49698;Z4YKX0;P49698-2;A2A5I6;Q9WUU6;A2A5I4;Q059V1;E9QPS1,P49698;Z4YKX0;P49698-2;A2A5I6,Hepatocyte nuclear factor 4-alpha,Hnf4a,Nucleus,,Nucleus,Endosome,0,0.957022,Nucleus,Endosome,0,0.950669,Nucleus,ER,0,0.909652,Nucleus,Endosome,0,0.972562,,,,,,,,,,
O35218,O35218,Cleavage and polyadenylation specificity factor subunit 2,Cpsf2,Nucleus,,Nucleus,Golgi,0,0.903512,Nucleus,Peroxisome,0,0.924023,Nucleus,Golgi,0,0.783107,Nucleus,ER,0,0.859798,,,,,,,,,,
Q9CW46;Q9CW46-2,Q9CW46;Q9CW46-2,Ribonucleoprotein PTB-binding 1,Raver1,Nucleus,,Nucleus,Peroxisome,0,0.879996,Nucleus,Peroxisome,0,0.924023,Nucleus,Peroxisome,0,0.740803,Nucleus,ER,0,0.700069,,,,,,,,,,
P15092;P15092-2,P15092;P15092-2,Interferon-activable protein 204,Ifi204,Nucleus,,Nucleus,Peroxisome,0,0.879144,Nucleus,Peroxisome,0,0.801021,Nucleus,ER,0,0.611957,Nucleus,Peroxisome,0,0.679273,,,,,,,,,,
Q0P678;H3BIW0;G3X8T2;H3BJN4;H3BJJ9;Q0P678-2,Q0P678;H3BIW0;G3X8T2,Zinc finger CCCH domain-containing protein 18,Zc3h18,Nucleus,,Nucleus,ER,0,0.887288,Nucleus,Endosome,0,0.91488,Nucleus,ER,0,0.793061,Nucleus,ER,0,0.705031,,,,,,,,,,
Q9D4J7;E9QAG2;Q9D4J7-2,Q9D4J7;E9QAG2;Q9D4J7-2,PHD finger protein 6,Phf6,Nucleus,,Nucleus,ER,0,0.887388,Nucleus,Peroxisome,0,0.801021,Nucleus,PM,0.0826107,0.660747,Nucleus,ER,0,0.700069,,,,,,,,,,
Q7TMY4;Q7TMY4-2,Q7TMY4;Q7TMY4-2,THO complex subunit 7 homolog,Thoc7,Nucleus,,Nucleus,ER,0,0.919306,Nucleus,Mitochondria,0,0.578777,Nucleus,ER,0,0.793061,Nucleus,PM,0,0.710355,,,,,,,,,,
Q5SX40;Q1WNQ6,Q5SX40,Myosin-1,Myh1,Nucleus,,Nucleus,ER,0,0.893187,Nucleus,Mitochondria,0,0.734407,Nucleus,Mitochondria,0.00898377,0.560066,Nucleus,ER,0,0.504487,,,,,,,,,,
Q9R226,Q9R226,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",Khdrbs3,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.452267,Nucleus,ER,0,0.793061,Nucleus,ER,0,0.700069,,,,,,,,,,
Q99KG3;Q99KG3-3;Q99KG3-2,Q99KG3;Q99KG3-3;Q99KG3-2,RNA-binding protein 10,Rbm10,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.578777,Nucleus,ER,0,0.611957,Nucleus,ER,0,0.504487,,,,,,,,,,
Q8VE80,Q8VE80,THO complex subunit 3,Thoc3,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Peroxisome,0,0.801021,Nucleus,ER,0,0.825836,Nucleus,Cytoplasm,0.0791065,0.478653,,,,,,,,,,
Q8CHY6;E9QMN5,Q8CHY6;E9QMN5,Transcriptional repressor p66 alpha,Gatad2a,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Peroxisome,0,0.924023,Nucleus,ER,0,0.825836,Nucleus,ER,0,0.859798,,,,,,,,,,
Q8CG79;E9QJU8;A0A0A6YX89,Q8CG79;E9QJU8,Apoptosis-stimulating of p53 protein 2,Tp53bp2;Trp53bp2,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.452267,Nucleus,ER,0,0.292761,Nucleus,PM,0,0.686797,,,,,,,,,,
Q8BP71;Q9JJ43;Q9JJ43-3;Q8BP71-6;Q9JJ43-5;Q9JJ43-2;Q8BP71-7;Q9JJ43-4;Q8BP71-8;Q8BP71-3;Q9JJ43-6;Q8BP71-2;Q8BP71-5,Q8BP71;Q9JJ43;Q9JJ43-3;Q8BP71-6;Q9JJ43-5;Q9JJ43-2;Q8BP71-7;Q9JJ43-4;Q8BP71-8;Q8BP71-3;Q9JJ43-6;Q8BP71-2;Q8BP71-5,RNA binding protein fox-1 homolog 2;RNA binding protein fox-1 homolog 1,Rbfox2;Rbfox1,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.734407,Nucleus,Cytoplasm,0.0813899,0.548972,Nucleus,PM,0,0.686797,,,,,,,,,,
Q8BJ05;Q8BJ05-2;Q8BJ05-3;Q8BJ05-4,Q8BJ05;Q8BJ05-2;Q8BJ05-3,Zinc finger CCCH domain-containing protein 14,Zc3h14,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Peroxisome,0,0.924023,Nucleus,ER,0,0.793061,Nucleus,ER,0,0.859798,,,,,,,,,,
Q8BGS0;Q8BGS0-2,Q8BGS0;Q8BGS0-2,Protein MAK16 homolog,Mak16,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Peroxisome,0,0.924023,Nucleus,ER,0,0.793061,Nucleus,PM,0,0.484361,,,,,,,,,,
Q80W00;Q80W00-2,Q80W00;Q80W00-2,Serine/threonine-protein phosphatase 1 regulatory subunit 10,Ppp1r10,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Peroxisome,0,0.801021,Nucleus,ER,0,0.825836,Nucleus,PM,0,0.484361,,,,,,,,,,
Q6PGF5,Q6PGF5,,Bms1,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.578777,Nucleus,ER,0,0.825836,Nucleus,Cytoplasm,0.0791065,0.478653,,,,,,,,,,
Q62383,Q62383,Transcription elongation factor SPT6,Supt6h,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.578777,Nucleus,ER,0,0.825836,Nucleus,PM,0,0.686797,,,,,,,,,,
Q61103;D3Z5N6;F8WIP7,Q61103;D3Z5N6;F8WIP7,Zinc finger protein ubi-d4,Dpf2,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Peroxisome,0,0.801021,Nucleus,ER,0,0.825836,Nucleus,ER,0,0.859798,,,,,,,,,,
Q5XJE5,Q5XJE5,RNA polymerase-associated protein LEO1,Leo1,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.578777,Nucleus,ER,0,0.601521,Nucleus,PM,0,0.686797,,,,,,,,,,
E9PX68;E9Q585;E9Q1Q0,E9PX68;E9Q585;E9Q1Q0,,Slc4a1ap,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.578777,Nucleus,ER,0,0.611957,Nucleus,PM,0,0.484361,,,,,,,,,,
B2LVG5;B2LVG6;E0CXT7;Q8BQZ5;Q8BQZ5-3;Q8BQZ5-2;F7B6Z5;M0QWM8,B2LVG5;B2LVG6;E0CXT7;Q8BQZ5;Q8BQZ5-3;Q8BQZ5-2;F7B6Z5,Cleavage and polyadenylation specificity factor subunit 4,Cpsf4,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.540687,Nucleus,ER,0,0.825836,Nucleus,Cytoplasm,0.0791065,0.478653,,,,,,,,,,
A2BH40;E9QAQ7;A2BH40-3;A2BH40-4;A2BH40-2,A2BH40;E9QAQ7;A2BH40-3;A2BH40-4;A2BH40-2,AT-rich interactive domain-containing protein 1A,Arid1a,Nucleus,,Nucleus,ER,0,0.897578,Nucleus,Mitochondria,0,0.540687,Nucleus,ER,0,0.793061,Nucleus,ER,0,0.504487,,,,,,,,,,
Q6PCM2;Q6PCM2-2;Q6PCM2-3,Q6PCM2;Q6PCM2-2,Integrator complex subunit 6,Ints6,Nucleus,,Nucleus,Peroxisome,0.0713818,0.778902,Nucleus,Peroxisome,0.0335234,0.757124,Nucleus,Endosome,0,0.984645,Nucleus,Peroxisome,0.142102,0.215011,,,,,,,,,,
A2BDX0;Q9Z103,A2BDX0;Q9Z103,Activity-dependent neuroprotector homeobox protein,Adnp,Nucleus,,Nucleus,Peroxisome,0.0786615,0.875126,Nucleus,Peroxisome,0.0961338,0.602815,Nucleus,Peroxisome,0.0467746,0.720914,Nucleus,Golgi-LD,0,0.898818,,,,,,,,,,
Q6ZWY9;Q64478;P10854;Q64525;G3X9D5,Q6ZWY9;Q64478;P10854;Q64525,Histone H2B type 1-C/E/G;Histone H2B type 1-H;Histone H2B type 1-M;Histone H2B type 2-B,Hist1h2bc;Hist1h2bh;Hist1h2bm;Hist2h2bb,Nucleus,,Nucleus,Peroxisome,0.0826469,0.934619,Nucleus,Peroxisome,0.150273,0.916878,Nucleus,Mitochondria,0.0876888,0.949221,Nucleus,Peroxisome,0.0060218,0.938242,,,,,,,,,,
P84228,P84228,Histone H3.2,Hist1h3b,Nucleus,,Nucleus,Mitochondria,0.0943281,0.933074,Nucleus,Mitochondria,0.195903,0.95028,Nucleus,Mitochondria,0.112341,0.926082,Nucleus,Peroxisome,0.0154042,0.883519,,,,,,,,,,
P10922,P10922,"Histone H1.0;Histone H1.0, N-terminally processed",H1f0,Nucleus,,Nucleus,Mitochondria,0.0995038,0.910628,Nucleus,Mitochondria,0.175906,0.93262,Nucleus,Endosome,0,0.987374,Nucleus,Cytoplasm,0.0117166,0.846476,,,,,,,,,,
P43274;Q07133;I7HFT9,P43274,Histone H1.4,Hist1h1e,Nucleus,,Nucleus,Peroxisome,0.107906,0.853986,Nucleus,Peroxisome,0.167382,0.811032,Nucleus,Endosome,0,0.918583,Nucleus,Golgi-LD,0,0.78048,,,,,,,,,,
Q99JF8;A2BI12;Q99JF8-2;F6RB63,Q99JF8;A2BI12;Q99JF8-2,PC4 and SFRS1-interacting protein,Psip1,Nucleus,,Nucleus,Mitochondria,0.0764451,0.902656,Nucleus,Mitochondria,0.153495,0.925356,Nucleus,Endosome,0,0.96582,Nucleus,Golgi-LD,0,0.886471,,,,,,,,,,
O35638;A2AFF6;Q3UQG8,O35638;A2AFF6,Cohesin subunit SA-2,Stag2,Nucleus,,Nucleus,Golgi,0,0.856827,Nucleus,Peroxisome,0.0819268,0.821086,Nucleus,Endosome,0,0.70885,Nucleus,Endosome,0.0502674,0.465752,,,,,,,,,,
Q8BTI8;Q8BTI8-3;Q8BTI8-2;A0A087WRX8;A0A087WPS9,Q8BTI8;Q8BTI8-3;Q8BTI8-2,Serine/arginine repetitive matrix protein 2,Srrm2,Nucleus,,Nucleus,Golgi,0.145607,0.856007,Nucleus,Cytoplasm,0.41586,0.667613,Nucleus,Golgi,0.0813097,0.857842,Nucleus,Lysosome,0,0.941079,,,,,,,,,,
Q9CQI7;A2CES4,Q9CQI7;A2CES4,U2 small nuclear ribonucleoprotein B,Snrpb2,Nucleus,,Nucleus,PM,0,0.890561,Nucleus,Golgi,0.160513,0.662477,Nucleus,Endosome,0,0.918861,Nucleus,Endosome,0,0.949579,,,,,,,,,,
Q64012;Q64012-2;A2AU61;A2AU62;A2AU60,Q64012;Q64012-2;A2AU61;A2AU62;A2AU60,RNA-binding protein Raly,Raly,Nucleus,,Nucleus,Cytoplasm,0,0.916026,Nucleus,Endosome,0.126643,0.756311,Nucleus,PM,0,0.922791,Nucleus,Golgi-LD,0.139212,0.861682,,,,,,,,,,
O55128;E9Q317;D3YY73;D3Z2N9;D3YY55,O55128;E9Q317;D3YY73;D3Z2N9,Histone deacetylase complex subunit SAP18,Sap18;Gm10094,Nucleus,,Nucleus,LD,0,0.975211,Nucleus,Mitochondria,0.0727464,0.941203,Nucleus,Endosome,0,0.974507,Nucleus,PM,0,0.962934,,,,,,,,,,
Q80YR5;D6RHP9;D6RJ78;F6WIZ2;F6VRR0;F6XJ79;F6Z0Y5,Q80YR5,Scaffold attachment factor B2,Safb2,Nucleus,,Nucleus,PM,0,0.968036,Nucleus,PM,0,0.875874,Nucleus,Mitochondria,0,0.934826,Nucleus,Mitochondria,0,0.959959,,,,,,,,,,
Q8K4Z5,Q8K4Z5,Splicing factor 3A subunit 1,Sf3a1,Nucleus,,Nucleus,Endosome,0,0.99087,Nucleus,ER,0,0.983224,Nucleus,Endosome,0,0.984413,Nucleus,Endosome,0,0.973362,,,,,,,,,,
