"protein ID","gene name","GI number","protein name","protein description",COG,aproNOG,PSORTb,"LipoP prediction","topology class","BOMP betabarrel","Li OM protein",POI,"selected marker protein",identified,"Cytu OGEprot","Cyti OGEprot","Tmu OGEprot","Tmi OGEprot","Imu OGEprot","Imi OGEprot","Omu OGEprot","Omi OGEprot","Cytu Gelfilt","Cyti Gelfilt","Tmu Gelfilt","Tmi Gelfilt","Imu Gelfilt","Imi Gelfilt","Cytu OGEpep","Cyti OGEpep","Tmu OGEpep","Tmi OGEpep","Imu OGEpep","Imi OGEpep","Omu OGEpep","Omi OGEpep","normalized spectral count proportion (TM)","exclusive localization","predominant localization","P-score Cyt","P-score TM","spectral count proportion (OM)","exclusive localization","predominant localization","P-score IM","P-score OM","predominant localization","KNN classification (based on markers)","KNN classification (based on pred. SCL)","potential SCL change","OM candidate","PP candidate (KNN, l=9 constraint)","PP candidates (KNN, l=8 constraint)","KNN based potential SCL change"
BH07220,,49475504,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,SpII,secreted,,,,,1,0,0,0,0,0,0,0,0,0,0,2,1.4025974025974,0,5,0,0,6,1.4025974025974,3,0,1,0,1,TM,TM,0,9.6,0.25,,,3.5,2.4,,,IM,,,,,
BH07230,,49475505,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,SpII,secreted,,,,,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TM,TM,0,8.7,,,,,,,,IM,,,,,
BH07240,fhaB5,49475506,"filamentous hemagglutinin",,"COG3210 (Large exoproteins involved in heme utilization or adhesion)",,Extracellular,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07250,,49475507,"hypothetical protein",,,,Unknown,SpII,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07280,,49475508,"response regulator",,"COG0784 (FOG: CheY-like receiver)","aproNOG06430 (Response regulator protein)",Cytoplasmic,,,,,"2CR effectors",,1,11,4.05714285714286,38,23.8441558441558,13,24,4,0,9,2.7047619047619,15,1.4025974025974,13,8,5,1.35238095238095,17,12.6233766233766,17,6,0,0,0.77,,TM,0,6.3,0.0625,,IM,9.6,0.2,IM,,IM,,,,,
BH07290,,49475509,"lysophospholipase l2",,"COG2267 (Lysophospholipase)","aproNOG00560 (Alpha/Beta hydrolase fold)",Unknown,,,,,,,1,0,0,20,0,9,0,0,0,0,0,0,4.20779220779221,7,0,4,5.40952380952381,27,19.6363636363636,103,41,19,6,0.88,,TM,0,10,0.14044943820225,,IM,9.2,0,IM,IM,IM,,,,,
BH07300,ibpA2,49475510,"small heat shock protein",,"COG0071 (Molecular chaperone (small heat shock protein))","aproNOG06796 (Heat shock protein)",Cytoplasmic,,,,,,,1,63,220.438095238095,356,970.597402597403,162,829,133,144,72,166.342857142857,167,573.662337662338,356,667,61,270.47619047619,110,210.38961038961,234,544,49,62,0.74,,,0,0.4,0.17987946221604,,,,,,,,,,,,
BH07400,,49475511,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0316 (Uncharacterized conserved protein)","aproNOG08760 (Iron-Sulfur cluster assembly accessory protein)",Cytoplasmic,,,,,,,1,1,1.35238095238095,0,1.4025974025974,0,0,0,0,0,0,0,0,0,0,3,8.11428571428571,2,5.61038961038961,0,10,0,0,0.4,,Cyt,7.4,0,,,,,,Cyt,,Cyt,,,,,
BH07410,mazG,49475512,"nucleotide pyrophosphohydrolase",,"COG1694 (Predicted pyrophosphatase)","aproNOG01681 (Nucleoside triphosphate pyrophosphohydrolase; functions in degradation of stringent response intracellular messenger ppGpp; in Escherichia coli this gene is co-transcribed with the toxin/antitoxin genes mazEF; activity of MazG is inhibited by MazEF in vitro; ppGpp inhibits mazEF expression; MazG thus works in limiting the toxic activity of the MazF toxin induced during starvation; MazG also interacts with the GTPase protein Era)",Cytoplasmic,,,,,,,1,1,0,1,1.4025974025974,1,0,0,0,1,0,4,2.80519480519481,4,0,0,0,16,8.41558441558442,36,15,4,0,0.94,,TM,0,10,0.07142857142857,,IM,5.9,0,IM,IM,IM,,,,,
BH07420,,49475513,"lipid A biosynthesis lauroyl acyltransferase","Acylates the intermediate (KDO)2-lipid IVA to form (KDO)2-(lauroyl)-lipid IVA","COG1560 (Lauroyl/myristoyl acyltransferase)","aproNOG01858 (Lipid A biosynthesis lauroyl acyltransferase)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,16,0,3,0,3,0,0,0,2,0,13,1,0,0,33,25.2467532467532,42,12,20,3,1,TM,TM,0,10,0.31325301204819,,,2.3,6.8,,IM,IM,,,,,
BH07430,adh,49475514,"alcohol dehydrogenase",,"COG0604 (NADPH:quinone reductase and related Zn-dependent oxidoreductases)","aproNOG02194 (Alcohol dehydrogenase)",Cytoplasmic,,,,,,,1,10,1.35238095238095,84,1.4025974025974,61,19,4,0,2,0,3,1.4025974025974,32,0,1,1.35238095238095,49,33.6623376623377,155,64,38,9,0.92,,TM,0,10,0.14571428571429,,IM,10,0,IM,IM,IM,,,,,
BH07440,fabF2,49475515,"3-oxoacyl-ACP synthase","FabF, beta-Ketoacyl-ACP synthase II, KASII; catalyzes a condensation reaction in fatty acid biosynthesis: addition of an acyl acceptor of two carbons from malonyl-ACP; required for the elongation of short-chain unsaturated acyl-ACP.","COG0304 (3-oxoacyl-(acyl-carrier-protein) synthase)","aproNOG04750 (3-Oxoacyl-(Acyl carrier protein) synthase II; FabF, beta-Ketoacyl-ACP synthase II, KASII; catalyzes a condensation reaction in fatty acid biosynthesis: addition of an acyl acceptor of two carbons from malonyl-ACP; required for the elongation of short-chain unsaturated acyl-ACP)","Cytoplasmic Membrane",,,,,,,1,11,13.5238095238095,22,16.8311688311688,0,16,1,0,3,4.05714285714286,0,0,0,1,4,5.40952380952381,18,15.4285714285714,30,32,2,0,0.64,,,0,0,0.03703703703704,,,,,,Cyt,Cyt,,,,,
BH07450,fabF3,49475516,"3-oxoacyl-ACP synthase","FabF; beta-ketoacyl-ACP synthase II, KASII; catalyzes a condensation reaction in fatty acid biosynthesis: addition of an acyl acceptor of two carbons from malonyl-ACP; required for the elongation of short-chain unsaturated acyl-ACP","COG0304 (3-oxoacyl-(acyl-carrier-protein) synthase)","aproNOG05214 (3-Oxoacyl-(Acyl carrier protein) synthase II; FabF; beta-ketoacyl-ACP synthase II, KASII; catalyzes a condensation reaction in fatty acid biosynthesis: addition of an acyl acceptor of two carbons from malonyl-ACP; required for the elongation of short-chain unsaturated acyl-ACP)","Cytoplasmic Membrane",,,,,,,1,3,1.35238095238095,1,16.8311688311688,3,4,0,0,3,2.7047619047619,0,0,0,0,0,0,6,9.81818181818182,22,29,6,2,0.77,,TM,0,5.6,0.12121212121212,,IM,8.8,0,IM,IM,IM,,,,,
BH07460,acpP2,49475517,"acyl carrier protein","Involved in the biosynthetic pathways of fatty acids, phospholipids, lipopolysaccharides, and oligosaccharides","COG0236 (Acyl carrier protein)","aproNOG08472 (Acyl carrier protein; Involved in the biosynthetic pathways of fatty acids, phospholipids, lipopolysaccharides, and oligosaccharides)",Cytoplasmic,,,,,,,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,4,8.11428571428571,7,12.6233766233766,8,3,0,1,0.62,,,0.5,0.4,0.07692307692308,,,,,,,,,,,,
BH07470,,49475518,"malic enzyme","NAD-dependent; catalyzes the oxidative decarboxylation of malate to form pyruvate; does not decarboxylate oxaloacetate","COG0280 (Phosphotransacetylase); COG0281 (Malic enzyme)","aproNOG00590 (Malic enzyme)",Cytoplasmic,,,,,,,1,28,20.2857142857143,202,158.493506493506,82,87,1,0,17,40.5714285714286,2,70.1298701298701,66,38,24,43.2761904761905,88,113.61038961039,194,181,26,14,0.79,,TM,0,9.9,0.07008547008547,,IM,10,0,IM,Cyt,IM,,,,,
BH07480,,49475519,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG21572,Cytoplasmic,,,,,,,1,15,22.9904761904762,105,21.038961038961,36,11,212,23,4,4.05714285714286,10,28.0519480519481,67,9,7,10.8190476190476,186,148.675324675325,252,147,173,88,0.89,,TM,0,10,0.52653927813164,,OM,0,10,OM,OM,OM,,x,,,
BH07490,hfq,49475520,"RNA-binding protein Hfq","Stimulates the elongation of poly(A) tails","COG1923 (Uncharacterized host factor I protein)","aproNOG09752 (RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs protein)",Cytoplasmic,,transmembrane,,,,,1,13,25.6952380952381,3,1.4025974025974,0,0,0,0,14,4.05714285714286,0,2.80519480519481,7,0,0,0,7,5.61038961038961,4,7,0,0,0.26,,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH07500,hflX,49475521,"GTP-binding protein HflX",,"COG2262 (GTPases)","aproNOG02538 (Gtp-Binding protein)",Cytoplasmic,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11.2207792207792,21,25,3,1,1,TM,TM,0,10,0.08,,,10,0,,IM,IM,,,,,
BH07510,,49475522,"hypothetical protein (expressed, exptl. proteomics evidence)",,,"aproNOG02856 (Protein involved in lipopolysaccharide biosynthetic process)",Unknown,,transmembrane,,,,,1,0,0,42,5.61038961038961,25,4,0,0,0,0,0,2.80519480519481,12,0,0,0,79,60.3116883116883,177,107,32,14,1,TM,TM,0,10,0.12813370473538,,IM,10,0,IM,IM,IM,,,,,
BH07520,,49475523,"cytochrome c oxidase assembly protein",,"COG1612 (Uncharacterized protein required for cytochrome oxidase assembly)","aproNOG03184 (Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group (By similarity) protein)","Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,6,0,0,0,0,0,0,0,0,7.01298701298701,10,0,0,0,2,5.61038961038961,34,23,0,0,1,TM,TM,0,10,0,IM,IM,10,0,IM,IM,IM,,,,,
BH07530,argC,49475524,"N-acetyl-gamma-glutamyl-phosphate reductase","catalyzes the reduction of N-acetyl-5-glutamyl phosphate to N-acetyl-L-glutamate 5-semialdehyde in arginine biosynthesis","COG0002 (Acetylglutamate semialdehyde dehydrogenase)","aproNOG00362 (N-Acetyl-Gamma-Glutamyl-Phosphate reductase; catalyzes the reduction of N-acetyl-5-glutamyl phosphate to N-acetyl-L-glutamate 5-semialdehyde in arginine biosynthesis)",Cytoplasmic,,,,,,,1,15,14.8761904761905,3,0,1,3,0,0,10,18.9333333333333,0,0,6,0,8,10.8190476190476,16,12.6233766233766,38,19,2,0,0.29,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH07540,glyA,49475525,"serine hydroxymethyltransferase","catalyzes the reaction of glycine with 5,10-methylenetetrahydrofolate to form L-serine and tetrahydrofolate","COG0112 (Glycine/serine hydroxymethyltransferase)","aproNOG00273 (Serine hydroxymethyltransferase)",Cytoplasmic,,,,,,,1,145,196.095238095238,80,79.948051948052,67,61,6,3,71,70.3238095238095,6,43.4805194805195,38,22,60,78.4380952380952,45,49.0909090909091,64,65,13,9,0.33,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH07550,nrdR,49475526,"transcriptional regulator NrdR",,"COG1327 (Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains)","aproNOG06015 (Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes (By similarity))",Cytoplasmic,,,,,,,1,16,13.5238095238095,81,44.8831168831169,33,22,1,0,2,0,1,0,14,1,0,0,27,19.6363636363636,30,12,9,3,0.85,,TM,0,10,0.11818181818182,,IM,9.3,0.4,IM,IM,IM,,,,,
BH07560,ribD,49475527,"riboflavin biosynthesis protein ribD",,"COG1985 (Pyrimidine reductase, riboflavin biosynthesis); COG0117 (Pyrimidine deaminase)","aproNOG00140 (Riboflavin biosynthesis protein RibD)",Cytoplasmic,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.2207792207792,13,12,0,0,1,TM,TM,0,9.9,0,IM,IM,10,0,IM,IM,IM,,,,,
BH07570,ribE,49475528,"riboflavin synthase subunit alpha","catalyzes the formation of riboflavin from 6,7-dimethyl-8-(1-D-ribityl)lumazine","COG0307 (Riboflavin synthase alpha chain)","aproNOG05155 (Riboflavin synthase subunit alpha)",Cytoplasmic,,,,,,Cyt,1,11,14.8761904761905,7,8.41558441558442,0,10,0,0,3,6.76190476190476,5,0,7,0,0,5.40952380952381,6,8.41558441558442,11,13,0,0,0.46,,Cyt,7.2,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH07580,ribH,49475529,"6,7-dimethyl-8-ribityllumazine synthase","RibE; 6,7-diimethyl-8-ribityllumazine synthase; DMRL synthase; lumazine synthase; beta subunit of riboflavin synthase; condenses 5-amino-6-(1'-D)-ribityl-amino-2,4(1H,3H)-pyrimidinedione with L-3,4-dihydrohy-2-butanone-4-phosphate to generate 6,6-dimethyl-8-lumazine (DMRL); riboflavin synthase then uses 2 molecules of DMRL to produce riboflavin (vitamin B12); involved in the last steps of riboflavin biosynthesis; forms a 60mer (icosahedral shell) in both Bacillus subtilis and Escherichia coli; in Bacillus subtilis this 60mer is associated with the riboflavin synthase subunit (alpha) while in Escherichia coli it is not","COG0054 (Riboflavin synthase beta-chain)","aproNOG06320 (6,7-Dimethyl-8-Ribityllumazine synthase; RibE; 6,7-diimethyl-8-ribityllumazine synthase; DMRL synthase; lumazine synthase; beta subunit of riboflavin synthase; condenses 5-amino-6-(1'-D)-ribityl-amino-2,4-pyrimidinedione with L-3,4-dihydrohy-2-butanone-4-phosphate to generate 6,6-dimethyl-8-lumazine ; riboflavin synthase then uses 2 molecules of DMRL to produce riboflavin ; involved in the last steps of riboflavin biosynthesis; forms a 60mer in both Bacillus subtilis and Escherichia coli; in Bacillus subtilis this 60mer is associated with the riboflavin synthase subunit while in Escherichia coli it is not)",Cytoplasmic,,,,,,,1,38,45.9809523809524,15,7.01298701298701,18,19,0,0,8,4.05714285714286,3,1.4025974025974,3,1,14,18.9333333333333,14,22.4415584415584,50,38,4,1,0.33,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH07590,nusB,49475530,"transcription antitermination protein NusB","Regulates rRNA biosynthesis by transcriptional antitermination","COG0781 (Transcription termination factor)","aproNOG06134 (Transcription antitermination protein NusB)",Unknown,,,,,,,1,5,1.35238095238095,3,7.01298701298701,0,4,0,0,2,0,16,2.80519480519481,0,8,15,10.8190476190476,7,7.01298701298701,15,11,1,0,0.56,,,1.3,0,0.03225806451613,,,,,,,Cyt,,,,,
BH07600,,49475531,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG2913 (Small protein A (tmRNA-binding))",aproNOG09250,Unknown,SpII,transmembrane,,1,,OM,1,0,0,310,172.519480519481,121,76,4,0,1,5.40952380952381,25,143.064935064935,183,53,11,10.8190476190476,132,84.1558441558442,129,81,31,13,0.97,,TM,0,10,0.1054945054945,,IM,10,0,IM,OM,IM,,x,,,
BH07610,,49475532,"hypothetical protein (expressed, exptl. proteomics evidence)",,,aproNOG09091,Cytoplasmic,,,,,,,1,6,8.11428571428571,1,4.20779220779221,5,8,0,0,5,5.40952380952381,0,16.8311688311688,1,17,2,0,9,5.61038961038961,16,20,0,0,0.58,,,0.8,0,0,,,,,,,Cyt,"Cyt to TM",,,,
BH07620,plsX,49475533,"glycerol-3-phosphate acyltransferase PlsX","involved in acylation of glycerol-3-phosphate to form 1-acyl-glycerol-3 phosphate for use in phospholipid biosynthesis; functions with PlsY","COG0416 (Fatty acid/phospholipid biosynthesis enzyme)","aproNOG00292 (Glycerol-3-Phosphate acyltransferase PlsX; involved in acylation of glycerol-3-phosphate to form 1-acyl-glycerol-3 phosphate for use in phospholipid biosynthesis; functions with PlsY)",Cytoplasmic,,,,,,,1,8,2.7047619047619,81,19.6363636363636,42,43,0,0,0,1.35238095238095,2,22.4415584415584,36,13,7,9.46666666666667,61,70.1298701298701,158,102,16,7,0.9,,TM,0,10,0.0625,,IM,10,0,IM,IM,IM,,,,,
BH07630,fabH,49475534,"3-oxoacyl-ACP synthase","FabH; beta-ketoacyl-acyl carrier protein synthase III; catalyzes the condensation of acetyl-CoA with malonyl-ACP to initiate cycles of fatty acid elongation; differs from 3-oxoacyl-(acyl carrier protein) synthase I and II in that it utilizes CoA thioesters as primers rather than acyl-ACPs","COG0332 (3-oxoacyl-[acyl-carrier-protein] synthase III)","aproNOG02177 (3-Oxoacyl-(Acyl-Carrier-Protein) synthase)",Cytoplasmic,,,,,,,1,42,59.5047619047619,17,19.6363636363636,15,20,0,0,24,64.9142857142857,0,16.8311688311688,11,10,5,8.11428571428571,28,32.2597402597403,28,29,3,4,0.36,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH07640,ihfA,49475535,"integration host factor subunit alpha","This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control","COG0776 (Bacterial nucleoid DNA-binding protein)","aproNOG08542 (This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control)",Cytoplasmic,,,,,,,1,9,10.8190476190476,27,1.4025974025974,5,2,3,1,21,24.3428571428571,11,9.81818181818182,24,14,11,20.2857142857143,14,19.6363636363636,27,7,4,6,0.46,,Cyt,8.2,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH07650,,49475536,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0789 (Predicted transcriptional regulators)","aproNOG07328 (Transcriptional regulator, MerR family protein)",Cytoplasmic,,,,,,,1,6,0,10,0,4,0,0,0,3,1.35238095238095,0,2.80519480519481,12,6,0,0,10,12.6233766233766,34,27,2,2,0.77,,TM,0,5.9,0.05797101449275,,IM,7.8,0,IM,IM,IM,,,,,
BH07660,thrS,49475537,"threonyl-tRNA synthetase","catalyzes a two-step reaction, first charging a threonine molecule by linking its carboxyl group to the alpha-phosphate of ATP, followed by transfer of the aminoacyl-adenylate to its tRNA; catalyzes the formation of threonyl-tRNA(Thr) from threonine and tRNA(Thr)","COG0441 (Threonyl-tRNA synthetase)","aproNOG03296 (Threonyl-Trna synthetase; catalyzes a two-step reaction, first charging a threonine molecule by linking its carboxyl group to the alpha-phosphate of ATP, followed by transfer of the aminoacyl-adenylate to its tRNA; catalyzes the formation of threonyl-tRNA from threonine and tRNA)",Cytoplasmic,,,,,,,1,32,47.3333333333333,6,8.41558441558442,9,11,3,0,7,32.4571428571429,0,1.4025974025974,9,0,32,35.1619047619048,40,50.4935064935065,70,61,15,5,0.36,,Cyt,10,0,,,,,,Cyt,Cyt,Cyt,,,,,
BH07670,,49475538,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0759 (Uncharacterized conserved protein)",aproNOG08009,Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,,,0,0,0,IM,IM,7.6,0,IM,,IM,,,,,
BH07680,,49475539,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG0822 (NifU homolog involved in Fe-S cluster formation)","aproNOG06777 (Protein involved in iron-sulfur cluster assembly)",Cytoplasmic,,,,,,,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.80519480519481,6,3,0,0,1,TM,TM,0,8.7,0,IM,IM,5.7,0,IM,,IM,,,,,
BH07690,folE,49475540,"GTP cyclohydrolase I","involved in the first step of tetrahydrofolate biosynthesis; catalyzes the formation of formate and 2-amino-4-hydroxy-6-(erythro-1,2, 3-trihydroxypropyl)dihydropteridine triphosphate from GTP and water; forms a homopolymer","COG0302 (GTP cyclohydrolase I)","aproNOG00264 (GTP cyclohydrolase I)",Cytoplasmic,,,,,,,1,14,22.9904761904762,8,7.01298701298701,4,38,0,0,0,5.40952380952381,0,2.80519480519481,0,3,2,6.76190476190476,9,22.4415584415584,33,58,9,5,0.49,,Cyt,5.4,0,,,,,,Cyt,,Cyt,,,,,
BH07710,,49475541,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG4782 (Uncharacterized protein conserved in bacteria)",aproNOG06931,Unknown,,,,,,,1,2,0,111,28.0519480519481,34,35,99,6,2,2.7047619047619,18,42.0779220779221,51,37,0,1.35238095238095,63,43.4805194805195,105,58,127,15,0.97,,TM,0,10,0.51565762004175,,OM,0,10,OM,OM,OM,,x,,,
BH07720,,49475542,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Cytoplasmic,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1,0,,,,0,0,0.05882352941176,,,9.8,0,,,IM,,,,,
BH07730,,49475543,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07740,,49475544,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,4.20779220779221,0,0,0,0,0,0,0,1,0,0,1,TM,TM,0,6.8,0,IM,IM,3,0,IM,,IM,,,,,
BH07750;BH09100,,"49475545 | 49475670","hypothetical protein",,,,Cytoplasmic,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07760;BH09090,,"49475546 | 49475669","hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07770;BH09080,,"49475547 | 49475668","hypothetical protein (expressed, exptl. proteomics evidence)",,,,Unknown,,transmembrane,,,,,1,0,1.35238095238095,6,5.61038961038961,0,0,0,0,0,0,0,0,0,2,0,0,20,30.8571428571429,46,62,0,2,0.98,,TM,0,10,0.01818181818182,,,10,0,,IM,IM,,,,,
BH07780,,49475548,"hypothetical protein",,,,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07790,,49475549,"hypothetical protein",,,"aproNOG08722 (Endonuclease)",Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07800,divK,49475550,"response regulator",,"COG0784 (FOG: CheY-like receiver)","aproNOG07225 (Response regulator protein)",Cytoplasmic,,,,,,,1,7,6.76190476190476,10,11.2207792207792,10,4,5,0,8,18.9333333333333,11,16.8311688311688,17,14,6,9.46666666666667,20,11.2207792207792,47,30,6,4,0.59,,,0.2,0,0.14150943396226,,,,,,,,,,,,
BH07810,rpsI,49475551,"30S ribosomal protein S9","forms a direct contact with the tRNA during translation","COG0103 (Ribosomal protein S9)","aproNOG06270 (30S ribosomal protein S9)",Cytoplasmic,,,,,"Ribosome 30S",,1,22,12.1714285714286,130,145.87012987013,25,76,16,18,47,41.9238095238095,44,117.818181818182,106,103,85,70.3238095238095,28,40.6753246753247,54,70,15,13,0.65,,,0,0,0.21602787456446,,,,,,Cyt,Cyt,,,,,
BH07820,rplM,49475552,"50S ribosomal protein L13","in Escherichia coli this protein is one of the earliest assembly proteins in the large subunit","COG0102 (Ribosomal protein L13)","aproNOG02469 (This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly (By similarity))",Cytoplasmic,,,,,"Ribosome 50S",,1,6,4.05714285714286,107,36.4675324675325,18,48,24,15,50,14.8761904761905,74,120.623376623377,168,108,35,48.6857142857143,34,33.6623376623377,75,87,35,24,0.72,,,0,0.4,0.30061349693251,,,,,,,,,,,,
BH07830,recJ,49475553,"single-stranded-DNA-specific exonuclease",,"COG0608 (Single-stranded DNA-specific exonuclease)","aproNOG00601 (Single-Stranded-Dna-Specific exonuclease)",Cytoplasmic,,,,,,,1,11,12.1714285714286,6,2.80519480519481,0,0,0,0,13,17.5809523809524,0,0,0,2,16,27.0476190476191,25,29.4545454545455,57,42,13,3,0.4,,Cyt,10,0,,,,,,Cyt,,Cyt,,,,,
BH07840,parE,49475554,"DNA topoisomerase IV subunit B","decatenates newly replicated chromosomal DNA and relaxes positive and negative DNA supercoiling","COG0187 (Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit)","aproNOG01473 (DNA topoisomerase IV subunit B; decatenates newly replicated chromosomal DNA and relaxes positive and negative DNA supercoiling)",Cytoplasmic,,,,,,,1,1,0,194,14.025974025974,39,31,1,0,15,12.1714285714286,27,56.1038961038961,139,40,11,21.6380952380952,100,112.207792207792,209,137,48,24,0.89,,TM,0,10,0.14928425357873,,IM,10,0,IM,,IM,,,,,
BH07850,lipB,49475555,"lipoate-protein ligase B","lipoyl/octanoyltransferase; catalyzes the transfer of the lipoyl/octanoyl moiety of lipoyl/octanoyl-ACP onto lipoate-dependent enzymes like pyruvate dehydrogenase and the glycine cleavage system H protein","COG0321 (Lipoate-protein ligase B)","aproNOG01319 (Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate (By similarity))",Cytoplasmic,,,,,,,1,2,0,0,0,0,0,0,0,2,2.7047619047619,2,7.01298701298701,7,12,5,6.76190476190476,16,15.4285714285714,41,35,5,1,0.69,,,0,1.1,0.07317073170732,,,,,,IM,IM,,,,,
BH07860,,49475556,"hypothetical protein (expressed, exptl. proteomics evidence)",,"COG1512 (Beta-propeller domains of methanol dehydrogenase type)",aproNOG06314,"Cytoplasmic Membrane",,transmembrane,,,,,1,0,0,2,1.4025974025974,0,0,0,0,0,0,0,2.80519480519481,0,0,0,0,5,8.41558441558442,8,3,0,1,1,TM,TM,0,10,0.08333333333333,,,9.2,0.1,,IM,IM,,,,,
BH07870,lemA,49475557,"cytoplasmic membrane protein",,"COG1704 (Uncharacterized conserved protein)","aproNOG01933 (Lema family protein)",Unknown,SpII,transmembrane,,,,,1,1,0,487,211.792207792208,131,186,10,5,25,22.9904761904762,17,123.428571428571,158,65,14,21.6380952380952,135,96.7792207792208,188,119,46,19,0.93,,TM,0,10,0.11363636363636,,IM,10,0,IM,,IM,,,,,
BH07890,,49475558,"hypothetical protein (expressed, exptl. proteomics evidence)",,,,Cytoplasmic,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1.4025974025974,0,0,0,0,0,2.80519480519481,0,2,0,0,1,TM,TM,0,6.8,0,IM,IM,5.1,0,IM,,IM,,,,,
BH07900,,49475559,"hypothetical protein",,,,"Cytoplasmic Membrane",,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07910,,49475560,"helicase fragment",,"COG4889 (Predicted helicase)",,Unknown,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
BH07920,,49475561,"hemolysin activation protein hec",,"COG2831 (Hemolysin activation/secretion protein)","aproNOG11719 (Hemolysin activator protein)","ambiguous (Outer Membrane 4.93 / Cytoplasmic Membrane 4.86)",,transmembrane,1,1,,,1,0,0,18,0,1,0,2,0,0,0,0,1.4025974025974,7,1,0,0,6,1.4025974025974,10,4,7,1,1,TM,TM,0,10,0.4,,OM,1,7.9,OM,IM,OM,,x,,,
